AlbumSave_UI.msbt
AlbumSave_Top_Help	アルバムに保存したい写真を　選んでください
EV_Mot_Sp_P079_01_PCap	おいかけっこ
EV_Mot_Sp_P079_02_PCap	まもってあげるからね
EV_Mot_Sp_P079_03_PCap	キラキラでしょ？
EV_Mot_Sp_P080_01_PCap	はんげきだ～！
EV_Mot_Sp_P080_02_PCap	でんきでビリビリ！
EV_Mot_Sp_P080_03_PCap	にげろー！
EV_Mot_Sp_P081_01_PCap	ケンカちゅう
EV_Mot_Sp_P081_02_PCap	イヤイヤ
EV_Mot_Sp_P082_01_PCap	はいたつちゅう
EV_Mot_Sp_P083_01_PCap	しあわせなきぶん
EV_Mot_Sp_P083_02_PCap	ケンカちゅう
EV_Mot_Sp_P083_03_PCap	ケンカちゅう
EV_Mot_Sp_P085_01_PCap	いかくちゅう
EV_Mot_Sp_P085_02_PCap	ビックリ！
EV_Mot_Sp_P086_01_PCap	たのしいダンス
EV_Mot_Sp_P086_02_PCap	たのしいダンス
EV_Mot_Sp_P086_03_PCap	ビークインにはナイショで
EV_Mot_Sp_P086_04_PCap	おこられちゃった！
EV_Mot_Sp_P087_01_PCap	やったー！
EV_Mot_Sp_P087_02_PCap	いかくちゅう
EV_Mot_Sp_P087_03_PCap	ねむいのに～
EV_Mot_Sp_P088_01_PCap	かいてきなそらのたび
EV_Mot_Sp_P088_02_PCap	じゃれている
EV_Mot_Sp_P089_01_PCap	たのしいダンス
EV_Mot_Sp_P089_02_PCap	しきしゃみたい！
EV_Mot_Sp_P089_03_PCap	おせっきょう
EV_Mot_Sp_P090_01_PCap	ダイヤモンドダスト
EV_Mot_Sp_P090_02_PCap	おこったぞ～！
EV_Mot_Sp_P091_01_PCap	しょくじちゅう
EV_Mot_Sp_P091_02_PCap	スーパージャンプ！
EV_Mot_Sp_P092_01_PCap	ハッピーなきぶん
EV_Mot_Sp_P092_02_PCap	めそめそ
EV_Mot_Sp_P092_03_PCap	ウトウト
EV_Mot_Sp_P093_01_PCap	はいたつちゅう
EV_Mot_Sp_P093_02_PCap	とうちゃくしたよー！
EV_Mot_Sp_P094_01_PCap	こんにちは
EV_Mot_Sp_P094_02_PCap	およぐのじょうずでしょ？
EV_Mot_Sp_P094_03_PCap	たのしいきぶん
EV_Mot_Sp_P094_04_PCap	みだしなみバッチリ！
EV_Mot_Sp_P095_02_PCap	なかよくおやすみタイム
EV_Mot_Sp_P097_01_PCap	どっちがつよいかな？
EV_Mot_Sp_P097_02_PCap	おしゃれしててカワイイ！
EV_Mot_Sp_P098_01_PCap	かれいなジャンプ
EV_Mot_Sp_P098_02_PCap	だいジャーンプ！
EV_Mot_Sp_P098_03_PCap	みんなでジャーンプ！
EV_Mot_Sp_P099_02_PCap	おしゃれしててカワイイ！
EV_Mot_Sp_P100_01_PCap	おいかけっこ
EV_Mot_Sp_P100_02_PCap	じゃれている
EV_Mot_Sp_P101_01_PCap	さいみんじゅつ～！
EV_Mot_Sp_P101_02_PCap	かくれんぼ
EV_Mot_Sp_P101_03_PCap	さいみんじゅつ～！
EV_Mot_Sp_P102_01_PCap	こうらぼし
EV_Mot_Sp_P102_02_PCap	あわあそび
EV_Mot_Sp_P102_03_PCap	おちちゃった！
EV_Mot_Sp_P102_04_PCap	うずしおのなかへ
EV_Mot_Sp_P102_06_PCap	おいかけっこ
EV_Mot_Sp_P103_01_PCap	なかよくおやすみタイム
EV_Mot_Sp_P104_02_PCap	やったー！
EV_Mot_Sp_P104_03_PCap	みんなでルンルン
EV_Mot_Sp_P104_04_PCap	コゲコゲになっちゃった
EV_Mot_Sp_P105_01_PCap	いかくちゅう
EV_Mot_Sp_P105_02_PCap	のぼれるのスゴいでしょ？
EV_Mot_Sp_P105_03_PCap	うえからコンニチハ
EV_Mot_Sp_P105_04_PCap	きゅうじょちゅう
EV_Mot_Sp_P105_05_PCap	たまにはかえります
EV_Mot_Sp_P105_06_PCap	いかくちゅう
EV_Mot_Sp_P106_01_PCap	なかよし
EV_Mot_Sp_P106_02_PCap	ハッピーなきぶん
EV_Mot_Sp_P112_01_PCap	たのしいダンス
EV_Mot_Sp_P112_02_PCap	たのしいダンス
EV_Mot_Sp_P112_03_PCap	なかよくおやすみタイム
EV_Mot_Sp_P113_01_PCap	ハイタッチ！
EV_Mot_Sp_P113_02_PCap	おおわらい
EV_Mot_Sp_P113_03_PCap	なかよくおやすみタイム
EV_Mot_Sp_P113_04_PCap	ほのおのキック
EV_Mot_Sp_P113_05_PCap	あおいほのお！
EV_Mot_Sp_P113_06_PCap	やったー！
EV_Mot_Sp_P114_01_PCap	みずでっぽう！
EV_Mot_Sp_P114_02_PCap	つよすぎた！
EV_Mot_Sp_P115_01_PCap	こわい！
EV_Mot_Sp_P115_02_PCap	ハッピーなきぶん
EV_Mot_Sp_P115_03_PCap	ビックリ！
EV_Mot_Sp_P116_02_PCap	こわい！
EV_Mot_Sp_P116_03_PCap	なかよし
EV_Mot_Sp_P116_04_PCap	いかくちゅう
EV_Mot_Sp_P117_01_PCap	ハッピーなきぶん
EV_Mot_Sp_P117_02_PCap	とまれた！
EV_Mot_Sp_P117_03_PCap	おいかけっこ
EV_Mot_Sp_P121_01_PCap	だいじなわがこ
EV_Mot_Sp_P121_02_PCap	ここでやすんでね
EV_Mot_Sp_P121_03_PCap	いいこ～いいこ～
EV_Mot_Sp_P121_04_PCap	ナイショのおでかけ？
EV_Mot_Sp_P123_01_PCap	きょうみしんしん
EV_Mot_Sp_P123_02_PCap	おいしーい！
EV_Mot_Sp_P124_01_PCap	キラキラでしょ？
EV_Mot_Sp_P124_02_PCap	おいしいな～
EV_Mot_Sp_P127_01_PCap	しっぽでこうげき
EV_Mot_Sp_P127_02_PCap	いかくちゅう
EV_Mot_Sp_P129_01_PCap	とびだしちゅうい
EV_Mot_Sp_P129_02_PCap	なんだろコレ～
EV_Mot_Sp_P132_01_PCap	なかよくおやすみタイム
EV_Mot_Sp_P132_02_PCap	あっちいってよー！
EV_Mot_Sp_P132_03_PCap	しゅうごうしました
EV_Mot_Sp_P132_04_PCap	おさんぽタイム
EV_Mot_Sp_P138_01_PCap	すいめんダッシュ！
EV_Mot_Sp_P138_02_PCap	じゅうでんちゅう
EV_Mot_Sp_P138_03_PCap	パラボラチャージ！
EV_Mot_Sp_P141_01_PCap	シューティングスター
EV_Mot_Sp_P141_02_PCap	そらたかくへ
EV_Mot_Sp_P141_03_PCap	かれいなスピン
EV_Mot_Sp_P141_04_PCap	かれいなスピン
EV_Mot_Sp_P143_02_PCap	ビックリ！
EV_Mot_Sp_P143_03_PCap	おいかけっこ
EV_Mot_Sp_P143_04_PCap	なかよくダンス
EV_Mot_Sp_P146_01_PCap	おいかけっこ
EV_Mot_Sp_P146_02_PCap	つめとぎちゅう
EV_Mot_Sp_P146_03_PCap	いかくちゅう
EV_Mot_Sp_P147_01_PCap	なかよし
EV_Mot_Sp_P148_01_PCap	なかよくダンス
EV_Mot_Sp_P148_02_PCap	うむむむむ～！
EV_Mot_Sp_P149_01_PCap	いかくちゅう
EV_Mot_Sp_P150_01_PCap	たのしいダンス
EV_Mot_Sp_P150_02_PCap	ビックリ！
EV_Mot_Sp_P150_05_PCap	つめとぎしないで～！
EV_Mot_Sp_P151_02_PCap	おんせんはっけん！
EV_Mot_Sp_P152_01_PCap	プレゼント！
EV_Mot_Sp_P152_02_PCap	いっぱいあつめなきゃ！
EV_Mot_Sp_P154_01_PCap	きたかぜのけしん
EV_Mot_Sp_P155_01_PCap	とおぼえ
EV_Mot_Sp_P155_02_PCap	おいかけっこ
EV_Mot_Sp_P157_01_PCap	なかよくおやすみタイム
EV_Mot_Sp_P158_01_PCap	なかよし
EV_Mot_Sp_P160_01_PCap	ひとやすみ
EV_Mot_Sp_P160_02_PCap	たべてよ～！
EV_Mot_Sp_P161_01_PCap	おこったぞ～！
EV_Mot_Sp_P161_02_PCap	いかくちゅう
EV_Mot_Sp_P162_01_PCap	ちょっかい
EV_Mot_Sp_P163_01_PCap	なかよくおやすみタイム
EV_Mot_Sp_P163_02_PCap	きれいなゆき
EV_Mot_Sp_P164_01_PCap	いかくちゅう
EV_Mot_Sp_P164_02_PCap	ハッピーなきぶん
EV_Mot_Sp_P165_02_PCap	ハッピーなきぶん
EV_Mot_Sp_P166_01_PCap	ビックリ！
EV_Mot_Sp_P166_02_PCap	なかよくダンス
EV_Mot_Sp_P166_03_PCap	ハッピーなきぶん
EV_Mot_Sp_P168_01_PCap	ちゅうがえり～！
EV_Mot_Sp_P169_01_PCap	だいジャーンプ！
EV_Mot_Sp_P169_02_PCap	スーパージャンプ！
EV_Mot_Sp_P170_01_PCap	ハデにとうじょう！
EV_Mot_Sp_P170_02_PCap	かんじょうのいろ
EV_Mot_Sp_P171_01_PCap	おしょくじタイム
EV_Mot_Sp_P171_02_PCap	ハッピーなきぶん
EV_Mot_Sp_P172_01_PCap	ここならあんしん？
EV_Mot_Sp_P172_02_PCap	だーれだ？
EV_Mot_Sp_P173_01_PCap	ナワバリあらそい
EV_Mot_Sp_P173_02_PCap	とりあえずパンチ！
EV_Mot_Sp_P174_01_PCap	たのしいダンス
EV_Mot_Sp_P174_02_PCap	クリスタフラワーと
EV_Mot_Sp_P175_01_PCap	ハデにとうじょう！
EV_Mot_Sp_P175_02_PCap	いかくちゅう
EV_Mot_Sp_P175_03_PCap	これでもくらえー！
EV_Mot_Sp_P176_01_PCap	ふしぎなダンス
EV_Mot_Sp_P176_02_PCap	ハッピーなきぶん
EV_Mot_Sp_P177_01_PCap	ちょうおんぱ
EV_Mot_Sp_P177_02_PCap	なかよくダンス
EV_Mot_Sp_P179_01_PCap	ガマンできなーい！
EV_Mot_Sp_P179_02_PCap	ガツンガツン！
EV_Mot_Sp_P179_03_PCap	ちからじまん！
EV_Mot_Sp_P181_01_PCap	らっかちゅう
EV_Mot_Sp_P181_03_PCap	ゴロゴロゴロー！
EV_Mot_Sp_P181_04_PCap	よごれちゃった
EV_Mot_Sp_P181_05_PCap	リラックス
EV_Mot_Sp_P181_06_PCap	ぶら～ん
EV_Mot_Sp_P184_01_PCap	ビックリさせてやる～！
EV_Mot_Sp_P184_02_PCap	すりぬけながら
EV_Mot_Sp_P185_01_PCap	なぞのつうしん
EV_Mot_Sp_P185_02_PCap	かくれんぼ
EV_Mot_Sp_P185_03_PCap	キラキラでしょ？
EV_Mot_Sp_P187_01_PCap	ふんか！
EV_Mot_Sp_P187_03_PCap	いかくちゅう
EV_Mot_Sp_P188_01_PCap	おいしいな～
EV_Mot_Sp_P188_02_PCap	ハッピーなきぶん
EV_Mot_Sp_P189_01_PCap	あんないちゅう
EV_Mot_Sp_P189_02_PCap	あっちいってよー！
EV_Mot_Sp_P191_01_PCap	しあわせなきぶん
EV_Mot_Sp_P191_02_PCap	コミュニケーション
EV_Mot_Sp_P192_01_PCap	おきにいりのばしょ
EV_Mot_Sp_P193_01_PCap	はんげきだ～！
EV_Mot_Sp_P193_02_PCap	いかくちゅう
EV_Mot_Sp_P194_01_PCap	ひとやすみ
EV_Mot_Sp_P194_02_PCap	いかくちゅう
EV_Mot_Sp_P196_01_PCap	うみのかみさま
EV_Mot_Sp_P196_02_PCap	イゲンがあるってかんじ！
EV_Mot_Sp_P196_03_PCap	もうちょっとねかせて～
EV_Mot_Sp_P197_01_PCap	たすけて～！
EV_Mot_Sp_P197_02_PCap	たのしいダンス
EV_Mot_Sp_P198_01_PCap	でんせつのこうりん
EV_Mot_Sp_P199_01_PCap	すっごくキレイ！
EV_Mot_Sp_P199_02_PCap	すごいかぜ！
EV_Mot_Sp_P200_01_PCap	みんなといっしょ
EV_Mot_Sp_P200_02_PCap	おきにいりのばしょ
EV_Mot_Sp_P202_01_PCap	あっちもこっちもウトウト
EV_Mot_Sp_P202_02_PCap	ウトウト
EV_Mot_Sp_P203_01_PCap	いかくちゅう
EV_Mot_Sp_P203_02_PCap	とられちゃったぁ
EV_Mot_Sp_P203_03_PCap	ホウオウのはねと
EV_Mot_Sp_P204_01_PCap	ゆきのけっしょう
EV_Mot_Sp_P204_03_PCap	ハッピーなきぶん
EV_Mot_Sp_P204_04_PCap	ゆきあそび
EV_Mot_Sp_P207_02_PCap	にげろにげろー！
EV_Mot_Sp_P207_03_PCap	あついよ～
EV_Mot_Sp_P207_04_PCap	なかよくハミング
EV_Mot_Sp_P207_05_PCap	なかよくハミング
EV_Mot_Sp_P209_01_PCap	おやすみタイム
EV_Mot_Sp_P210_01_PCap	みつけちゃった
EV_Mot_Sp_P210_02_PCap	とびだしちゅうい
EV_Mot_Sp_P216_02_PCap	ふしぎなダンス
EV_Mot_Sp_P216_03_PCap	ふしぎないのり
EV_Mot_Sp_P217_01_PCap	クリスタフラワーと
EV_Mot_Sp_P217_02_PCap	まいにちたんれん！
EV_Mot_Sp_P218_01_PCap	なかよくおやすみタイム
EV_Mot_Sp_P218_02_PCap	いかくちゅう
EV_Mot_Sp_P218_03_PCap	ビックリさせてやる～！
EV_Mot_Sp_P218_04_PCap	さがしものならまかせて！
EV_Mot_Sp_P219_01_PCap	これでもくらえー！
EV_Mot_Sp_P219_02_PCap	ハデにとうじょう！
EV_Mot_Sp_P220_01_PCap	ハッピーなきぶん
EV_Mot_Sp_P220_02_PCap	ハッピーなきぶん
EV_Mot_Sp_P220_03_PCap	あっバチュル！
EV_Mot_Sp_P222_01_PCap	たのしいじかん
EV_Mot_Sp_P222_02_PCap	ビックリ！
EV_Mot_Sp_P230_01_PCap	アピールタイム？
EV_Mot_Sp_P230_02_PCap	アピールタイム？
EV_Mot_Sp_P231_01_PCap	おやすみタイム
EV_Mot_Sp_P231_02_PCap	きょうみしんしん
EV_Mot_Sp_P234_01_PCap	いかくちゅう
EV_Mot_Sp_P234_02_PCap	ひとやすみ
EV_Mot_Sp_P235_01_PCap	いかくちゅう
EV_Mot_Sp_P235_02_PCap	にげろにげろー！
EV_Mot_Sp_P238_01_PCap	いっしょにいこー！
EV_Mot_Sp_P238_02_PCap	いっしょにいこー！
EV_Mot_Sp_P238_03_PCap	いっしょにいこー！
EV_Mot_Sp_P239_01_PCap	おしょくじタイム
EV_Mot_Sp_P239_02_PCap	おしょくじタイム
EV_Mot_Sp_P239_03_PCap	どこいくの？
EV_Mot_Sp_P242_01_PCap	いじょうはないかな？
EV_Mot_Sp_P242_02_PCap	こっちにきて～
EV_Mot_Sp_P244_01_PCap	リラックス
EV_Mot_Sp_P244_02_PCap	おいしくてしあわせ！
EV_Mot_Sp_P246_01_PCap	なかよし
EV_Mot_Sp_P246_02_PCap	コイキングだ～！
EV_Mot_Sp_P247_01_PCap	つかまえちゃうぞ～
EV_Mot_Sp_P247_02_PCap	なにかきこえるぞ？
EV_Mot_Sp_P247_03_PCap	まるでハンター
EV_Mot_Sp_P249_01_PCap	れんしゅうちゅう
EV_Mot_Sp_P249_02_PCap	なかよし
EV_Mot_Sp_P252_01_PCap	しっぽでこうげき
EV_Mot_Sp_P252_02_PCap	ハッピーなきぶん
EV_Mot_Sp_P253_01_PCap	なかよし
EV_Mot_Sp_P253_02_PCap	なかよし
EV_Mot_Sp_P254_01_PCap	かがやくダイヤ
EV_Mot_Sp_P254_02_PCap	けっしょうのかがやき
EV_Mot_Sp_P254_03_PCap	ハッピーなきぶん
EV_Mot_Sp_P254_04_PCap	たのしいダンス
EV_Mot_Sp_P256_01_PCap	どくガスでおかえしだ～！
EV_Mot_Sp_P256_02_PCap	こっちにきて～
EV_Mot_Sp_P257_01_PCap	いかくちゅう
EV_Mot_Sp_P257_02_PCap	にげなきゃ！！
EV_Mot_Sp_P258_01_PCap	めいそうちゅう
EV_Mot_Sp_P258_02_PCap	まいにちたんれん！
EV_Mot_Sp_P258_03_PCap	いっとうりょうだん
EV_Mot_Sp_P260_01_PCap	なかよし
EV_Mot_Sp_P260_02_PCap	いかりばくはつ
EV_Mot_Sp_P262_01_PCap	イタズラはダメだよ！
EV_Mot_Sp_P262_02_PCap	なかよし
EV_Mot_Sp_P263_01_PCap	しきおりおり
EV_Mot_Sp_P264_01_PCap	きのうていし
EV_Mot_Sp_P264_02_PCap	よばれてとうじょう！
EV_Mot_Sp_P265_01_PCap	つかまえてやるー！
EV_Mot_Sp_P265_02_PCap	ちょうおんぱ
EV_Mot_Sp_P266_02_PCap	おっとっと！
EV_Mot_Sp_P267_01_PCap	たいへんだ！
EV_Mot_Sp_P267_02_PCap	ハッピーなきぶん
EV_Mot_Sp_P268_01_PCap	ほじゅうちゅう
EV_Mot_Sp_P268_02_PCap	ひとくちでペロリ！
EV_Mot_Sp_P268_03_PCap	あっちいってよー！
EV_Mot_Sp_P268_04_PCap	キレイずき
EV_Mot_Sp_P269_01_PCap	ここならあんしん
EV_Mot_Sp_P270_01_PCap	ちょうのまい
EV_Mot_Sp_P271_01_PCap	たのしいダンス
EV_Mot_Sp_P271_02_PCap	イタズラちゅう
EV_Mot_Sp_P074_01_PCap	イルミナげんしょう
EV_Mot_Sp_P074_02_PCap	かなしげ
EV_Mot_Sp_P074_03_PCap	いっしょにキラキラ
EV_Mot_Sp_P074_04_PCap	なかよし
EV_Mot_Sp_P095_03_PCap	なかよし
EV_Mot_Sp_P074_05_PCap	やったー！
EV_Mot_Sp_P074_06_PCap	なかよし
EV_Mot_Sp_P074_07_PCap	たのしいダンス
EV_Mot_Sp_P074_08_PCap	ビックリ！
EV_Mot_Sp_P024_02_PCap	リラックス
EV_Mot_Sp_P024_03_PCap	あやしいほのお
EV_Mot_Sp_P228_01_PCap	グラスミキサー！
EV_Mot_Sp_P228_02_PCap	ハッピーなきぶん
EV_Mot_Sp_P107_01_PCap	いわにガブリ
EV_Mot_Sp_P107_02_PCap	いわにガブリ
EV_Mot_Sp_P107_03_PCap	アイアンテール！
EV_Mot_Sp_P107_04_PCap	きょうみしんしん
EV_Mot_Sp_P108_01_PCap	クリスタフラワーと
EV_Mot_Sp_P108_02_PCap	たつまき！
EV_Mot_Sp_P108_03_PCap	クリスタフラワーと
EV_Mot_Sp_P108_04_PCap	みずのちから
EV_Mot_Sp_P109_02_PCap	コミュニケーション
EV_Mot_Sp_P109_03_PCap	ほのおのちから
EV_Mot_Sp_P109_04_PCap	ひとやすみ
EV_Mot_Sp_P110_02_PCap	いにしえのちから
EV_Mot_Sp_P111_01_PCap	たんどくのすがた
EV_Mot_Sp_P111_02_PCap	おっきいうず！
EV_Mot_Sp_P111_03_PCap	たべられちゃう～！？
EV_Mot_Sp_P111_04_PCap	どこからとったかわかる？
EV_Mot_Sp_P018_02_PCap	ハッピーなきぶん
EV_Mot_Sp_P031_02_PCap	ハッピーなきぶん
EV_Mot_Sp_P131_02_PCap	ハッピーなきぶん
EV_Mot_Sp_P003_04_PCap	ハッピーなきぶん
EV_Mot_Sp_P004_03_PCap	ハッピーなきぶん
EV_Mot_Sp_P008_04_PCap	きょうみしんしん
EV_Mot_Sp_P032_06_PCap	ついてきてる
EV_Mot_Sp_P032_07_PCap	ぞろぞろ
EV_Mot_Sp_P091_03_PCap	きょうみしんしん
EV_Mot_Sp_P099_03_PCap	ハッピーなきぶん
EV_Mot_Sp_P149_02_PCap	たのしいダンス
EV_Mot_Sp_P162_02_PCap	はまっちゃった！
EV_Mot_Sp_P162_03_PCap	かいどくちゅう
EV_Mot_Sp_P029_02_PCap	きゅうじょちゅう
EV_Mot_Sp_P153_01_PCap	きりもみひこう
EV_Mot_Sp_P153_02_PCap	はがねのつばさ
EV_Mot_Sp_P158_02_PCap	のんびりおんせん
EV_Mot_Sp_P157_02_PCap	こおりのヨロイ
EV_Mot_Sp_P159_01_PCap	たからものゲット！
EV_Mot_Sp_P159_02_PCap	おみごと！
EV_Mot_Sp_P145_02_PCap	なかよし
EV_Mot_Sp_P167_01_PCap	けむりモクモク
EV_Mot_Sp_P167_02_PCap	はやくおきてよ～！
EV_Mot_Sp_P147_02_PCap	かれいなジャンプ
EV_Mot_Sp_P151_03_PCap	さがしもの
EV_Mot_Sp_P151_04_PCap	たべものはっけん！
EV_Mot_Sp_P025_01_PCap	ひょっこり
EV_Mot_Sp_P025_02_PCap	ぐらぐらバランス
