AlbumSave_UI.msbt
AlbumSave_Top_Help	請選擇想要儲存到相簿的照片。
EV_Mot_Sp_P076_02_PCap	睡夢時光
EV_Mot_Sp_P076_03_PCap	歡樂的舞蹈
EV_Mot_Sp_P076_04_PCap	驚人的瞬間！
EV_Mot_Sp_P076_06_PCap	活力充沛！
EV_Mot_Sp_P077_01_PCap	心情快樂無比
EV_Mot_Sp_P078_01_PCap	找碴
EV_Mot_Sp_P078_02_PCap	太～好吃了！
EV_Mot_Sp_P079_01_PCap	追來追去真有趣
EV_Mot_Sp_P079_02_PCap	交給我來保護你！
EV_Mot_Sp_P079_03_PCap	是不是亮晶晶的呀？
EV_Mot_Sp_P080_01_PCap	反擊～！
EV_Mot_Sp_P080_02_PCap	被電得酥酥麻麻！
EV_Mot_Sp_P080_03_PCap	快逃啊～！
EV_Mot_Sp_P081_01_PCap	吵架中
EV_Mot_Sp_P081_02_PCap	不情不願
EV_Mot_Sp_P082_01_PCap	配送中
EV_Mot_Sp_P083_01_PCap	心情幸福無比
EV_Mot_Sp_P083_02_PCap	吵架中
EV_Mot_Sp_P083_03_PCap	吵架中
EV_Mot_Sp_P084_01_PCap	歡樂的舞蹈
EV_Mot_Sp_P084_02_PCap	歡樂的舞蹈
EV_Mot_Sp_P085_01_PCap	威嚇中
EV_Mot_Sp_P085_02_PCap	大吃一驚！
EV_Mot_Sp_P086_01_PCap	歡樂的舞蹈
EV_Mot_Sp_P086_02_PCap	歡樂的舞蹈
EV_Mot_Sp_P086_03_PCap	別告訴蜂女王喔
EV_Mot_Sp_P086_04_PCap	挨罵了！
EV_Mot_Sp_P087_02_PCap	威嚇中
EV_Mot_Sp_P087_03_PCap	我很睏啦～
EV_Mot_Sp_P088_01_PCap	舒適的空中之旅
EV_Mot_Sp_P088_02_PCap	嬉鬧中
EV_Mot_Sp_P089_01_PCap	歡樂的舞蹈
EV_Mot_Sp_P089_02_PCap	像個指揮家！
EV_Mot_Sp_P089_03_PCap	說教中
EV_Mot_Sp_P090_01_PCap	冰晶
EV_Mot_Sp_P090_02_PCap	我生氣了～！
EV_Mot_Sp_P091_01_PCap	用餐中
EV_Mot_Sp_P091_02_PCap	超級跳躍！
EV_Mot_Sp_P092_01_PCap	心情快樂無比
EV_Mot_Sp_P092_02_PCap	哭哭～
EV_Mot_Sp_P092_03_PCap	打個盹兒
EV_Mot_Sp_P093_01_PCap	配送中
EV_Mot_Sp_P093_02_PCap	我們到囉～！
EV_Mot_Sp_P094_01_PCap	嗨！
EV_Mot_Sp_P094_02_PCap	我是不是很會游泳？
EV_Mot_Sp_P094_03_PCap	心情歡樂無比
EV_Mot_Sp_P094_04_PCap	儀容100分！
EV_Mot_Sp_P095_02_PCap	好友相伴入夢鄉
EV_Mot_Sp_P096_01_PCap	大家一起跳～！
EV_Mot_Sp_P096_02_PCap	好友相伴來跳舞
EV_Mot_Sp_P097_01_PCap	哪邊比較強呢？
EV_Mot_Sp_P097_02_PCap	打扮得很可愛！
EV_Mot_Sp_P098_01_PCap	華麗的跳躍
EV_Mot_Sp_P098_02_PCap	大～跳～躍！
EV_Mot_Sp_P098_03_PCap	大家一起跳～！
EV_Mot_Sp_P099_02_PCap	打扮得很可愛！
EV_Mot_Sp_P100_01_PCap	追來追去真有趣
EV_Mot_Sp_P100_02_PCap	嬉鬧中
EV_Mot_Sp_P101_01_PCap	催眠術～！
EV_Mot_Sp_P101_02_PCap	捉迷藏
EV_Mot_Sp_P101_03_PCap	催眠術～！
EV_Mot_Sp_P102_01_PCap	曬甲殼
EV_Mot_Sp_P102_02_PCap	玩泡泡
EV_Mot_Sp_P102_03_PCap	哎呀！掉下來了！
EV_Mot_Sp_P102_04_PCap	進到漩渦裡
EV_Mot_Sp_P102_06_PCap	追來追去真有趣
EV_Mot_Sp_P103_01_PCap	好友相伴入夢鄉
EV_Mot_Sp_P104_02_PCap	太棒了～！
EV_Mot_Sp_P104_03_PCap	大家一起啦啦啦
EV_Mot_Sp_P104_04_PCap	變得焦焦的了
EV_Mot_Sp_P105_01_PCap	威嚇中
EV_Mot_Sp_P105_02_PCap	能爬上去很厲害吧？
EV_Mot_Sp_P105_03_PCap	從上方說哈囉
EV_Mot_Sp_P105_04_PCap	救援中
EV_Mot_Sp_P105_05_PCap	偶爾還是會回家
EV_Mot_Sp_P105_06_PCap	威嚇中
EV_Mot_Sp_P106_01_PCap	感情真好
EV_Mot_Sp_P106_02_PCap	心情快樂無比
EV_Mot_Sp_P112_01_PCap	歡樂的舞蹈
EV_Mot_Sp_P112_02_PCap	歡樂的舞蹈
EV_Mot_Sp_P112_03_PCap	好友相伴入夢鄉
EV_Mot_Sp_P113_01_PCap	擊掌！
EV_Mot_Sp_P113_02_PCap	開懷大笑
EV_Mot_Sp_P113_03_PCap	好友相伴入夢鄉
EV_Mot_Sp_P113_04_PCap	火焰之踢
EV_Mot_Sp_P113_05_PCap	藍色火焰！
EV_Mot_Sp_P113_06_PCap	太棒了～！
EV_Mot_Sp_P113_07_PCap	大肚床
EV_Mot_Sp_P114_01_PCap	水槍
EV_Mot_Sp_P114_02_PCap	太強了！
EV_Mot_Sp_P115_01_PCap	好可怕！
EV_Mot_Sp_P115_02_PCap	心情快樂無比
EV_Mot_Sp_P115_03_PCap	大吃一驚！
EV_Mot_Sp_P116_02_PCap	好可怕！
EV_Mot_Sp_P116_04_PCap	威嚇中
EV_Mot_Sp_P117_01_PCap	心情快樂無比
EV_Mot_Sp_P117_02_PCap	成功停住了！
EV_Mot_Sp_P117_03_PCap	追來追去真有趣
EV_Mot_Sp_P118_01_PCap	用頭頂來頂去～！
EV_Mot_Sp_P118_02_PCap	地鼠三兄弟
EV_Mot_Sp_P119_01_PCap	當心衝出寶可夢
EV_Mot_Sp_P120_01_PCap	我還能膨脹得更大喔～
EV_Mot_Sp_P120_02_PCap	膨脹過頭了！
EV_Mot_Sp_P120_03_PCap	被吹飛啦～！
EV_Mot_Sp_P121_01_PCap	我的寶貝孩子
EV_Mot_Sp_P121_02_PCap	待在這裡休息吧
EV_Mot_Sp_P121_03_PCap	好乖～好乖～
EV_Mot_Sp_P121_04_PCap	偷溜出來了？
EV_Mot_Sp_P122_01_PCap	攀瀑！
EV_Mot_Sp_P123_01_PCap	好奇心滿滿
EV_Mot_Sp_P123_02_PCap	太～好吃了！
EV_Mot_Sp_P124_01_PCap	是不是亮晶晶的呀？
EV_Mot_Sp_P124_02_PCap	好好吃喔～
EV_Mot_Sp_P125_01_PCap	神奇的舞蹈
EV_Mot_Sp_P125_02_PCap	揮指
EV_Mot_Sp_P125_03_PCap	招式失敗了
EV_Mot_Sp_P126_01_PCap	漂亮的一擊！
EV_Mot_Sp_P126_02_PCap	哎呀！掉下來了！
EV_Mot_Sp_P126_03_PCap	大大的前腳
EV_Mot_Sp_P127_01_PCap	用尾巴攻擊
EV_Mot_Sp_P127_02_PCap	威嚇中
EV_Mot_Sp_P128_01_PCap	看我一口吞下去～！
EV_Mot_Sp_P128_02_PCap	好好吃喔～
EV_Mot_Sp_P129_01_PCap	當心衝出寶可夢
EV_Mot_Sp_P129_02_PCap	這是啥呀～
EV_Mot_Sp_P130_01_PCap	小歇一下
EV_Mot_Sp_P130_02_PCap	能飛上天很厲害吧？
EV_Mot_Sp_P130_03_PCap	心情快樂無比
EV_Mot_Sp_P132_01_PCap	好友相伴入夢鄉
EV_Mot_Sp_P132_02_PCap	走開啦～！
EV_Mot_Sp_P132_03_PCap	我們集合囉
EV_Mot_Sp_P132_04_PCap	散步時光
EV_Mot_Sp_P133_01_PCap	表演雜技！
EV_Mot_Sp_P133_02_PCap	搶地盤
EV_Mot_Sp_P134_01_PCap	哈啾！
EV_Mot_Sp_P134_02_PCap	在這裡就能放心了
EV_Mot_Sp_P135_01_PCap	挖洞中
EV_Mot_Sp_P135_02_PCap	當心衝出寶可夢
EV_Mot_Sp_P135_03_PCap	砰～！
EV_Mot_Sp_P135_04_PCap	哎唷喂呀！
EV_Mot_Sp_P136_01_PCap	搶地盤
EV_Mot_Sp_P136_02_PCap	搶地盤
EV_Mot_Sp_P137_01_PCap	搶地盤
EV_Mot_Sp_P137_02_PCap	上下顛倒了～！
EV_Mot_Sp_P138_01_PCap	飛奔在水面上！
EV_Mot_Sp_P138_02_PCap	充電中
EV_Mot_Sp_P138_03_PCap	拋物面充電！
EV_Mot_Sp_P139_01_PCap	像鬃岩狼人那樣
EV_Mot_Sp_P139_02_PCap	打個盹兒
EV_Mot_Sp_P140_01_PCap	心情幸福無比
EV_Mot_Sp_P140_02_PCap	心情不好
EV_Mot_Sp_P140_03_PCap	就是愛乾淨
EV_Mot_Sp_P140_04_PCap	多愁善感
EV_Mot_Sp_P141_01_PCap	流星
EV_Mot_Sp_P141_02_PCap	往高空而去
EV_Mot_Sp_P141_03_PCap	華麗的旋轉
EV_Mot_Sp_P141_04_PCap	華麗的旋轉
EV_Mot_Sp_P143_02_PCap	大吃一驚！
EV_Mot_Sp_P143_03_PCap	追來追去真有趣
EV_Mot_Sp_P143_04_PCap	好友相伴來跳舞
EV_Mot_Sp_P146_01_PCap	追來追去真有趣
EV_Mot_Sp_P146_02_PCap	磨爪中
EV_Mot_Sp_P146_03_PCap	威嚇中
EV_Mot_Sp_P147_01_PCap	感情真好
EV_Mot_Sp_P148_01_PCap	好友相伴來跳舞
EV_Mot_Sp_P148_02_PCap	唔喃喃喃喃～！
EV_Mot_Sp_P149_01_PCap	威嚇中
EV_Mot_Sp_P150_01_PCap	歡樂的舞蹈
EV_Mot_Sp_P150_02_PCap	大吃一驚！
EV_Mot_Sp_P150_05_PCap	別在這裡磨爪～！
EV_Mot_Sp_P151_02_PCap	發現溫泉！
EV_Mot_Sp_P152_01_PCap	禮物！
EV_Mot_Sp_P152_02_PCap	不多收集點怎麼行！
EV_Mot_Sp_P154_01_PCap	北風的化身
EV_Mot_Sp_P155_01_PCap	長嚎
EV_Mot_Sp_P155_02_PCap	追來追去真有趣
EV_Mot_Sp_P157_01_PCap	好友相伴入夢鄉
EV_Mot_Sp_P158_01_PCap	感情真好
EV_Mot_Sp_P160_01_PCap	小歇一下
EV_Mot_Sp_P160_02_PCap	快吃嘛～！
EV_Mot_Sp_P161_01_PCap	我生氣了～！
EV_Mot_Sp_P161_02_PCap	威嚇中
EV_Mot_Sp_P162_01_PCap	找碴
EV_Mot_Sp_P163_01_PCap	好友相伴入夢鄉
EV_Mot_Sp_P163_02_PCap	美麗的白雪
EV_Mot_Sp_P164_01_PCap	威嚇中
EV_Mot_Sp_P164_02_PCap	心情快樂無比
EV_Mot_Sp_P165_02_PCap	心情快樂無比
EV_Mot_Sp_P166_01_PCap	大吃一驚！
EV_Mot_Sp_P166_02_PCap	好友相伴來跳舞
EV_Mot_Sp_P166_03_PCap	心情快樂無比
EV_Mot_Sp_P168_01_PCap	翻跟斗～！
EV_Mot_Sp_P169_01_PCap	大～跳～躍！
EV_Mot_Sp_P169_02_PCap	超級跳躍！
EV_Mot_Sp_P170_01_PCap	搶眼登場！
EV_Mot_Sp_P170_02_PCap	感情的顏色
EV_Mot_Sp_P171_01_PCap	用餐時光
EV_Mot_Sp_P171_02_PCap	心情快樂無比
EV_Mot_Sp_P172_01_PCap	在這裡就能放心了？
EV_Mot_Sp_P172_02_PCap	猜猜我是誰～？
EV_Mot_Sp_P173_01_PCap	搶地盤
EV_Mot_Sp_P173_02_PCap	二話不說先出拳！
EV_Mot_Sp_P174_01_PCap	歡樂的舞蹈
EV_Mot_Sp_P174_02_PCap	和晶奇花來一張
EV_Mot_Sp_P175_01_PCap	搶眼登場！
EV_Mot_Sp_P175_02_PCap	威嚇中
EV_Mot_Sp_P175_03_PCap	接招吧～！
EV_Mot_Sp_P176_01_PCap	不可思議的舞蹈
EV_Mot_Sp_P176_02_PCap	心情快樂無比
EV_Mot_Sp_P177_01_PCap	超音波
EV_Mot_Sp_P177_02_PCap	好友相伴來跳舞
EV_Mot_Sp_P179_01_PCap	我忍不住啦～！
EV_Mot_Sp_P179_02_PCap	撞啊撞！
EV_Mot_Sp_P179_03_PCap	我對力氣有自信！
EV_Mot_Sp_P181_01_PCap	掉落中
EV_Mot_Sp_P181_03_PCap	滾啊滾啊滾～！
EV_Mot_Sp_P181_04_PCap	弄髒了
EV_Mot_Sp_P181_05_PCap	放～鬆～
EV_Mot_Sp_P181_06_PCap	晃～啊晃
EV_Mot_Sp_P184_01_PCap	讓你大吃一驚！
EV_Mot_Sp_P184_02_PCap	穿透來～穿透去～
EV_Mot_Sp_P185_01_PCap	神秘的通訊
EV_Mot_Sp_P185_02_PCap	捉迷藏
EV_Mot_Sp_P185_03_PCap	是不是亮晶晶的呀？
EV_Mot_Sp_P187_01_PCap	噴火！
EV_Mot_Sp_P187_03_PCap	威嚇中
EV_Mot_Sp_P188_01_PCap	好好吃喔～
EV_Mot_Sp_P188_02_PCap	心情快樂無比
EV_Mot_Sp_P189_01_PCap	帶路中
EV_Mot_Sp_P189_02_PCap	走開啦～！
EV_Mot_Sp_P191_01_PCap	心情幸福無比
EV_Mot_Sp_P191_02_PCap	溝通中
EV_Mot_Sp_P192_01_PCap	最愛的地方
EV_Mot_Sp_P193_01_PCap	反擊～！
EV_Mot_Sp_P193_02_PCap	威嚇中
EV_Mot_Sp_P194_01_PCap	小歇一下
EV_Mot_Sp_P194_02_PCap	威嚇中
EV_Mot_Sp_P196_01_PCap	海神
EV_Mot_Sp_P196_02_PCap	就是一種有威嚴的樣子！
EV_Mot_Sp_P196_03_PCap	再讓我睡一下嘛～
EV_Mot_Sp_P197_01_PCap	救命啊～！
EV_Mot_Sp_P197_02_PCap	歡樂的舞蹈
EV_Mot_Sp_P198_01_PCap	傳說降臨
EV_Mot_Sp_P199_01_PCap	實在是太～漂亮了！
EV_Mot_Sp_P199_02_PCap	好強的風！
EV_Mot_Sp_P200_01_PCap	和大家同在一起
EV_Mot_Sp_P200_02_PCap	最愛的地方
EV_Mot_Sp_P202_01_PCap	這邊那邊都在打盹兒
EV_Mot_Sp_P202_02_PCap	打個盹兒
EV_Mot_Sp_P203_01_PCap	威嚇中
EV_Mot_Sp_P203_02_PCap	被搶走了～
EV_Mot_Sp_P203_03_PCap	和鳳王的羽毛來一張
EV_Mot_Sp_P204_01_PCap	雪之結晶
EV_Mot_Sp_P204_03_PCap	心情快樂無比
EV_Mot_Sp_P204_04_PCap	玩雪
EV_Mot_Sp_P207_02_PCap	快逃快逃～！
EV_Mot_Sp_P207_03_PCap	好燙啊～
EV_Mot_Sp_P207_04_PCap	好友相伴同哼唱
EV_Mot_Sp_P207_05_PCap	好友相伴同哼唱
EV_Mot_Sp_P209_01_PCap	睡夢時光
EV_Mot_Sp_P210_01_PCap	找到你囉
EV_Mot_Sp_P210_02_PCap	當心衝出寶可夢
EV_Mot_Sp_P216_02_PCap	不可思議的舞蹈
EV_Mot_Sp_P216_03_PCap	不可思議的祈禱
EV_Mot_Sp_P217_01_PCap	和晶奇花來一張
EV_Mot_Sp_P217_02_PCap	每天都要鍛鍊！
EV_Mot_Sp_P218_01_PCap	好友相伴入夢鄉
EV_Mot_Sp_P218_02_PCap	威嚇中
EV_Mot_Sp_P218_03_PCap	讓你大吃一驚！
EV_Mot_Sp_P218_04_PCap	想找東西就包在我身上！
EV_Mot_Sp_P219_01_PCap	接招吧～！
EV_Mot_Sp_P219_02_PCap	搶眼登場！
EV_Mot_Sp_P220_01_PCap	心情快樂無比
EV_Mot_Sp_P220_02_PCap	心情快樂無比
EV_Mot_Sp_P220_03_PCap	啊！是電電蟲！
EV_Mot_Sp_P222_01_PCap	歡樂時光
EV_Mot_Sp_P222_02_PCap	大吃一驚！
EV_Mot_Sp_P230_01_PCap	展現的時間到？
EV_Mot_Sp_P230_02_PCap	展現的時間到？
EV_Mot_Sp_P231_01_PCap	睡夢時光
EV_Mot_Sp_P231_02_PCap	好奇心滿滿
EV_Mot_Sp_P234_01_PCap	威嚇中
EV_Mot_Sp_P234_02_PCap	小歇一下
EV_Mot_Sp_P235_01_PCap	威嚇中
EV_Mot_Sp_P235_02_PCap	快逃快逃～！
EV_Mot_Sp_P238_01_PCap	一起去吧～！
EV_Mot_Sp_P238_02_PCap	一起去吧～！
EV_Mot_Sp_P238_03_PCap	一起去吧～！
EV_Mot_Sp_P239_01_PCap	用餐時光
EV_Mot_Sp_P239_02_PCap	用餐時光
EV_Mot_Sp_P239_03_PCap	是要去哪兒呢？
EV_Mot_Sp_P242_01_PCap	有沒有異狀呢？
EV_Mot_Sp_P242_02_PCap	來這邊吧～
EV_Mot_Sp_P244_01_PCap	放～鬆～
EV_Mot_Sp_P244_02_PCap	好吃得太幸福啦！
EV_Mot_Sp_P246_01_PCap	感情真好
EV_Mot_Sp_P246_02_PCap	是鯉魚王耶～！
EV_Mot_Sp_P247_01_PCap	我要捉你囉～
EV_Mot_Sp_P247_02_PCap	好像能聽見什麼喔？
EV_Mot_Sp_P247_03_PCap	簡直是個獵人
EV_Mot_Sp_P249_01_PCap	練習中
EV_Mot_Sp_P249_02_PCap	感情真好
EV_Mot_Sp_P252_01_PCap	用尾巴攻擊
EV_Mot_Sp_P252_02_PCap	心情快樂無比
EV_Mot_Sp_P253_01_PCap	感情真好
EV_Mot_Sp_P253_02_PCap	感情真好
EV_Mot_Sp_P254_01_PCap	閃耀的鑽石
EV_Mot_Sp_P254_02_PCap	結晶的光輝
EV_Mot_Sp_P254_03_PCap	心情快樂無比
EV_Mot_Sp_P254_04_PCap	歡樂的舞蹈
EV_Mot_Sp_P256_01_PCap	看我用毒瓦斯反擊～！
EV_Mot_Sp_P256_02_PCap	來這邊吧～
EV_Mot_Sp_P257_01_PCap	威嚇中
EV_Mot_Sp_P257_02_PCap	非逃不可！！
EV_Mot_Sp_P258_01_PCap	冥想中
EV_Mot_Sp_P258_02_PCap	每天都要鍛鍊！
EV_Mot_Sp_P258_03_PCap	一刀兩斷
EV_Mot_Sp_P260_01_PCap	感情真好
EV_Mot_Sp_P260_02_PCap	怒氣爆發
EV_Mot_Sp_P262_01_PCap	不可以惡作劇喔！
EV_Mot_Sp_P262_02_PCap	感情真好
EV_Mot_Sp_P263_01_PCap	四季交錯
EV_Mot_Sp_P264_01_PCap	停止運作
EV_Mot_Sp_P264_02_PCap	有人叫我來現身！
EV_Mot_Sp_P265_01_PCap	我要捉住你～！
EV_Mot_Sp_P265_02_PCap	超音波
EV_Mot_Sp_P266_02_PCap	哎唷喂呀！
EV_Mot_Sp_P267_01_PCap	糟了！
EV_Mot_Sp_P267_02_PCap	心情快樂無比
EV_Mot_Sp_P268_01_PCap	補給中
EV_Mot_Sp_P268_02_PCap	一口吃下去！
EV_Mot_Sp_P268_03_PCap	走開啦～！
EV_Mot_Sp_P269_01_PCap	在這裡就能放心了
EV_Mot_Sp_P270_01_PCap	蝶舞
EV_Mot_Sp_P271_01_PCap	歡樂的舞蹈
EV_Mot_Sp_P271_02_PCap	惡作劇中
EV_Mot_Sp_P074_01_PCap	霓光現象
EV_Mot_Sp_P074_02_PCap	悲傷的神情
EV_Mot_Sp_P074_03_PCap	一起閃亮亮
EV_Mot_Sp_P074_04_PCap	感情真好
EV_Mot_Sp_P095_03_PCap	感情真好
EV_Mot_Sp_P074_05_PCap	太棒了～！
EV_Mot_Sp_P074_06_PCap	感情真好
EV_Mot_Sp_P074_07_PCap	歡樂的舞蹈
EV_Mot_Sp_P074_08_PCap	大吃一驚！
EV_Mot_Sp_P024_02_PCap	放～鬆～
EV_Mot_Sp_P024_03_PCap	奇異之火
EV_Mot_Sp_P228_01_PCap	青草攪拌器！
EV_Mot_Sp_P228_02_PCap	心情快樂無比
EV_Mot_Sp_P107_01_PCap	大口咬岩石
EV_Mot_Sp_P107_02_PCap	大口咬岩石
EV_Mot_Sp_P107_03_PCap	鐵尾！
EV_Mot_Sp_P107_04_PCap	好奇心滿滿
EV_Mot_Sp_P108_01_PCap	和晶奇花來一張
EV_Mot_Sp_P108_02_PCap	龍捲風！
EV_Mot_Sp_P108_03_PCap	和晶奇花來一張
EV_Mot_Sp_P108_04_PCap	水之力
EV_Mot_Sp_P109_02_PCap	溝通中
EV_Mot_Sp_P109_03_PCap	火之力
EV_Mot_Sp_P109_04_PCap	小歇一下
EV_Mot_Sp_P110_02_PCap	古老之力
EV_Mot_Sp_P111_01_PCap	單獨的樣子
EV_Mot_Sp_P111_02_PCap	好大的漩渦！
EV_Mot_Sp_P111_03_PCap	要被吃掉了～！？
EV_Mot_Sp_P111_04_PCap	看得出來是在哪裡拍的嗎？
EV_Mot_Sp_P018_02_PCap	心情快樂無比
EV_Mot_Sp_P031_02_PCap	心情快樂無比
EV_Mot_Sp_P119_02_PCap	念力！
EV_Mot_Sp_P122_02_PCap	威嚇中
EV_Mot_Sp_P131_02_PCap	心情快樂無比
EV_Mot_Sp_P003_04_PCap	心情快樂無比
EV_Mot_Sp_P004_03_PCap	心情快樂無比
EV_Mot_Sp_P008_04_PCap	好奇心滿滿
EV_Mot_Sp_P032_06_PCap	跟上來了
EV_Mot_Sp_P032_07_PCap	成群結隊
EV_Mot_Sp_P091_03_PCap	好奇心滿滿
EV_Mot_Sp_P099_03_PCap	心情快樂無比
EV_Mot_Sp_P149_02_PCap	歡樂的舞蹈
EV_Mot_Sp_P162_02_PCap	卡住了！
EV_Mot_Sp_P162_03_PCap	解讀中
EV_Mot_Sp_P029_02_PCap	救援中
EV_Mot_Sp_P153_01_PCap	盤旋飛行
EV_Mot_Sp_P153_02_PCap	鋼翼
EV_Mot_Sp_P158_02_PCap	悠悠哉哉泡溫泉
EV_Mot_Sp_P157_02_PCap	冰之鎧甲
EV_Mot_Sp_P159_01_PCap	得到寶物了！
EV_Mot_Sp_P159_02_PCap	太棒啦！
EV_Mot_Sp_P145_02_PCap	感情真好
EV_Mot_Sp_P167_01_PCap	煙霧濛濛
EV_Mot_Sp_P167_02_PCap	快點醒來啦～！
EV_Mot_Sp_P147_02_PCap	華麗的跳躍
EV_Mot_Sp_P151_03_PCap	東找西找
EV_Mot_Sp_P151_04_PCap	發現食物！
EV_Mot_Sp_P025_01_PCap	探出頭來
EV_Mot_Sp_P025_02_PCap	挑戰平衡感
EV_Mot_Sp_P025_03_PCap	好奇心滿滿
EV_Mot_Sp_P163_03_PCap	美麗的舞姿
EV_Mot_Sp_P163_04_PCap	冰凍的收藏品
EV_Mot_Sp_P144_01_PCap	全力挖！挖！挖！
EV_Mot_Sp_P144_02_PCap	能爬上去很厲害吧？
EV_Mot_Sp_P156_01_PCap	放～鬆～
EV_Mot_Sp_P156_02_PCap	在這裡就能放心了
EV_Mot_Sp_P034_03_PCap	大吃一驚！
EV_Mot_Sp_P080_04_PCap	大吃一驚！
EV_Mot_Sp_P088_03_PCap	捉迷藏
EV_Mot_Sp_P038_01_PCap	惡作劇中
EV_Mot_Sp_P038_02_PCap	可愛的噴水
EV_Mot_Sp_P082_02_PCap	潛水也OK？
EV_Mot_Sp_P209_02_PCap	威嚇中
EV_Mot_Sp_P209_03_PCap	歡樂的舞蹈
EV_Mot_Sp_P223_01_PCap	東找西找
EV_Mot_Sp_P223_02_PCap	追來追去真有趣
EV_Mot_Sp_P238_04_PCap	歡樂的舞蹈
EV_Mot_Sp_P238_05_PCap	好友相伴來跳舞
EV_Mot_Sp_P251_01_PCap	發射～！
EV_Mot_Sp_P251_02_PCap	哪邊比較快呢？
EV_Mot_Sp_P085_03_PCap	準備攻擊
EV_Mot_Sp_P050_03_PCap	追來追去真有趣
EV_Mot_Sp_P063_05_PCap	追來追去真有趣
EV_Mot_Sp_P044_02_PCap	現在是什麼季節！？
EV_Mot_Sp_P263_02_PCap	現在是什麼季節！？
EV_Mot_Sp_P102_05_PCap	乘著拉普拉斯
EV_Mot_Sp_P009_03_PCap	載著傑尼龜
EV_Mot_Mis_Stage001_003_01_PCap	似乎有點罕見唷？
EV_Mot_Mis_Stage001_048_01_PCap	似乎有點罕見唷？
EV_Mot_Mis_Stage001_061_01_PCap	和平常有些不同呢
EV_Mot_Mis_Stage001_081_01_PCap	注意四周
EV_Mot_Mis_Stage001_087_01_PCap	這就是所謂很有意思的行為嗎？
EV_Mot_Mis_Stage001_112_01_PCap	這就是所謂很有意思的行為嗎？
EV_Mot_Mis_Stage001_095_01_PCap	心情快樂無比
EV_Mot_Mis_Stage003_052_01_PCap	忍不住好奇心
EV_Mot_Mis_Stage003_023_01_PCap	心情快樂無比
EV_Mot_Mis_Stage003_080_01_PCap	似乎有點罕見唷？
EV_Mot_Mis_Stage003_098_01_PCap	大家一起跳～！
EV_Mot_Mis_Stage003_101_01_PCap	這就是所謂很有意思的行為嗎？
EV_Mot_Mis_Stage014_041_01_PCap	大～跳～躍！
EV_Mot_Mis_Stage014_082_01_PCap	用餐時光
EV_Mot_Mis_Stage014_093_01_PCap	似乎有點罕見唷？
EV_Mot_Mis_Stage014_094_01_PCap	似乎有點罕見唷？
EV_Mot_Mis_Stage004_191_01_PCap	和平常有些不同呢
EV_Mot_Mis_Stage004_193_01_PCap	似乎有點罕見唷？
EV_Mot_Mis_Stage004_209_01_PCap	這就是所謂很有意思的行為嗎？
EV_Mot_Mis_Stage004_223_01_PCap	東找西找
EV_Mot_Mis_Stage004_251_01_PCap	發射～！
EV_Mot_Mis_Stage004_079_01_PCap	睡夢時光
EV_Mot_Mis_Stage004_088_01_PCap	游來游去樂悠悠～
EV_Mot_Mis_Stage005_013_01_PCap	似乎有點罕見唷？
EV_Mot_Mis_Stage005_030_01_PCap	和平常有些不同呢
EV_Mot_Mis_Stage005_058_01_PCap	似乎有點罕見唷？
EV_Mot_Mis_Stage005_116_01_PCap	似乎有點罕見唷？
EV_Mot_Mis_Stage005_018_01_PCap	心情快樂無比
EV_Mot_Mis_Stage005_031_01_PCap	這就是所謂很有意思的行為嗎？
EV_Mot_Mis_Stage005_124_01_PCap	用餐時光
EV_Mot_Mis_Stage005_131_01_PCap	似乎有點罕見唷？
EV_Mot_Mis_Stage005_115_01_PCap	快點！快點！
EV_Mot_Mis_Stage006_267_01_PCap	這就是所謂很有意思的行為嗎？
EV_Mot_Mis_Stage006_106_01_PCap	似乎有點罕見唷？
EV_Mot_Mis_Stage006_210_01_PCap	似乎有點罕見唷？
EV_Mot_Mis_Stage006_230_01_PCap	和平常有些不同呢
EV_Mot_Mis_Stage006_249_01_PCap	練習中
EV_Mot_Mis_Stage006_197_01_PCap	心情快樂無比
EV_Mot_Mis_Stage006_263_01_PCap	心情快樂無比
EV_Mot_Mis_Stage006_108_01_PCap	似乎有點罕見唷？
EV_Mot_Mis_Stage007_127_01_PCap	似乎有點罕見唷？
EV_Mot_Mis_Stage007_022_01_PCap	和平常有些不同呢
EV_Mot_Mis_Stage007_027_01_PCap	注意四周
EV_Mot_Mis_Stage007_049_01_PCap	大～跳～躍！
EV_Mot_Mis_Stage007_129_01_PCap	和平常有些不同呢
EV_Mot_Mis_Stage007_141_01_PCap	這就是所謂很有意思的行為嗎？
EV_Mot_Mis_Stage008_217_01_PCap	這就是所謂很有意思的行為嗎？
EV_Mot_Mis_Stage008_235_01_PCap	用餐時光
EV_Mot_Mis_Stage008_207_01_PCap	好友相伴同哼唱
EV_Mot_Mis_Stage008_181_01_PCap	用餐時光
EV_Mot_Mis_Stage008_132_01_PCap	心情快樂無比
EV_Mot_Mis_Stage008_072_01_PCap	烤得看起來很好吃！
EV_Mot_Mis_Stage009_269_01_PCap	和平常有些不同呢
EV_Mot_Mis_Stage009_270_01_PCap	似乎有點罕見唷？
EV_Mot_Mis_Stage009_029_01_PCap	威嚇中
EV_Mot_Mis_Stage009_042_01_PCap	和平常有些不同呢
EV_Mot_Mis_Stage009_161_01_PCap	似乎有點罕見唷？
EV_Mot_Mis_Stage009_163_01_PCap	一如往常？
