AlbumSave_UI.msbt
AlbumSave_Top_Help	请选择想要保存到相册的照片。
EV_Mot_Sp_P094_02_PCap	游得很好吧？
EV_Mot_Sp_P094_03_PCap	心情舒畅
EV_Mot_Sp_P094_04_PCap	形象完美！
EV_Mot_Sp_P095_02_PCap	亲密的休息时间
EV_Mot_Sp_P097_01_PCap	哪个更强呢？
EV_Mot_Sp_P097_02_PCap	打扮得很可爱！
EV_Mot_Sp_P098_01_PCap	华丽一跃
EV_Mot_Sp_P098_02_PCap	跳～高高！
EV_Mot_Sp_P098_03_PCap	大家一起跳～！
EV_Mot_Sp_P099_02_PCap	打扮得很可爱！
EV_Mot_Sp_P100_01_PCap	追逐玩耍
EV_Mot_Sp_P100_02_PCap	嬉闹中
EV_Mot_Sp_P101_01_PCap	催眠术～！
EV_Mot_Sp_P101_02_PCap	捉迷藏
EV_Mot_Sp_P101_03_PCap	催眠术～！
EV_Mot_Sp_P102_01_PCap	晒甲壳
EV_Mot_Sp_P102_02_PCap	玩泡泡
EV_Mot_Sp_P102_03_PCap	掉下来了！
EV_Mot_Sp_P102_04_PCap	进入漩涡里
EV_Mot_Sp_P102_06_PCap	追逐玩耍
EV_Mot_Sp_P103_01_PCap	亲密的休息时间
EV_Mot_Sp_P104_02_PCap	太棒了～！
EV_Mot_Sp_P104_03_PCap	大家一起啦啦啦
EV_Mot_Sp_P104_04_PCap	烤焦了
EV_Mot_Sp_P105_01_PCap	威吓中
EV_Mot_Sp_P105_02_PCap	能爬上去很厉害吧？
EV_Mot_Sp_P105_03_PCap	让我从上方问声好
EV_Mot_Sp_P105_04_PCap	救援中
EV_Mot_Sp_P105_05_PCap	偶尔也会回趟家
EV_Mot_Sp_P105_06_PCap	威吓中
EV_Mot_Sp_P106_01_PCap	感情和睦
EV_Mot_Sp_P106_02_PCap	心情愉悦
EV_Mot_Sp_P112_01_PCap	快乐的舞蹈
EV_Mot_Sp_P112_02_PCap	快乐的舞蹈
EV_Mot_Sp_P112_03_PCap	亲密的休息时间
EV_Mot_Sp_P113_01_PCap	击掌！
EV_Mot_Sp_P113_02_PCap	大笑
EV_Mot_Sp_P113_03_PCap	亲密的休息时间
EV_Mot_Sp_P113_04_PCap	火焰踢腿
EV_Mot_Sp_P113_05_PCap	蓝色火焰！
EV_Mot_Sp_P113_06_PCap	太棒了～！
EV_Mot_Sp_P114_01_PCap	水枪
EV_Mot_Sp_P114_02_PCap	太强了！
EV_Mot_Sp_P115_01_PCap	好可怕！
EV_Mot_Sp_P115_02_PCap	心情愉悦
EV_Mot_Sp_P115_03_PCap	大吃一惊！
EV_Mot_Sp_P116_02_PCap	好可怕！
EV_Mot_Sp_P116_03_PCap	感情和睦
EV_Mot_Sp_P116_04_PCap	威吓中
EV_Mot_Sp_P117_01_PCap	心情愉悦
EV_Mot_Sp_P117_02_PCap	成功停住了！
EV_Mot_Sp_P117_03_PCap	追逐玩耍
EV_Mot_Sp_P121_01_PCap	我的宝贝孩子
EV_Mot_Sp_P121_02_PCap	在这里休息吧
EV_Mot_Sp_P121_03_PCap	乖孩子～乖孩子～
EV_Mot_Sp_P121_04_PCap	悄悄地外出？
EV_Mot_Sp_P123_01_PCap	兴致勃勃
EV_Mot_Sp_P123_02_PCap	美～味！
EV_Mot_Sp_P124_01_PCap	闪闪发光的对吧？
EV_Mot_Sp_P124_02_PCap	真好吃～
EV_Mot_Sp_P127_01_PCap	尾巴攻击
EV_Mot_Sp_P127_02_PCap	威吓中
EV_Mot_Sp_P129_01_PCap	当心忽然跑出来的宝可梦
EV_Mot_Sp_P129_02_PCap	这是什么呀～
EV_Mot_Sp_P132_01_PCap	亲密的休息时间
EV_Mot_Sp_P132_02_PCap	你走开啦～！
EV_Mot_Sp_P132_03_PCap	集合完毕
EV_Mot_Sp_P132_04_PCap	散步时间
EV_Mot_Sp_P138_01_PCap	水上飞奔！
EV_Mot_Sp_P138_02_PCap	充电中
EV_Mot_Sp_P138_03_PCap	抛物面充电！
EV_Mot_Sp_P141_01_PCap	流星
EV_Mot_Sp_P141_02_PCap	升向高空
EV_Mot_Sp_P141_03_PCap	华丽旋转
EV_Mot_Sp_P141_04_PCap	华丽旋转
EV_Mot_Sp_P143_02_PCap	大吃一惊！
EV_Mot_Sp_P143_03_PCap	追逐玩耍
EV_Mot_Sp_P143_04_PCap	亲密共舞
EV_Mot_Sp_P146_01_PCap	追逐玩耍
EV_Mot_Sp_P146_02_PCap	磨爪中
EV_Mot_Sp_P146_03_PCap	威吓中
EV_Mot_Sp_P147_01_PCap	感情和睦
EV_Mot_Sp_P148_01_PCap	亲密共舞
EV_Mot_Sp_P148_02_PCap	唔唔唔唔唔～！
EV_Mot_Sp_P149_01_PCap	威吓中
EV_Mot_Sp_P150_01_PCap	快乐的舞蹈
EV_Mot_Sp_P150_02_PCap	大吃一惊！
EV_Mot_Sp_P150_05_PCap	不要磨爪～！
EV_Mot_Sp_P151_02_PCap	发现温泉！
EV_Mot_Sp_P152_01_PCap	礼物！
EV_Mot_Sp_P152_02_PCap	我要多多收集！
EV_Mot_Sp_P154_01_PCap	北风的化身
EV_Mot_Sp_P155_01_PCap	长嚎
EV_Mot_Sp_P155_02_PCap	追逐玩耍
EV_Mot_Sp_P157_01_PCap	亲密的休息时间
EV_Mot_Sp_P158_01_PCap	感情和睦
EV_Mot_Sp_P160_01_PCap	小憩
EV_Mot_Sp_P160_02_PCap	快吃嘛～！
EV_Mot_Sp_P161_01_PCap	我生气了哦～！
EV_Mot_Sp_P161_02_PCap	威吓中
EV_Mot_Sp_P162_01_PCap	找茬
EV_Mot_Sp_P163_01_PCap	亲密的休息时间
EV_Mot_Sp_P163_02_PCap	美丽的雪
EV_Mot_Sp_P164_01_PCap	威吓中
EV_Mot_Sp_P164_02_PCap	心情愉悦
EV_Mot_Sp_P165_02_PCap	心情愉悦
EV_Mot_Sp_P166_01_PCap	大吃一惊！
EV_Mot_Sp_P166_02_PCap	亲密共舞
EV_Mot_Sp_P166_03_PCap	心情愉悦
EV_Mot_Sp_P168_01_PCap	翻筋斗～！
EV_Mot_Sp_P169_01_PCap	跳～高高！
EV_Mot_Sp_P169_02_PCap	超凡跳跃！
EV_Mot_Sp_P170_01_PCap	华丽登场！
EV_Mot_Sp_P170_02_PCap	感情的颜色
EV_Mot_Sp_P171_01_PCap	用餐时间
EV_Mot_Sp_P171_02_PCap	心情愉悦
EV_Mot_Sp_P172_01_PCap	在这里就能安心了？
EV_Mot_Sp_P172_02_PCap	我～是～谁？
EV_Mot_Sp_P173_01_PCap	争夺地盘
EV_Mot_Sp_P173_02_PCap	先出拳再说！
EV_Mot_Sp_P174_01_PCap	快乐的舞蹈
EV_Mot_Sp_P174_02_PCap	与晶奇花合影
EV_Mot_Sp_P175_01_PCap	华丽登场！
EV_Mot_Sp_P175_02_PCap	威吓中
EV_Mot_Sp_P175_03_PCap	接招吧～！
EV_Mot_Sp_P176_01_PCap	奇妙的舞蹈
EV_Mot_Sp_P176_02_PCap	心情愉悦
EV_Mot_Sp_P177_01_PCap	超音波
EV_Mot_Sp_P177_02_PCap	亲密共舞
EV_Mot_Sp_P179_01_PCap	无法忍～受！
EV_Mot_Sp_P179_02_PCap	硬碰硬！
EV_Mot_Sp_P179_03_PCap	引以为豪的力量！
EV_Mot_Sp_P181_01_PCap	滑落中
EV_Mot_Sp_P181_03_PCap	滚落滚落～
EV_Mot_Sp_P181_04_PCap	弄脏了
EV_Mot_Sp_P181_05_PCap	放松
EV_Mot_Sp_P181_06_PCap	吊～啊吊
EV_Mot_Sp_P184_01_PCap	让你大吃一惊～！
EV_Mot_Sp_P184_02_PCap	穿梭
EV_Mot_Sp_P185_01_PCap	神秘的通讯
EV_Mot_Sp_P185_02_PCap	捉迷藏
EV_Mot_Sp_P185_03_PCap	闪闪发光的对吧？
EV_Mot_Sp_P187_01_PCap	喷火！
EV_Mot_Sp_P187_03_PCap	威吓中
EV_Mot_Sp_P188_01_PCap	真好吃～
EV_Mot_Sp_P188_02_PCap	心情愉悦
EV_Mot_Sp_P189_01_PCap	带路中
EV_Mot_Sp_P189_02_PCap	你走开啦～！
EV_Mot_Sp_P191_01_PCap	幸福的心情
EV_Mot_Sp_P191_02_PCap	沟通
EV_Mot_Sp_P192_01_PCap	最爱的地方
EV_Mot_Sp_P193_01_PCap	反击～！
EV_Mot_Sp_P193_02_PCap	威吓中
EV_Mot_Sp_P194_01_PCap	小憩
EV_Mot_Sp_P194_02_PCap	威吓中
EV_Mot_Sp_P196_01_PCap	海神
EV_Mot_Sp_P196_02_PCap	有威严的样子！
EV_Mot_Sp_P196_03_PCap	让我再睡会儿～
EV_Mot_Sp_P197_01_PCap	帮帮我～！
EV_Mot_Sp_P197_02_PCap	快乐的舞蹈
EV_Mot_Sp_P198_01_PCap	传说的宝可梦降临
EV_Mot_Sp_P199_01_PCap	好漂亮哦！
EV_Mot_Sp_P199_02_PCap	好强的风！
EV_Mot_Sp_P200_01_PCap	和大家一起
EV_Mot_Sp_P200_02_PCap	最爱的地方
EV_Mot_Sp_P202_01_PCap	两边都昏昏欲睡
EV_Mot_Sp_P202_02_PCap	昏昏欲睡
EV_Mot_Sp_P203_01_PCap	威吓中
EV_Mot_Sp_P203_02_PCap	被抢走了
EV_Mot_Sp_P203_03_PCap	与凤王的羽毛合影
EV_Mot_Sp_P204_01_PCap	雪的结晶
EV_Mot_Sp_P204_03_PCap	心情愉悦
EV_Mot_Sp_P204_04_PCap	玩雪
EV_Mot_Sp_P207_02_PCap	快逃快逃～！
EV_Mot_Sp_P207_03_PCap	好热啊～
EV_Mot_Sp_P207_04_PCap	亲密同唱
EV_Mot_Sp_P207_05_PCap	亲密同唱
EV_Mot_Sp_P209_01_PCap	休息时间
EV_Mot_Sp_P210_01_PCap	找到了哦
EV_Mot_Sp_P210_02_PCap	当心忽然跑出来的宝可梦
EV_Mot_Sp_P216_02_PCap	奇妙的舞蹈
EV_Mot_Sp_P216_03_PCap	神奇的祈祷
EV_Mot_Sp_P217_01_PCap	与晶奇花合影
EV_Mot_Sp_P217_02_PCap	每日锻炼！
EV_Mot_Sp_P218_01_PCap	亲密的休息时间
EV_Mot_Sp_P218_02_PCap	威吓中
EV_Mot_Sp_P218_03_PCap	让你大吃一惊～！
EV_Mot_Sp_P218_04_PCap	找东西的话就交给我吧！
EV_Mot_Sp_P219_01_PCap	接招吧～！
EV_Mot_Sp_P219_02_PCap	华丽登场！
EV_Mot_Sp_P220_01_PCap	心情愉悦
EV_Mot_Sp_P220_02_PCap	心情愉悦
EV_Mot_Sp_P220_03_PCap	啊！是电电虫！
EV_Mot_Sp_P222_01_PCap	欢乐时光
EV_Mot_Sp_P222_02_PCap	大吃一惊！
EV_Mot_Sp_P230_01_PCap	表现时间？
EV_Mot_Sp_P230_02_PCap	表现时间？
EV_Mot_Sp_P231_01_PCap	休息时间
EV_Mot_Sp_P231_02_PCap	兴致勃勃
EV_Mot_Sp_P234_01_PCap	威吓中
EV_Mot_Sp_P234_02_PCap	小憩
EV_Mot_Sp_P235_01_PCap	威吓中
EV_Mot_Sp_P235_02_PCap	快逃快逃～！
EV_Mot_Sp_P238_01_PCap	一起走吧～！ 
EV_Mot_Sp_P238_02_PCap	一起走吧～！ 
EV_Mot_Sp_P238_03_PCap	一起走吧～！ 
EV_Mot_Sp_P239_01_PCap	用餐时间
EV_Mot_Sp_P239_02_PCap	用餐时间
EV_Mot_Sp_P239_03_PCap	要去哪里呢？
EV_Mot_Sp_P242_01_PCap	有没有异常状况呢？
EV_Mot_Sp_P242_02_PCap	来这边～
EV_Mot_Sp_P244_01_PCap	放松
EV_Mot_Sp_P244_02_PCap	美食带来的幸福！
EV_Mot_Sp_P246_01_PCap	感情和睦
EV_Mot_Sp_P246_02_PCap	是鲤鱼王～！
EV_Mot_Sp_P247_01_PCap	我来捉你咯～
EV_Mot_Sp_P247_02_PCap	好像能听到什么声音
EV_Mot_Sp_P247_03_PCap	像猎人一样
EV_Mot_Sp_P249_01_PCap	练习中
EV_Mot_Sp_P249_02_PCap	感情和睦
EV_Mot_Sp_P252_01_PCap	尾巴攻击
EV_Mot_Sp_P252_02_PCap	心情愉悦
EV_Mot_Sp_P253_01_PCap	感情和睦
EV_Mot_Sp_P253_02_PCap	感情和睦
EV_Mot_Sp_P254_01_PCap	闪耀的钻石
EV_Mot_Sp_P254_02_PCap	结晶的光辉
EV_Mot_Sp_P254_03_PCap	心情愉悦
EV_Mot_Sp_P254_04_PCap	快乐的舞蹈
EV_Mot_Sp_P256_01_PCap	用毒瓦斯回敬你～！
EV_Mot_Sp_P256_02_PCap	来这边～
EV_Mot_Sp_P257_01_PCap	威吓中
EV_Mot_Sp_P257_02_PCap	不逃不行！！
EV_Mot_Sp_P258_01_PCap	冥想中
EV_Mot_Sp_P258_02_PCap	每日锻炼！
EV_Mot_Sp_P258_03_PCap	一刀两断
EV_Mot_Sp_P260_01_PCap	感情和睦
EV_Mot_Sp_P260_02_PCap	怒火爆发
EV_Mot_Sp_P262_01_PCap	不许恶作剧！
EV_Mot_Sp_P262_02_PCap	感情和睦
EV_Mot_Sp_P263_01_PCap	四季各异
EV_Mot_Sp_P264_01_PCap	停止运作
EV_Mot_Sp_P264_02_PCap	响应呼唤的登场！
EV_Mot_Sp_P265_01_PCap	我来捉你咯～
EV_Mot_Sp_P265_02_PCap	超音波
EV_Mot_Sp_P266_02_PCap	哎呀呀！
EV_Mot_Sp_P267_01_PCap	糟了！
EV_Mot_Sp_P267_02_PCap	心情愉悦
EV_Mot_Sp_P268_01_PCap	补充中
EV_Mot_Sp_P268_02_PCap	一口吞下！
EV_Mot_Sp_P268_03_PCap	你走开啦～！
EV_Mot_Sp_P268_04_PCap	爱干净
EV_Mot_Sp_P269_01_PCap	在这里就能安心了
EV_Mot_Sp_P270_01_PCap	蝶舞
EV_Mot_Sp_P271_01_PCap	快乐的舞蹈
EV_Mot_Sp_P271_02_PCap	恶作剧中
EV_Mot_Sp_P074_01_PCap	霓光现象
EV_Mot_Sp_P074_02_PCap	神情悲伤
EV_Mot_Sp_P074_03_PCap	一起发光发亮
EV_Mot_Sp_P074_04_PCap	感情和睦
EV_Mot_Sp_P095_03_PCap	感情和睦
EV_Mot_Sp_P074_05_PCap	太棒了～！
EV_Mot_Sp_P074_06_PCap	感情和睦
EV_Mot_Sp_P074_07_PCap	快乐的舞蹈
EV_Mot_Sp_P074_08_PCap	大吃一惊！
EV_Mot_Sp_P024_02_PCap	放松
EV_Mot_Sp_P024_03_PCap	怪异的火焰
EV_Mot_Sp_P228_01_PCap	青草搅拌器！
EV_Mot_Sp_P228_02_PCap	心情愉悦
EV_Mot_Sp_P107_01_PCap	大口咬岩石
EV_Mot_Sp_P107_02_PCap	大口咬岩石
EV_Mot_Sp_P107_03_PCap	铁尾！
EV_Mot_Sp_P107_04_PCap	兴致勃勃
EV_Mot_Sp_P108_01_PCap	与晶奇花合影
EV_Mot_Sp_P108_02_PCap	龙卷风！
EV_Mot_Sp_P108_03_PCap	与晶奇花合影
EV_Mot_Sp_P108_04_PCap	水之力
EV_Mot_Sp_P109_02_PCap	沟通
EV_Mot_Sp_P109_03_PCap	火之力
EV_Mot_Sp_P109_04_PCap	小憩
EV_Mot_Sp_P110_02_PCap	古老之力
EV_Mot_Sp_P111_01_PCap	单独的样子
EV_Mot_Sp_P111_02_PCap	好大的漩涡！
EV_Mot_Sp_P111_03_PCap	要被吃掉了～！？
EV_Mot_Sp_P111_04_PCap	知道是在哪里拍的吗？
EV_Mot_Sp_P018_02_PCap	心情愉悦
EV_Mot_Sp_P031_02_PCap	心情愉悦
EV_Mot_Sp_P131_02_PCap	心情愉悦
EV_Mot_Sp_P003_04_PCap	心情愉悦
EV_Mot_Sp_P004_03_PCap	心情愉悦
EV_Mot_Sp_P008_04_PCap	兴致勃勃
EV_Mot_Sp_P032_06_PCap	跟上来了
EV_Mot_Sp_P032_07_PCap	成群结队
EV_Mot_Sp_P091_03_PCap	兴致勃勃
EV_Mot_Sp_P099_03_PCap	心情愉悦
EV_Mot_Sp_P149_02_PCap	快乐的舞蹈
EV_Mot_Sp_P162_02_PCap	卡住了！
EV_Mot_Sp_P162_03_PCap	解读中
EV_Mot_Sp_P029_02_PCap	救援中
EV_Mot_Sp_P153_01_PCap	盘旋飞行
EV_Mot_Sp_P153_02_PCap	钢翼
EV_Mot_Sp_P158_02_PCap	悠闲地泡温泉
EV_Mot_Sp_P157_02_PCap	冰之铠甲
EV_Mot_Sp_P159_01_PCap	得到宝物了！
EV_Mot_Sp_P159_02_PCap	太精彩了！
EV_Mot_Sp_P145_02_PCap	感情和睦
EV_Mot_Sp_P167_01_PCap	烟雾腾腾
EV_Mot_Sp_P167_02_PCap	快醒来啊～！
EV_Mot_Sp_P147_02_PCap	华丽一跃
EV_Mot_Sp_P151_03_PCap	找东西
EV_Mot_Sp_P151_04_PCap	发现食物！
EV_Mot_Sp_P025_01_PCap	探头张望
EV_Mot_Sp_P025_02_PCap	保持平衡
EV_Mot_Sp_P025_03_PCap	兴致勃勃
EV_Mot_Sp_P163_03_PCap	亮眼的舞蹈
EV_Mot_Sp_P163_04_PCap	冰之收藏
EV_Mot_Sp_P144_01_PCap	全力挖掘！
EV_Mot_Sp_P144_02_PCap	能爬上去很厉害吧？
EV_Mot_Sp_P156_01_PCap	放松
EV_Mot_Sp_P156_02_PCap	在这里就能安心了
EV_Mot_Sp_P034_03_PCap	大吃一惊！
EV_Mot_Sp_P080_04_PCap	大吃一惊！
EV_Mot_Sp_P088_03_PCap	捉迷藏
EV_Mot_Sp_P038_01_PCap	恶作剧中
EV_Mot_Sp_P038_02_PCap	可爱的喷水
EV_Mot_Sp_P082_02_PCap	潜水也OK？
EV_Mot_Sp_P209_02_PCap	威吓中
EV_Mot_Sp_P209_03_PCap	快乐的舞蹈
EV_Mot_Sp_P223_01_PCap	找东西
EV_Mot_Sp_P223_02_PCap	追逐玩耍
EV_Mot_Sp_P238_04_PCap	快乐的舞蹈
EV_Mot_Sp_P238_05_PCap	亲密共舞
EV_Mot_Sp_P251_01_PCap	发射～！
EV_Mot_Sp_P251_02_PCap	哪个更快呢？
EV_Mot_Sp_P085_03_PCap	准备攻击
EV_Mot_Sp_P050_03_PCap	追逐玩耍
EV_Mot_Sp_P063_05_PCap	追逐玩耍
EV_Mot_Sp_P044_02_PCap	现在是什么季节！？
EV_Mot_Sp_P263_02_PCap	现在是什么季节！？
EV_Mot_Sp_P102_05_PCap	乘着拉普拉斯
EV_Mot_Sp_P009_03_PCap	载着杰尼龟
EV_Mot_Mis_Stage001_003_01_PCap	可能比较少见？
EV_Mot_Mis_Stage001_048_01_PCap	可能比较少见？
EV_Mot_Mis_Stage001_061_01_PCap	和平时的样子有些不同呢
EV_Mot_Mis_Stage001_081_01_PCap	在意四周的模样
EV_Mot_Mis_Stage001_087_01_PCap	这正是值得调查的行动吗？
EV_Mot_Mis_Stage001_112_01_PCap	这正是值得调查的行动吗？
EV_Mot_Mis_Stage001_095_01_PCap	心情愉悦
EV_Mot_Mis_Stage003_052_01_PCap	很在意的模样
EV_Mot_Mis_Stage003_023_01_PCap	心情愉悦
EV_Mot_Mis_Stage003_080_01_PCap	可能比较少见？
EV_Mot_Mis_Stage003_098_01_PCap	大家一起跳～！
EV_Mot_Mis_Stage003_101_01_PCap	这正是值得调查的行动吗？
EV_Mot_Mis_Stage014_041_01_PCap	跳～高高！
EV_Mot_Mis_Stage014_082_01_PCap	用餐时间
EV_Mot_Mis_Stage014_093_01_PCap	可能比较少见？
EV_Mot_Mis_Stage014_094_01_PCap	可能比较少见？
EV_Mot_Mis_Stage004_191_01_PCap	和平时的样子有些不同呢
EV_Mot_Mis_Stage004_193_01_PCap	可能比较少见？
EV_Mot_Mis_Stage004_209_01_PCap	这正是值得调查的行动吗？
EV_Mot_Mis_Stage004_223_01_PCap	找东西
EV_Mot_Mis_Stage004_251_01_PCap	发射～！
EV_Mot_Mis_Stage004_079_01_PCap	休息时间
EV_Mot_Mis_Stage004_088_01_PCap	轻快游泳～
EV_Mot_Mis_Stage005_013_01_PCap	可能比较少见？
EV_Mot_Mis_Stage005_030_01_PCap	和平时的样子有些不同呢
EV_Mot_Mis_Stage005_058_01_PCap	可能比较少见？
EV_Mot_Mis_Stage005_116_01_PCap	可能比较少见？
EV_Mot_Mis_Stage005_018_01_PCap	心情愉悦
EV_Mot_Mis_Stage005_031_01_PCap	这正是值得调查的行动吗？
EV_Mot_Mis_Stage005_124_01_PCap	用餐时间
EV_Mot_Mis_Stage005_131_01_PCap	可能比较少见？
EV_Mot_Mis_Stage005_115_01_PCap	快点！快点！
EV_Mot_Mis_Stage006_267_01_PCap	这正是值得调查的行动吗？
EV_Mot_Mis_Stage006_106_01_PCap	可能比较少见？
EV_Mot_Mis_Stage006_210_01_PCap	可能比较少见？
EV_Mot_Mis_Stage006_230_01_PCap	和平时的样子有些不同呢
EV_Mot_Mis_Stage006_249_01_PCap	练习中
EV_Mot_Mis_Stage006_197_01_PCap	心情愉悦
EV_Mot_Mis_Stage006_263_01_PCap	心情愉悦
EV_Mot_Mis_Stage006_108_01_PCap	可能比较少见？
EV_Mot_Mis_Stage007_127_01_PCap	可能比较少见？
EV_Mot_Mis_Stage007_022_01_PCap	和平时的样子有些不同呢
EV_Mot_Mis_Stage007_027_01_PCap	在意四周的模样
EV_Mot_Mis_Stage007_049_01_PCap	跳～高高！
EV_Mot_Mis_Stage007_129_01_PCap	和平时的样子有些不同呢
EV_Mot_Mis_Stage007_141_01_PCap	这正是值得调查的行动吗？
EV_Mot_Mis_Stage008_217_01_PCap	这正是值得调查的行动吗？
EV_Mot_Mis_Stage008_235_01_PCap	用餐时间
EV_Mot_Mis_Stage008_207_01_PCap	亲密同唱
EV_Mot_Mis_Stage008_181_01_PCap	用餐时间
EV_Mot_Mis_Stage008_132_01_PCap	心情愉悦
EV_Mot_Mis_Stage008_072_01_PCap	烤得熟透看起来很好吃！
EV_Mot_Mis_Stage009_269_01_PCap	和平时的样子有些不同呢
EV_Mot_Mis_Stage009_270_01_PCap	可能比较少见？
EV_Mot_Mis_Stage009_029_01_PCap	威吓中
EV_Mot_Mis_Stage009_042_01_PCap	和平时的样子有些不同呢
EV_Mot_Mis_Stage009_161_01_PCap	可能比较少见？
EV_Mot_Mis_Stage009_163_01_PCap	一如既往？
EV_Mot_Mis_Stage009_173_01_PCap	和平时的样子有些不同呢
EV_Mot_Mis_Stage009_172_01_PCap	和平时的样子有些不同呢
EV_Mot_Mis_Stage009_144_01_PCap	可能比较少见？
EV_Mot_Mis_Stage009_156_01_PCap	心情愉悦
EV_Mot_Mis_Stage009_152_01_PCap	可能比较少见？
EV_Mot_Mis_Stage010_045_01_PCap	快乐的舞蹈
EV_Mot_Mis_Stage010_179_01_PCap	可能比较少见？
EV_Mot_Mis_Stage010_202_01_PCap	用餐时间
EV_Mot_Mis_Stage010_252_01_PCap	心情愉悦
EV_Mot_Mis_Stage010_184_01_PCap	心情愉悦
EV_Mot_Mis_Stage011_194_01_PCap	一如既往？
EV_Mot_Mis_Stage011_192_01_PCap	用餐时间
EV_Mot_Mis_Stage011_265_01_PCap	飞行中
EV_Mot_Mis_Stage011_266_01_PCap	可能比较少见？
EV_Mot_Mis_Stage101_165_01_PCap	这正是值得调查的行动吗？
EV_Mot_Mis_Stage101_160_01_PCap	可能比较少见？
EV_Mot_Mis_Stage101_174_01_PCap	和平时的样子有些不同呢
EV_Mot_Mis_Stage101_150_01_PCap	它要去哪里呢？
EV_Mot_Mis_Stage101_002_01_PCap	心情愉悦
EV_Mot_Mis_Stage001_089_01_PCap	一如既往？
EV_Mot_Mis_Stage014_009_01_PCap	用餐时间
EV_Mot_Mis_Stage005_092_01_PCap	用餐时间
EV_Mot_Mis_Stage005_114_01_PCap	一如既往？
EV_Mot_Mis_Stage006_228_01_PCap	休息时间
EV_Mot_Mis_Stage008_104_01_PCap	太棒了～！
EV_Mot_Mis_Stage009_090_01_PCap	很冷静啊
EV_Mot_Mis_Stage010_046_01_PCap	休息时间
EV_Mot_Mis_Stage010_271_03_01_PCap	和平时的样子有些不同呢
EV_Mot_Mis_Stage011_075_01_PCap	一如既往？
EV_Mot_Mis_Stage006_200_01_PCap	心情愉悦
EV_Mot_Mis_Stage011_264_01_PCap	飞行中
EV_Mot_Mis_Stage001_006_01_PCap	打扮得很可爱！
EV_Mot_Mis_Stage001_007_01_PCap	朝向天空
EV_Mot_Mis_Stage001_010_01_PCap	大吃一惊！
EV_Mot_Mis_Stage001_015_01_PCap	被捉到了！
EV_Mot_Mis_Stage001_017_01_PCap	飞行中
EV_Mot_Mis_Stage001_032_01_PCap	探头张望
EV_Mot_Mis_Stage001_078_01_PCap	美～味！
EV_Mot_Mis_Stage003_063_01_PCap	打错对象了
EV_Mot_Mis_Stage003_085_01_PCap	可能比较少见？
EV_Mot_Mis_Stage005_057_01_PCap	它倒过来也能睡？
EV_Mot_Mis_Stage009_162_01_PCap	解读中
Evaluation_Lines.msbt
EB_Course1st_01	初次调查的路线感觉如何？\n告诉我你都遇到了什么样的宝可梦吧。
EB_Course1st_02	嗨，你回来啦！\n很期待你在新路线拍的照片哦。
EB_Course1st_03	看来你有不少新发现啊！\n让我看看你觉得还不错的照片吧。
EB_Course1st_04	你还是第一次在这个时间调查吧？\n告诉我你都遇到什么样的宝可梦了吧。
EB_Course1st_05	嗨，你回来啦！\n你拍到了多少看起来和白天不同的宝可梦呢？
EB_Course1st_06	你回来啦！我一直期待能看到\n你在这个时间段拍摄的宝可梦的照片呢！
EB_Course2nd_01	你差不多已经习惯了吧？\n好了，挑选要给我看的照片吧。
EB_Course2nd_02	你回来啦！\n有什么新发现吗？
EB_Course2nd_03	哦！你回来了。\n不过看你这表情感觉还没拍够啊。
EB_Course3rd_01	看来你已经得心应手了啊。\n那就赶快来选照片吧。
EB_Course3rd_02	你回来啦！\n我期待你回来好久了。
EB_Course3rd_03	这次的调查感觉如何？\n我很期待能看到你的新发现。
EB_New_01	哦！看来你调查到新的宝可梦了。\n真让人期待啊。
EB_Star4_01	你好像拍到了张不错的照片啊。\n看来我可以好好期待一下了。
EB_Various_01	看来你调查了不少宝可梦啊！\n各选1张你认为最好的吧。
EB_Com_01	嗨，你回来啦！\n快把你选的照片给我看看吧。
EB_Com_02	调查还顺利吗？\n选出你觉得最棒的照片吧。
EB_Com_03	等你好久了！\n快选一下要给我看的照片吧。
EB_NoSnap_01	嗯？\n你好像什么都没拍啊。
EB_NoSnap_02	这次没拍照片啊。\n真遗憾。
EB_NoSnap_03	咦？\n这次你1张照片都没拍啊。
ES_Com_01	好了，你这次拍到了\n什么样的照片呢？
ES_Com_02	好！\n那我们一起看看吧。
