advresult.dat
msg_ui_advresult_00_01	調查報告
msg_ui_bagresult_04_17	n/a
msg_ui_bagresult_04_18	n/a
msg_ui_bagresult_04_19	n/a
msg_ui_bagresult_04_20	n/a
msg_ui_bagresult_04_21	n/a
msg_ui_bagresult_04_22	n/a
msg_ui_bagresult_05_01	n/a
msg_ui_bagresult_05_02	n/a
msg_ui_bagresult_05_03	n/a
msg_ui_bagresult_05_04	n/a
msg_ui_bagresult_06_01	n/a
msg_ui_bagresult_06_02	n/a
msg_ui_bagresult_06_03	n/a
msg_ui_bagresult_06_04	[~ 42]
msg_ui_bagresult_06_05	n/a
msg_ui_bagresult_06_06	n/a
msg_ui_bagresult_06_07	n/a
msg_ui_bagresult_06_08	n/a
msg_ui_bagresult_06_09	n/a
msg_ui_bagresult_06_10	n/a
msg_ui_bagresult_07_01	n/a
msg_ui_bagresult_07_02	n/a
msg_ui_bagresult_07_03	n/a
msg_ui_bagresult_07_04	n/a
msg_ui_bagresult_07_05	n/a
msg_ui_bagresult_07_06	n/a
msg_ui_bagresult_07_07	n/a
msg_ui_bagresult_07_08	n/a
msg_ui_bagresult_07_09	n/a
msg_ui_bagresult_07_10	n/a
msg_ui_bagresult_07_11	n/a
msg_ui_bagresult_07_12	n/a
msg_ui_bagresult_07_13	n/a
msg_ui_bagresult_07_14	n/a
msg_ui_bagresult_07_15	n/a
msg_ui_bagresult_07_16	n/a
bag_pocket.dat
str_pocketname_001	[~ 0]
str_pocketname_002	[~ 1]
str_pocketname_003	[~ 2]
str_pocketname_004	[~ 3]
str_pocketname_005	道具
str_pocketname_006	[~ 5]
str_pocketname_007	[~ 6]
str_pocketname_008	[~ 7]
str_pocketname_009	重要物品
str_pocketname_010	寶可夢
str_pocketname_011	材料單
blost.dat
msg_ui_blost_01_01	[~ 0]
msg_ui_blost_01_02	[~ 1]
msg_ui_blost_01_03	[VAR 0109(0000)]
msg_ui_blost_01_04	[VAR 0202(0000)]
msg_ui_blost_02_01	查看遺失的道具
msg_ui_blost_02_02	返回營地
msg_ui_blost_02_03	什麼都不做
msg_ui_blost_02_04	返回
msg_ui_blost_03_01	已委託對朋友\n幫忙尋找遺失的道具。\c
msg_ui_blost_03_02	是
msg_ui_blost_03_03	否
msg_ui_blost_04_01	將會失去遺失的道具。\n確定要繼續嗎？
msg_ui_blost_05_01	遺失的道具
msg_ui_blost_06_01	遺失在某處的道具
msg_ui_blost_07_01	[VAR 1100(00FF,0101)]你妳不是銀河隊的隊員，\n因此無法提出委託。\c
msg_ui_blost_08_01	這次沒有遺失的道具。\c
msg_ui_blost_09_01	失去了[VAR 0201(0001)]個替身護符……\c
box.dat
msg_ui_box_top_00	[~ 0]
msg_ui_box_popup_00	[VAR 0102(0000)]Lv.[VAR 0202(0001)]
msg_ui_box_popup_01	[VAR 0102(0000)]
msg_ui_box_top_box_00	[~ 3]
msg_ui_box_top_box_01	一覽
msg_ui_box_top_find	搜尋
msg_ui_box_find_01	搜尋
msg_ui_box_pokename	[VAR 0102(0000)]
msg_ui_box_male	♂
msg_ui_box_female	♀
msg_ui_box_lv_00	Lv.[VAR 0202(0000)]
msg_ui_box_lv_01	[VAR 0202(0000)]
msg_ui_box_pokedex_00	No.[VAR 0202(0000)]
msg_ui_box_pokedex_01	[VAR 0202(0000)]
msg_ui_box_pokedex_no	－
msg_ui_box_pokedex_question	？？？
msg_ui_box_pokerace_00	[VAR 0101(0000)]
msg_ui_status_parent_00	[~ 17]
msg_ui_status_parent_01	[~ 18]
msg_ui_box_parent_01	初訓家
msg_ui_box_parent_02	[VAR 0100(0000)]
msg_ui_box_hp_00	ＨＰ
msg_ui_box_hp_01	[VAR 0202(0000)]/[VAR 0202(0001)]
msg_ui_box_hp_02	[~ 23]
msg_ui_box_hp_03	[~ 24]
msg_ui_box_atk	攻擊
msg_ui_box_def	防禦
msg_ui_box_spatk	特攻
msg_ui_box_spdef	特防
msg_ui_box_agi	速度
msg_ui_box_status	[VAR 0202(0000)]
msg_ui_box_status_00	[VAR 0201(0000)]
msg_ui_box_tokusei_00	特性
msg_ui_box_tokusei_01	[VAR 0106(0000)]
msg_ui_box_item_00	持有物
msg_ui_box_item_01	[VAR 0109(0000)]
msg_ui_box_noitem	-
msg_ui_box_waza_00	[VAR 0107(0000)]
msg_ui_x_00	整理
msg_ui_x_01	持有物
msg_ui_x_02	[~ 40]
msg_ui_y_00	一般
msg_ui_y_01	範圍
msg_ui_y_02	便利
msg_ui_box_range	[~ 44]
msg_ui_box_top_02	[VAR 01C0(0000)]
msg_ui_box_context_00	要對[VAR 0102(0000)]做什麼？
msg_ui_box_context_01	移動
msg_ui_box_context_02	查看能力
msg_ui_box_context_03	持有物
msg_ui_box_context_04	標記
msg_ui_box_context_05	[~ 51]
msg_ui_box_context_06	取消
msg_ui_box_context_07	確定要用所選擇的\n寶可夢嗎？
msg_ui_box_context_08	[~ 54]
msg_ui_box_marking	[~ 55]
msg_ui_box_esc_00	真的要放生嗎？
msg_ui_box_esc_01	是
msg_ui_box_esc_02	否
msg_ui_box_esc_03	[~ 59]
msg_ui_box_esc_04	蛋無法放生！\c
msg_ui_box_esc_05	[~ 61]
msg_ui_box_esc_06	[~ 62]
msg_ui_box_esc_07	這樣就沒有可戰鬥的寶可夢了！\c
msg_ui_box_esc_08	[~ 64]
msg_ui_box_esc_09	沒有找到符合條件的寶可夢。\c
msg_ui_box_esc_10	無法放生這隻寶可夢！\c
msg_ui_box_change_00	[~ 67]
msg_ui_box_change_01	[~ 68]
msg_ui_box_change_02	[~ 69]
msg_ui_box_change_03	[~ 70]
msg_ui_box_wallpaper_00	[~ 71]
msg_ui_box_wallpaper_01	[~ 72]
msg_ui_box_wallpaper_02	[~ 73]
msg_ui_box_wallpaper_03	[~ 74]
msg_ui_box_wallpaper_04	[~ 75]
msg_ui_box_wallpaper_05	[~ 76]
msg_ui_box_wallpaper_06	[~ 77]
msg_ui_box_wallpaper_07	[~ 78]
msg_ui_box_wallpaper_08	[~ 79]
msg_ui_box_wallpaper_09	[~ 80]
msg_ui_box_wallpaper_10	[~ 81]
msg_ui_box_wallpaper_11	[~ 82]
msg_ui_box_wallpaper_12	[~ 83]
msg_ui_box_wallpaper_13	[~ 84]
msg_ui_box_wallpaper_14	[~ 85]
msg_ui_box_wallpaper_15	[~ 86]
msg_ui_box_wallpaper_16	[~ 87]
msg_ui_box_wallpaper_17	[~ 88]
msg_ui_box_wallpaper_18	[~ 89]
msg_ui_box_wallpaper_19	[~ 90]
msg_ui_box_item_bag_00	[~ 91]
msg_ui_box_item_move	[~ 92]
msg_ui_box_item_bag_01	[~ 93]
msg_ui_box_item_bag_02	[~ 94]
msg_ui_box_item_bag_03	[~ 95]
msg_ui_box_item_03	[~ 96]
msg_ui_box_item_04	[~ 97]
msg_ui_box_item_05	[~ 98]
msg_ui_box_item_06	[~ 99]
msg_ui_box_btlteam_00	[~ 100]
msg_ui_box_btlteam_01	[~ 101]
msg_ui_box_btlteam_02	[~ 102]
msg_ui_box_btlteam_03	[~ 103]
msg_ui_box_btlteam_04	[~ 104]
msg_ui_box_btlteam_05	[~ 105]
msg_ui_box_btlteam_06	[~ 106]
msg_ui_box_btlteam_07	[~ 107]
msg_ui_box_btlteam_08	[~ 108]
msg_ui_box_btlteam_09	[~ 109]
msg_ui_box_search_00	選擇條件後按「搜尋」就會開始進行篩選！
msg_ui_box_search_01	寶可夢
msg_ui_box_search_02	屬性１
msg_ui_box_search_03	屬性２
msg_ui_box_search_04	招式
msg_ui_box_search_05	[~ 115]
msg_ui_box_search_06	特性
msg_ui_box_search_07	性格
msg_ui_box_search_08	性別
msg_ui_box_search_09	持有物
msg_ui_box_search_10	標記
msg_ui_box_search_11	[~ 121]
msg_ui_box_search_12	[VAR 0101(0000)]
msg_ui_box_search_13	[VAR 0103(0000)]
msg_ui_box_search_14	[VAR 0107(0000)]
msg_ui_box_search_15	[~ 125]
msg_ui_box_search_16	[VAR 0106(0000)]
msg_ui_box_search_17	[VAR 0108(0000)]
msg_ui_box_search_18	♂
msg_ui_box_search_19	♀
msg_ui_box_search_20	無性別
msg_ui_box_search_22	攜帶
msg_ui_box_search_23	未攜帶
msg_ui_box_search_24	[~ 133]
msg_ui_box_search_25	請選擇寶可夢名字\n第一個字的筆畫。
msg_ui_box_search_26	請選擇寶可夢。
msg_ui_box_search_27	請選擇屬性１。
msg_ui_box_search_28	請選擇屬性２。
msg_ui_box_search_29	請選擇招式名稱\n第一個字的筆畫。
msg_ui_box_search_30	請選擇招式。
msg_ui_box_search_31	[~ 140]
msg_ui_box_search_32	請選擇寶可夢特性名稱\n第一個字的筆畫。
msg_ui_box_search_33	請選擇特性。
msg_ui_box_search_34	請選擇寶可夢的性格。
msg_ui_box_search_35	請選擇寶可夢的性別。
msg_ui_box_search_36	搜尋攜帶或未攜帶持有物的寶可夢。
msg_ui_box_search_37	搜尋有特定標記的寶可夢。
msg_ui_box_search_38	[~ 147]
msg_ui_box_search_39	[~ 148]
msg_ui_box_search_40	[VAR 0103(0001)]
msg_ui_box_search_41	[VAR 0103(0002)]
msg_ui_box_search_42	[VAR 0106(0000)]
msg_ui_box_search_43	[VAR 0108(0000)]
msg_ui_box_search_44	[VAR 0107(0000)]
msg_box_seikaku_00	能力容易均衡地成長。
msg_box_seikaku_01	攻擊容易成長。\n防禦不易成長。
msg_box_seikaku_02	攻擊容易成長。\n速度不易成長。
msg_box_seikaku_03	攻擊容易成長。\n特攻不易成長。
msg_box_seikaku_04	攻擊容易成長。\n特防不易成長。
msg_box_seikaku_05	防禦容易成長。\n攻擊不易成長。
msg_box_seikaku_06	能力容易均衡地成長。
msg_box_seikaku_07	防禦容易成長。\n速度不易成長。
msg_box_seikaku_08	防禦容易成長。\n特攻不易成長。
msg_box_seikaku_09	防禦容易成長。\n特防不易成長。
msg_box_seikaku_10	速度容易成長。\n攻擊不易成長。
msg_box_seikaku_11	速度容易成長。\n防禦不易成長。
msg_box_seikaku_12	能力容易均衡地成長。
msg_box_seikaku_13	速度容易成長。\n特攻不易成長。
msg_box_seikaku_14	速度容易成長。\n特防不易成長。
msg_box_seikaku_15	特攻容易成長。\n攻擊不易成長。
msg_box_seikaku_16	特攻容易成長。\n防禦不易成長。
msg_box_seikaku_17	特攻容易成長。\n速度不易成長。
msg_box_seikaku_18	能力容易均衡地成長。
msg_box_seikaku_19	特攻容易成長。\n特防不易成長。
msg_box_seikaku_20	特防容易成長。\n攻擊不易成長。
msg_box_seikaku_21	特防容易成長。\n防禦不易成長。
msg_box_seikaku_22	特防容易成長。\n速度不易成長。
msg_box_seikaku_23	特防容易成長。\n特攻不易成長。
msg_box_seikaku_24	能力容易均衡地成長。
msg_ui_box_trdplayer_00	交換對象
msg_ui_box_trdplayer_01	[VAR 0100(0000)]
msg_ui_box_p2ptrd	確定要進行寶可夢的交換嗎？
msg_ui_box_p2ptrd_00	正在等待對方回應……\n請稍候片刻。
msg_ui_box_p2ptrd_01	已中止交換。\c
msg_ui_box_p2ptrd_02	對方已選擇結束。\n即將結束交換。\c
msg_ui_box_p2ptrd_03	對方已中止交換。\c\n將結束交換。\c
msg_ui_box_p2ptrd_04	要結束寶可夢交換嗎？
msg_ui_box_p2ptrd_05	由於對方的寶可夢有問題，\n因此無法交換。\c
msg_ui_box_p2ptrd_06	自己的寶可夢出現問題，\n因此無法進行交換。\c
msg_ui_box_p2ptrd_07	請注意！\n在進行寶可夢交換的過程中，\n若出現連線錯誤\n或主機電源關閉等情形，\n將暫時無法進行寶可夢交換。
msg_ui_box_p2ptrd_08	正在寫入紀錄……\n請勿關閉電源。
msg_ui_box_p2ptrd_09	正在等待連線……\n請稍候片刻。
msg_ui_box_p2ptrd_10	要接收交換對象的聯盟卡嗎？
msg_ui_box_p2ptrd_11	要用[VAR 0101(0001)]\n交換對方的[VAR 0101(0000)]嗎？
msg_ui_box_p2ptrd_12	那顆蛋不能用來交換。\c
msg_ui_box_trd_00	交換
msg_ui_box_trd_01	[~ 196]
msg_ui_box_trd_02	查看對方的寶可夢
msg_ui_box_trd_03	查看自己的寶可夢
msg_ui_box_select	選擇
msg_ui_box_select_00	[VAR 0201(0000)]/[VAR 0201(0001)]
msg_ui_box_list_pokename	[VAR 0102(0000)]
msg_ui_box_npctrd_00	這隻寶可夢不能用來交換。\c
msg_ui_box_npctrd_01	沒有可以用來交換的寶可夢。\c
msg_ui_box_npctrd_02	蛋不能用來交換。\c
msg_ui_box_npctrd_03	[~ 205]
msg_ui_box_npctrd_04	[~ 206]
msg_ui_box_bl_00	[~ 207]
msg_ui_box_bl_01	[~ 208]
msg_ui_box_bl_02	[~ 209]
msg_ui_box_bl_03	[~ 210]
msg_ui_box_bl_04	[~ 211]
msg_ui_box_option_00	確定
msg_ui_box_live_comm_00	查看對方的能力
msg_ui_box_select_error_00	無法選擇蛋。\c
msg_ui_box_select_error_03	無法選擇同行寶可夢。\c
msg_ui_box_select_error_04	無法再選擇更多。\c
msg_ui_box_select_error_05	無法選擇瀕死的寶可夢。\c
msg_ui_box_option_02	返回
msg_ui_box_option_03	切換操作
msg_ui_box_option_04	切換模式
msg_ui_box_option_05	能力
msg_ui_box_option_06	搜尋
msg_ui_box_option_07	重置
msg_ui_box_option_09	全選
msg_ui_box_option_10	評定
msg_ui_box_option_11	取消
msg_ui_box_option_12	替換
msg_ui_box_option_13	更改名字
msg_ui_box_option_14	放生
msg_ui_box_option_15	選擇
msg_ui_box_option_16	移除
msg_ui_box_option_17	不放生
msg_ui_box_option_18	下一步
msg_ui_box_option_19	一併放生
msg_ui_box_pokesend_01	要放生已選擇的寶可夢嗎？
msg_ui_box_pokesend_03	即將放生稀有寶可夢。\n真的要放生嗎？
msg_ui_box_pokesend_02	已將寶可夢放生了。\n再見，多多保重喔！\c
msg_ui_box_pokesend_10	[~ 238]
msg_ui_box_pokesend_11	[~ 239]
msg_ui_box_pokesend_12	[~ 240]
msg_ui_box_pokesend_13	[~ 241]
msg_ui_box_pokesend_20	[~ 242]
msg_ui_box_pokesend_30	請選擇要放生的寶可夢。
msg_ui_box_judge_00	還算可以的能力
msg_ui_box_judge_01	中等偏上的能力
msg_ui_box_judge_02	相當優秀的能力
msg_ui_box_judge_03	了不起的能力！
msg_ui_box_judge_04	不怎麼樣
msg_ui_box_judge_05	普普通通
msg_ui_box_judge_06	相當好
msg_ui_box_judge_07	非常好
msg_ui_box_judge_08	了不起
msg_ui_box_judge_09	太完美了！
msg_judge_03_01	完成鍛鍊了！
msg_ui_box_waza_denju_01	[~ 255]
boxname.dat
boxname_01	放牧場１
boxname_02	放牧場２
boxname_03	放牧場３
boxname_04	放牧場４
boxname_05	放牧場５
boxname_06	放牧場６
boxname_07	放牧場７
boxname_08	放牧場８
boxname_09	放牧場９
boxname_10	放牧場１０
boxname_11	放牧場１１
boxname_12	放牧場１２
boxname_13	放牧場１３
boxname_14	放牧場１４
boxname_15	放牧場１５
boxname_16	放牧場１６
boxname_17	放牧場１７
boxname_18	放牧場１８
boxname_19	放牧場１９
boxname_20	放牧場２０
boxname_21	放牧場２１
boxname_22	放牧場２２
boxname_23	放牧場２３
boxname_24	放牧場２４
boxname_25	放牧場２５
boxname_26	放牧場２６
boxname_27	放牧場２７
boxname_28	放牧場２８
boxname_29	放牧場２９
boxname_30	放牧場３０
boxname_31	放牧場３１
boxname_32	放牧場３２
btl_app.dat
msg_ui_btl_pokename	[VAR 0102(0000)]
msg_ui_btl_playername	[VAR 0100(0000)]
msg_ui_btl_00	戰鬥
msg_ui_btl_01	包包
msg_ui_btl_02	寶可夢
msg_ui_btl_03	資訊
msg_ui_btl_04	逃走
msg_ui_btl_05	招式
msg_ui_btl_13	[~ 8]
msg_ui_btl_lv	Lv.[VAR 0202(0000)]
msg_ui_btl_lv_00	Lv.
msg_ui_btl_lv_01	[VAR 0202(0000)]
msg_ui_btl_lv_02	???
msg_ui_btl_hp_01	[VAR 0202(0000)]/[VAR 0202(0001)]
msg_ui_btl_hp_02	[VAR 0202(0000)]
msg_ui_btl_hp_03	/
msg_ui_btl_pokewaza	[VAR 0107(0000)]
msg_ui_btl_pp_00	[~ 17]
msg_ui_btl_pp_01	[VAR 0201(0000)]
msg_ui_btl_pp_02	/
msg_ui_btl_pp_03	[VAR 0201(0000)]
msg_ui_btl_option_01	返回
msg_ui_btl_option_02	招式說明
msg_ui_btl_option_03	行動順序
msg_ui_btl_option_04	狀態資訊
msg_ui_btl_option_05	切換
msg_ui_btl_kouka_00	[~ 26]
msg_ui_btl_kouka_01	[~ 27]
msg_ui_btl_kouka_02	[~ 28]
msg_ui_btl_kouka_03	[~ 29]
msg_ui_btl_kougeki	攻擊
msg_ui_btl_bougyo	防禦
msg_ui_btl_tokukou	特攻
msg_ui_btl_tokubou	特防
msg_ui_btl_subayasa	速度
msg_ui_btl_meichu	命中
msg_ui_btl_kaihi	閃避
msg_ui_btl_joutai_00	[VAR 01B1(0000)]
msg_ui_btl_joutai_01	[VAR 0200(0000)]
msg_ui_btl_joutai_02	/
msg_ui_btl_joutai_03	[VAR 0200(0000)]
msg_ui_btl_joutai_04	[~ 41]
msg_ui_btl_joutai_05	還剩[VAR 0200(0000)]回合
msg_ui_btl_joutai_06	ダミーメッセージ
msg_ui_btl_joutai_10	返回
msg_ui_btl_joutai_11	[~ 45]
msg_ui_btl_joutai_12	沒有資訊。
msg_ui_btl_pwaza_info	招式的威力和效果會增強，\n但自己下次的行動則容易變慢。
msg_ui_btl_hwaza_info	招式的威力和效果會減弱，\n但自己下次的行動則容易變快。
msg_ui_btl_wazainfo_tokusei	特性
msg_ui_btl_wazainfo_tokuseiname	[VAR 0106(0000)]
msg_ui_btl_wazainfo_item	持有物
msg_ui_btl_wazainfo_itemname	[VAR 0109(0000)]
msg_ui_btl_total_00	[~ 53]
msg_ui_btl_command_00	[~ 54]
msg_ui_btl_your_00	[~ 55]
msg_ui_btl_total_01	[~ 56]
msg_ui_btl_command_01	[VAR 0201(0000)]:[VAR 0201(0001)]
msg_ui_btl_lvup_00	[VAR 0202(0000)]
msg_ui_btl_lvup_01	+[VAR 0202(0000)]
msg_ui_btl_lvup_02	HP
msg_ui_btl_lvup_03	攻擊
msg_ui_btl_lvup_04	防禦
msg_ui_btl_lvup_05	特攻
msg_ui_btl_lvup_06	特防
msg_ui_btl_lvup_07	速度
msg_ui_btl_yesno_00	替換寶可夢
msg_ui_btl_yesno_01	繼續戰鬥
msg_ui_btl_yesno_02	使用下一隻寶可夢
msg_ui_btl_yesno_03	逃走
msg_ui_btl_yesno_04	忘記！
msg_ui_btl_yesno_05	不忘記
msg_ui_btl_yesno_06	是
msg_ui_btl_yesno_07	否
msg_ui_btl_hokaku_01	捕捉
msg_ui_btl_hokaku_02	不捕捉
msg_ui_btl_hokaku_03	使用
msg_ui_btl_next_01	下一步
msg_ui_btl_tokusei	[VAR 0102(0000)]的\n[VAR 0106(0001)]
msg_ui_btl_pokeselect_name	[VAR 0102(0000)]
msg_ui_btl_pokeselect_kouka_00	[~ 80]
msg_ui_btl_pokeselect_kouka_01	[~ 81]
msg_ui_btl_pokeselect_kouka_02	[~ 82]
msg_ui_btl_pokeselect_kouka_03	[~ 83]
msg_ui_btl_pokeselect_playername	[VAR 0100(0000)]
msg_ui_btl_ball_name	[VAR 0109(0000)]
msg_ui_btl_ball_count	[VAR 0202(0000)]
msg_ui_btl_wazainfo_00	[VAR 0107(0000)]
msg_ui_btl_wazainfo_01	分類
msg_ui_btl_wazainfo_02	命中
msg_ui_btl_wazainfo_03	威力
msg_ui_btl_wazainfo_04	[VAR 0202(0000)]
msg_ui_btl_wazainfo_05	-
msg_ui_btl_watching_01	[~ 93]
msg_ui_btl_watching_02	還有[VAR 0200(0000)]回合
str_btr_wait	正在等待連線……
str_btl_bag_19	[~ 96]
str_btl_result_01	打倒了[VAR 0101(0000)]！
str_btl_result_02	捉到了[VAR 0101(0000)]！
str_btl_result_03	[VAR 0109(0000)]
str_btl_result_06	[VAR 0107(0000)]
str_btl_result_04	×
str_btl_result_05	[VAR 0202(0000)]
str_btl_select_01	要投擲[VAR 0109(0000)]嗎？
str_btl_select_02	要將戰鬥的寶可夢\n替換成[VAR 0101(0000)]嗎？
str_btl_menu_01	ＰＰ不夠！
str_btl_menu_02	無法使用此招式！
str_btl_menu_03	真的要逃走嗎？
str_btl_menu_04	這是一場嚴肅的對戰！\n不能逃走！
str_btl_menu_05	在面對王的戰鬥中\n無法使用道具！
str_btl_menu_06	不！不能從這場戰鬥逃走！
str_btl_menu_11	無法使用道具！
str_btl_menu_07	[~ 112]
str_btl_menu_08	[~ 113]
str_btl_menu_09	[~ 114]
str_btl_menu_10	[~ 115]
str_btl_result_11	[~ 116]
str_btl_result_12	[~ 117]
str_btl_result_13	[~ 118]
str_btl_ms_01_01	[~ 119]
str_btl_ms_01_02	[~ 120]
str_btl_ms_01_03	[~ 121]
str_btl_ms_01_04	[~ 122]
str_btl_ms_01_05	[~ 123]
str_btl_ms_01_06	[~ 124]
str_btl_ms_01_07	[~ 125]
str_btl_ms_01_08	[~ 126]
str_btl_ms_01_09	[~ 127]
str_btl_ms_02_01	[~ 128]
str_btl_ms_02_02	[~ 129]
str_btl_ms_02_03	[~ 130]
str_btl_ms_03_01	[~ 131]
str_btl_ms_03_02	[~ 132]
str_btl_ms_03_03	[~ 133]
str_btl_ms_03_04	[~ 134]
str_btl_ms_03_05	[~ 135]
str_btl_ms_03_06	[~ 136]
str_btl_ms_03_07	[~ 137]
str_btl_ms_04_01	[~ 138]
str_btl_ms_04_02	[~ 139]
str_btl_ms_04_03	[~ 140]
str_btl_ms_04_04	[~ 141]
str_btl_ms_04_05	[~ 142]
str_btl_ms_04_06	[~ 143]
str_btl_ms_05_01	[~ 144]
str_btl_ms_05_02	[~ 145]
str_btl_ms_05_03	[~ 146]
str_btl_ms_06_01	[~ 147]
str_btl_ms_06_02	[~ 148]
str_btl_ms_06_03	[~ 149]
str_btl_ms_06_04	[~ 150]
str_btl_ms_06_05	[~ 151]
str_btl_ms_06_06	[~ 152]
str_btl_ms_06_07	[~ 153]
str_btl_ms_06_08	[~ 154]
str_btl_ms_06_09	[~ 155]
str_btl_ms_07_01	[~ 156]
str_btl_ms_08_01	[~ 157]
str_btl_ms_08_02	[~ 158]
str_btl_ms_08_03	[~ 159]
str_btl_ms_09_01	[~ 160]
str_btl_ms_09_02	[~ 161]
str_btl_ms_10_01	[~ 162]
str_btl_ms_10_02	[~ 163]
str_btl_ms_10_03	[~ 164]
str_btl_ms_dummy1	[~ 165]
str_btl_ms_dummy2	[~ 166]
btl_attack.dat
ATKMSG_M_000	！
ATKMSG_Y_000	！
ATKMSG_E_000	！
ATKMSG_T_000	！
ATKMSG_M_001	[~ 4]
ATKMSG_Y_001	[~ 5]
ATKMSG_E_001	[~ 6]
ATKMSG_T_001	[~ 7]
ATKMSG_M_002	[~ 8]
ATKMSG_Y_002	[~ 9]
ATKMSG_E_002	[~ 10]
ATKMSG_T_002	[~ 11]
ATKMSG_M_003	[~ 12]
ATKMSG_Y_003	[~ 13]
ATKMSG_E_003	[~ 14]
ATKMSG_T_003	[~ 15]
ATKMSG_M_004	[~ 16]
ATKMSG_Y_004	[~ 17]
ATKMSG_E_004	[~ 18]
ATKMSG_T_004	[~ 19]
ATKMSG_M_005	[~ 20]
ATKMSG_Y_005	[~ 21]
ATKMSG_E_005	[~ 22]
ATKMSG_T_005	[~ 23]
ATKMSG_M_006	[~ 24]
ATKMSG_Y_006	[~ 25]
ATKMSG_E_006	[~ 26]
ATKMSG_T_006	[~ 27]
ATKMSG_M_007	[VAR 0101(0000)]使出了\n火焰拳！
ATKMSG_Y_007	野生的[VAR 0101(0000)]使出了\n火焰拳！
ATKMSG_E_007	對手的[VAR 0101(0000)]使出了\n火焰拳！
ATKMSG_T_007	[VAR 0100(000A)]的[VAR 0101(0000)]使出了\n火焰拳！
ATKMSG_M_008	[VAR 0101(0000)]使出了\n冰凍拳！
ATKMSG_Y_008	野生的[VAR 0101(0000)]使出了\n冰凍拳！
ATKMSG_E_008	對手的[VAR 0101(0000)]使出了\n冰凍拳！
ATKMSG_T_008	[VAR 0100(000A)]的[VAR 0101(0000)]使出了\n冰凍拳！
ATKMSG_M_009	[VAR 0101(0000)]使出了\n雷電拳！
ATKMSG_Y_009	野生的[VAR 0101(0000)]使出了\n雷電拳！
ATKMSG_E_009	對手的[VAR 0101(0000)]使出了\n雷電拳！
ATKMSG_T_009	[VAR 0100(000A)]的[VAR 0101(0000)]使出了\n雷電拳！
ATKMSG_M_010	[~ 40]
ATKMSG_Y_010	[~ 41]
ATKMSG_E_010	[~ 42]
ATKMSG_T_010	[~ 43]
ATKMSG_M_011	[~ 44]
ATKMSG_Y_011	[~ 45]
ATKMSG_E_011	[~ 46]
ATKMSG_T_011	[~ 47]
ATKMSG_M_012	[~ 48]
ATKMSG_Y_012	[~ 49]
ATKMSG_E_012	[~ 50]
ATKMSG_T_012	[~ 51]
ATKMSG_M_013	[~ 52]
ATKMSG_Y_013	[~ 53]
ATKMSG_E_013	[~ 54]
ATKMSG_T_013	[~ 55]
ATKMSG_M_014	[VAR 0101(0000)]使出了\n劍舞！
ATKMSG_Y_014	野生的[VAR 0101(0000)]使出了\n劍舞！
ATKMSG_E_014	對手的[VAR 0101(0000)]使出了\n劍舞！
ATKMSG_T_014	[VAR 0100(000A)]的[VAR 0101(0000)]使出了\n劍舞！
ATKMSG_M_015	[~ 60]
ATKMSG_Y_015	[~ 61]
ATKMSG_E_015	[~ 62]
ATKMSG_T_015	[~ 63]
ATKMSG_M_016	[VAR 0101(0000)]使出了\n起風！
ATKMSG_Y_016	野生的[VAR 0101(0000)]使出了\n起風！
ATKMSG_E_016	對手的[VAR 0101(0000)]使出了\n起風！
ATKMSG_T_016	[VAR 0100(000A)]的[VAR 0101(0000)]使出了\n起風！
ATKMSG_M_017	[~ 68]
ATKMSG_Y_017	[~ 69]
ATKMSG_E_017	[~ 70]
ATKMSG_T_017	[~ 71]
ATKMSG_M_018	[~ 72]
ATKMSG_Y_018	[~ 73]
ATKMSG_E_018	[~ 74]
ATKMSG_T_018	[~ 75]
ATKMSG_M_019	[~ 76]
ATKMSG_Y_019	[~ 77]
ATKMSG_E_019	[~ 78]
ATKMSG_T_019	[~ 79]
ATKMSG_M_020	[~ 80]
ATKMSG_Y_020	[~ 81]
ATKMSG_E_020	[~ 82]
ATKMSG_T_020	[~ 83]
ATKMSG_M_021	[~ 84]
ATKMSG_Y_021	[~ 85]
ATKMSG_E_021	[~ 86]
ATKMSG_T_021	[~ 87]
ATKMSG_M_022	[~ 88]
ATKMSG_Y_022	[~ 89]
ATKMSG_E_022	[~ 90]
ATKMSG_T_022	[~ 91]
ATKMSG_M_023	[~ 92]
ATKMSG_Y_023	[~ 93]
ATKMSG_E_023	[~ 94]
ATKMSG_T_023	[~ 95]
ATKMSG_M_024	[~ 96]
ATKMSG_Y_024	[~ 97]
ATKMSG_E_024	[~ 98]
ATKMSG_T_024	[~ 99]
ATKMSG_M_025	[~ 100]
ATKMSG_Y_025	[~ 101]
ATKMSG_E_025	[~ 102]
ATKMSG_T_025	[~ 103]
ATKMSG_M_026	[~ 104]
ATKMSG_Y_026	[~ 105]
ATKMSG_E_026	[~ 106]
ATKMSG_T_026	[~ 107]
ATKMSG_M_027	[~ 108]
ATKMSG_Y_027	[~ 109]
ATKMSG_E_027	[~ 110]
ATKMSG_T_027	[~ 111]
ATKMSG_M_028	[~ 112]
ATKMSG_Y_028	[~ 113]
ATKMSG_E_028	[~ 114]
ATKMSG_T_028	[~ 115]
ATKMSG_M_029	[~ 116]
ATKMSG_Y_029	[~ 117]
ATKMSG_E_029	[~ 118]
ATKMSG_T_029	[~ 119]
