langid:7A947B29
14    5
9303D97E    {tp:0.01}No, these ghosts are far too crafty{p}for that. They've likely spread the{p}pieces across the entire valley!{/tp}
9303D97F    {tp:0.01}Anyhoo, let's inspect that piece{p}of the {clr:A554D0}Dark Moon{clr:pop}!{/tp}
9303D99D    {tp:0.01}Criminy! Just like the other one,{p}this thing is covered with the same{p}corrupting energy!{p}But it's nothing a good scrubbing{p}can't fix.{/tp}
9303D99E    {tp:0.01}Now, if my suspicions are correct...{/tp}
934E224A    {tp:0.01}That's the last of 'em, {clr:51E949}Luigi{clr:pop}!{p}{p}{p}Hopefully you did it fast enough{p}so we don't get another{p}event like this anytime soon.{p}Come on back now.{/tp}
93F2D9C9    B1
94824951    Gloomy Manor Gems
94884EEA    Dining Room
94EEC89E    Empty Profile
9591E664    {tp:0.01}Criminy!{p}Not again!{/tp}
9591E665    {tp:0.01}That pinwheel gate won't{p}open without its {clr:71D2FF}vanes{clr:pop}.{/tp}
9591E666    {tp:0.01}Did you see where those{p}skinny ghosts went?{p}{p}Never mind!{p}I'll use the {clr:71D2FF}Parascope{clr:pop} to find{p}them!{/tp}
9591E667    {tp:0.01}Hold on a sec...{p}...{p}...{p}Got 'em! {p}Check your map.{/tp}
959D4ECC    Ready!
95AC2C70    No
95D135ED    It seems this narcissistic ghost{p}doesn't like to turn invisible because{p}he wants everyone to see how good he{p}looks. Bizarre.
9676BB10    Awelligator
96A27783    Next Upgrade: {clr:98E66C}{0}{clr:pop}
96BE849A    Gems collected
970B1CD4    {tp:0.01}{clr:D8BCE6}ComBooter {clr:pop}says{p}01100010 01101111 01101111!{/tp}
970B2115    {tp:0.01}Boo ha ha!{p}I'm {clr:D8BCE6}Bootine{clr:pop}...with extra gravy!{/tp}
970B2556    {tp:0.01}{clr:D8BCE6}Boodonkulous{clr:pop} is in the building!{p}{p}{p}My name makes no sense...{/tp}
970B2997    {tp:0.01}Don't you dare call me Gumboo!{p}My name be {clr:D8BCE6}JamBoolaya{clr:pop}!{/tp}
970B2DD8    {tp:0.01}Boo!{p}You found me!{p}Nobody hare except {clr:D8BCE6}Boony Raboot{clr:pop}!{/tp}
9777256A    Eerie Staircase
97D6E54E    Terrible Teleporter
97F778A4    Conservatory
98790979    The connection has been lost!
98BF2A4A    {tp:0.01}There those hooligans are!{p}Check your map, my boy!{/tp}
98BF2A4B    {tp:0.01}No time to rest, youngster!{p}Go get the next bunch!{/tp}
98BF2A4C    {tp:0.01}Don't give up, {clr:51E949}Luigi{clr:pop}!{p}The final wave has appeared.{p}You can do it!{/tp}
98F2D11C    ⱷ{0}  ♡{1}  ₢{2} Ԇ
99454084    {tp:0.01}Hold on a sec... That key there!{p}It looks mighty {clr:71D2FF}special{clr:pop} if you ask{p}me.{p}That {clr:D8BCE6}Boo {clr:pop}is handing it over to that{p}pinkish ghost!{/tp}
99454085    {tp:0.01}What are those {clr:D8BCE6}Boos {clr:pop}carrying?{p}Suspicious...{/tp}
99454086    {tp:0.01}Just look at those ghosts! They're{p}out of control! The {clr:D8BCE6}Boos{clr:pop} seem to be{p}encouraging their bad behavior.{/tp}
99454087    {tp:0.01}I've never seen that kind of ghost{p}before!{/tp}
99454088    {tp:0.01}The {clr:FF9754}Rooftop Pool{clr:pop} seems to be a{p}meeting point for the {clr:D8BCE6}Boos{clr:pop}.{p}{p}Their power increases when they{p}gang up, and they feed off each{p}others' evil energy.{/tp}
99CF9140    We've finally got our mitts on that{p}elusive special key! Now we've just{p}got to get to the treetop and grab{p}the Dark Moon piece.
99D23B05    {tp:0.01}Good job, {clr:51E949}Luigi{clr:pop}.{p}You made it to the{p}{clr:FF9754}Roundhouse{clr:pop}.{p}But...hmm...the poltergeist's{p}signal is on the other side of{p}the room.{/tp}
99D23B06    {tp:0.01}You'll need to find a way across{p}that gap.{p}{p}If I were you, I'd shave my{p}mustache and try the {clr:71D2FF}lift {clr:pop}in{p}the {clr:FF9754}Warehouse{clr:pop}.{/tp}
99E726B7    Each diamond is unique.{p}Collect them all!
99EB2031    ɓ Title Screen
99FED57C    {tp:0.01}{clr:51E949}Luigi{clr:pop}, I'm picking up strange{p}signals in the {clr:FF9754}Space Exhibit{clr:pop}!{p}He might be hiding in there!{p}But the {clr:71D2FF}Parascope {clr:pop}is acting all{p}wonky, so it could be a false{p}alarm. Check it out, anyhoo!{/tp}
9A3CCC98    {tp:0.01}Hey, young feller.{p}The {clr:71D2FF}Parascope {clr:pop}has discovered some{p}more paranormal signals.{/tp}
9A3CCC99    {tp:0.01}You know the drill:{p}capture the ghosts as quickly as{p}possible.{/tp}
9A3CCC9A    {tp:0.01}I'm sorry to say—the signals this{p}time around are even stronger than{p}last time. Be careful, {clr:51E949}Luigi{clr:pop}.{/tp}
9A3CCC9B    {tp:0.01}Just like before, I'll guide you{p}toward the ghosts.{/tp}
9A3CCC9C    {tp:0.01}All right, I'll pixelate you on the{p}count of three.{p}{p}Ready?{p}{p}{p}Three!{/tp}
9A48171A    If we're to restore the Dark Moon, we'll{p}need to get you properly equipped.{p}I've got just the device for the job,{p}but I left it in the Gloomy Manor!{p}Mind fetching it for me, sonny?
9A5A90AC    I imagine he would have chosen{p}green instead of blue, but green{p}flowers are surprisingly difficult to find.{p}Go figure.
9AA5C59A    Debug Menu
9ADBD791    No
9AF8970D    Tether Jacket
9B163A56    {tp:0.01}Hey, who turned out the lights?{p}{p}{p}I'm {clr:D8BCE6}Boofoon{clr:pop}!{p}{/tp}
9B163E97    {tp:0.01}I'm {clr:D8BCE6}Booger{clr:pop}!{p}Why must you always pick on me?{/tp}
9B1642D8    {tp:0.01}I'm {clr:D8BCE6}ParaBoola{clr:pop}!{p}{p}{p}A symmetrical open-plane curve{p}formed by the intersection of a cone{p}with a plane parallel to its side!{p}I mean... BOO!{/tp}
9B2AAEF9    Skybridge
9B458690    Botany Lab
9BECF330    Pause
9C666B80    {clr:71D2FF}E-5{clr:pop} Paranormal Chaos
9D02C2CC    Aweberry
9D0D697B    {clr:71D2FF}C-2{clr:pop} Underground Expedition
9E0ED209    Boos are still wreaking havoc{p}somewhere in this location!{p}Capture all of the Boos in this{p}mansion to unlock this mission.
9E350148    No
9E7C4617    {tp:0.01}{clr:51E949}Luigi{clr:pop}!{p}I can't tell if this is good news or{p}bad news...{/tp}
9E7C4618    {tp:0.01}But after you defeated {clr:D8BCE6}Big Boo{clr:pop},{p}the {clr:71D2FF}Parascope {clr:pop}detected a radical{p}new signal...{p}It indicates something I've never{p}seen before—a distortion in the{p}very fabric of our dimension!{/tp}
9E7C4619    {tp:0.01}To put it simply—a portal, {clr:51E949}Luigi{clr:pop}!{p}A {clr:D8BCE6}paranormal {clr:pop}portal on the {clr:FF9754}Terrace{clr:pop}!{/tp}
9E7C461A    {tp:0.01}I'd wager that the final {clr:A554D0}Dark Moon{p}{clr:pop}piece is hidden beyond that portal,{p}and that's why we haven't found it!{/tp}
9E7C461B    {tp:0.01}And I'd bet my glasses that you'll{p}find {clr:D50000}Mario{clr:pop}'s painting and {clr:D8BCE6}King Boo{p}{clr:pop}in there too!{/tp}
9E7C461C    {tp:0.01}Now, entering a {clr:D8BCE6}paranormal {clr:pop}portal{p}is EXTREMELY dangerous, but,{p}{clr:51E949}Luigi{clr:pop}, we don't have a choice!{/tp}
9F13C02F    {tp:0.01}Fantastic job, youngster!{/tp}
9F13C030    {tp:0.01}The water flow is slowly{p}normalizing!{/tp}
9F13C031    {tp:0.01}Hold on. I'll pixelate you out of{p}there in just a minute.{/tp}
9F2157D8    {tp:0.01}Arf, arf! Grrrrrr...{p}Better run from {clr:D8BCE6}Boolldog{clr:pop}!{/tp}
9F215C19    {tp:0.01}{clr:D8BCE6}Boopa Troopa{clr:pop}, reporting for duty!{p}The {clr:D8BCE6}Boo{clr:pop} armies are here, so you{p}might as well surrender!{/tp}
9F21605A    {tp:0.01}Ahem... I am {clr:D8BCE6}Booreaucrat{clr:pop}!{p}This mansion is now under the{p}ownership of {clr:D8BCE6}King Boo{clr:pop}, esquire.{p}I take it you have the proper{p}credentials to be here, including ID{p}and a mansion-roaming license?{p}No?{p}That's...unfortunate.{p}You'll have to be penalized!{/tp}
9F2168DC    {tp:0.01}I'm {clr:D8BCE6}MaraBoo{clr:pop}!{p}Aren't my feathers classy?{/tp}
9F2F1CC4    Climb 25 floors in the ScareScraper!
9F9FE7DD    Most Rooms Cleared
9FD0B6B9    {tp:0.01}I knew I could count on you, kiddo.{p}You're just so dependable.{/tp}
9FD0B6BA    {tp:0.01}Clumsy and sluggish, but{p}dependable!{/tp}
9FD0B6BB    {tp:0.01}But I'm one to talk—I totally forgot{p}there were two Toads in the{p}{clr:FF9754}Treacherous Mansion{clr:pop}!{/tp}
9FD0B6BC    {tp:0.01}I'm always so busy thinking about{p}my research that I forget minor{p}details.{/tp}
9FD0B6BD    {tp:0.01}I'm glad that the Toad curators are{p}safe and sound.{/tp}
9FD0B6BE    {tp:0.01}Although, I suppose this means I'll{p}have to give them their paychecks{p}now...{/tp}
9FD0B6BF    {tp:0.01}Anyhoo, when I asked those two{p}about the {clr:A554D0}Dark Moon{clr:pop} piece, they had{p}no idea what I was talking about.{/tp}
9FD0B6C0    {tp:0.01}But they did mention that there's{p}been a lot of action on the second{p}floor of the {clr:FF9754}Treacherous Mansion{clr:pop}.{/tp}
9FD0B6C1    {tp:0.01}And they brought a security image{p}with them!{p}{p}I wonder what secrets it will reveal!{/tp}
9FEC82B2    Difficulty
A0B120E3    {tp:0.01}Hot dog!{p}That's one nifty stairway.{p}Now head to the {clr:FF9754}Train Exhibit{clr:pop}!{/tp}
A0E7B174    Clear Time
A121A417    Are you sure you want to quit?
A16DED17    Slammer
A1F1EE2D    Archives
A27567A2    I'm getting strange paranormal{p}readings on the Terrace.{p}We'd better send you in to{p}inspect the place.
A2DD79D4    Soccer Ball
A2F43152    {tp:0.01}All right, {clr:51E949}Luigi{clr:pop}!{p}Got those {clr:71D2FF}pinwheel vanes {clr:pop}with you?{/tp}
A2F43153    {tp:0.01}Take this wrench, and use it to{p}attach the {clr:71D2FF}pinwheel vanes{clr:pop} back to{p}the gate.{/tp}
A2F43154    {tp:0.01}Remember:{p}lefty loosey, righty tighty.{/tp}
A2F43155    {tp:0.01}Now, once you open the gate, enter{p}the {clr:FF9754}Hollow Tree {clr:pop}and look for a way{p}up.{/tp}
A2F43156    {tp:0.01}I get the feeling the {clr:A554D0}Dark Moon{p}{clr:pop}piece is somewhere near the top.{/tp}
A2F43157    {tp:0.01}OK, I'll be comfortably monitoring{p}your progress from here.{/tp}
A2F43158    {tp:0.01}You know...as usual.{p}Anyhoo, good luck, kiddo!{/tp}
A32D80AB    {tp:0.01}You OK, {clr:51E949}Luigi{clr:pop}?{p}{p}{p}You had me worried for a{p}minute there, kiddo!{/tp}
A32D80AC    {tp:0.01}Those big-brained ghosts{clr:FFFCFC} {clr:pop}sure{p}put up a fight!{/tp}
A32D80AD    {tp:0.01}The way they were throwing all{p}those books at you...reminded{p}me of my college professors!{/tp}
A32D80AE    {tp:0.01}Anyhoo, I'll bring you back now{p}so I can study those{p}magnificent specimens!{/tp}
A35D4729    Warehouse
A3AA42F2    Delete
A467C68D    F1
A4B14659    ScareScraper Ghosts
A5ACDCE9    F2
A5E86C18    {tp:0.01}I know you're not exactly the...{p}personification of courage, but I'll{p}remind you to be careful anyhoo.{/tp}
A5E86C9C    {tp:0.01}Off you go!{/tp}
A684A487    Crypt
A73C16D9    Pit Slide
A79F01BB    Sewer
A7A6F328    F{0}
A7F1C2FD    Maintenance Hub
A7F2E844    Parlor
A80BBF3C    Congratulations!
A8453243    Capture all the ghosts!
A8505CE9    You'll do better next time!
A8D50F34    Floors
A8E7C64A    "Hey!"
A9428F5C    {clr:71D2FF}D-2{clr:pop} Hit Rock Bottom
A9F983F0    These twin sneakers are trouble with{p}a capital T! Mess with them and{p}you might end up being teleported{p}out of the room! I learned that {p}lesson the hard way.
A9FC93EB    {tp:0.01}Gaaaaasp!{p}Finally! Fresh air!{p}{p}Oh...{clr:51E949}Luigi{clr:pop}!{p}Boy, am I glad to see you.{p}{p}It was terrible. {clr:D8BCE6}Boos {clr:pop}were chasing{p}me all over the place. And that{p}laughter. That horrible laughter.{/tp}
A9FC93EC    {tp:0.01}Anyway, thanks for rescuing me!{p}{p}{p}My friend got captured too.{p}We've got to save him!{/tp}
A9FC93ED    {tp:0.01}Huh?{p}The professor didn't tell you there{p}were two of us?{p}That old coot. He always thinks{p}we're the same person.{p}I wonder if he's color blind...{/tp}
AA02BD69    Gardener's Lab
AA8A213B    {tp:0.01}{clr:51E949}Luigi{clr:pop}! You OK, youngster?{/tp}
AA8A213C    {tp:0.01}I can't believe {clr:D8BCE6}King Boo {clr:pop}pulled{p}a fast one on us like that.{/tp}
AA8A213D    {tp:0.01}I should have known.{p}He probably staged the security{p}image to lure you there!{/tp}
AA8A213E    {tp:0.01}It's just like I told you, eh, {clr:51E949}Luigi{clr:pop}?{p}{clr:D8BCE6}Boos {clr:pop}always spell trouble, especially{p}when they gang up.{/tp}
AA8A213F    {tp:0.01}But those {clr:D8BCE6}Boos{clr:pop} won't be bothering us{p}anytime soon.{/tp}
AA8A2140    {tp:0.01}They were still trapped in that train{p}when I brought you back...{/tp}
AA8A2141    {tp:0.01}but I made a quick tweak to the{p}{clr:71D2FF}Pixelator {clr:pop}and sent them all down{p}to the {clr:FF9754}Vault{clr:pop}!{p}Heh heh! Suckers!{/tp}
AA8A2142    {tp:0.01}But {clr:D8BCE6}King Boo{clr:pop} is still out there,{p}and this won't end until we defeat{p}him.{/tp}
AA8A2143    {tp:0.01}Take a breather, young feller, but{p}make it quick! Your brother is{p}counting on you!{/tp}
AAC1904F    Once you delete the profile,{p}it cannot be restored.{p}Are you sure you want{p}to delete this profile?
AAE70B04    {tp:0.01}Yowzer! What's all this?{p}Look at those ghosts stuck{p}in those crystals!{p}Did the {clr:D8BCE6}Boos {clr:pop}put them there?{p}Why?{/tp}
AAE70B05    {tp:0.01}It's just like the Toad said:{p}the {clr:D8BCE6}Boos {clr:pop}are running amok!{/tp}
AAE70B06    {tp:0.01}They seem to be extracting crystals{p}from that quarry.{p}{p}Why would they need crystals?{p}I don't like this at all.{/tp}
AAE70B07    {tp:0.01}They've been dragging that painting{p}all over {clr:FF9754}Evershade Valley{clr:pop}!{p}{p}Whoever's behind all this really{p}cares about that painting.{/tp}
AAE70B08    {tp:0.01}That shadow...{p}Does it look familiar to you?{p}{p}Nah, I'm just imagining things.{/tp}
AAE70B09    {tp:0.01}In his last report, the Toad said{p}something about the crystals having{p}strengthening qualities. Hmm...{/tp}
AB39EEE3    We've got a complication.{p}There are paranormal signals in the{p}Old Clockworks again!{p}It's ghost-hunting time, sonny!
AB7B9AA5    {tp:0.01}Excellent, {clr:51E949}Luigi{clr:pop}!{p}You got all of 'em!{p}{p}That was really fast!{p}The very definition of{p}posthaste!{p}Heh heh...{p}Let's bring you back!{/tp}
AB81934D    Haunted Catacombs
AB834936    His hunting method is simple{p}but effective: he waits until{p}somebody steps on him.
AB95106D    Grouchy Possessor
ABAFECE1    Hostile Intrusion
ABB274BD    It's time to repair that pinwheel lock!{p}Once that's done, you should be{p}able to get inside the Hollow Tree and{p}look for the passageway to the top.
ABD10496    Each sapphire is unique.{p}Collect them all!
AC416D18    Battle!
AC543BB9    Ghosts are invading the {clr:FF9754}Treacherous Mansion{clr:pop}!{p}Go to the outbreak points and capture all the{p}ghosts at each location in order to prevent a{p}paranormal catastrophe.
AC7723B8    New Boo Collected!
ACA9C736    {tp:0.01}Good job scaring those ghosts out{p}of their hiding spots, young feller!{/tp}
ACA9C737    {tp:0.01}We'd be in a real pickle if we{p}lost those {clr:71D2FF}pinwheel vanes{clr:pop}!{/tp}
ACA9C738    {tp:0.01}I'm sure I have something in my{p}toolbox that we can use to put them{p}back in place.{/tp}
ACA9C739    {tp:0.01}I'll tell ya—you really have a knack{p}for stirring up trouble, youngster.{/tp}
ACA9C73A    {tp:0.01}Stay strong, my boy.{p}We'll have that {clr:A554D0}Dark Moon{clr:pop} back in{p}the sky before you know it.{/tp}
AD054EB4    {tp:0.01}You've done it, my boy!{p}You've actually done it!{p}The final {clr:A554D0}Dark Moon{clr:pop} piece!{/tp}
AD054EB5    {tp:0.01}It's not gonna be easy, but I'll{p}try to bring you out of that{p}horrible illusion.{/tp}
AD054EB6    {tp:0.01}Come on, {clr:71D2FF}Pixelator{clr:pop}!{p}This one is crucial, baby!{p}Don't fail me now!{/tp}
AD7180E3    {tp:0.01}Criminy! The {clr:71D2FF}Poltergust 5000{clr:pop}{p}is missing the {clr:71D2FF}Strobulb{clr:pop}!{p}{p}You won't be able to open{p}that door without it.{/tp}
AD7180E4    {tp:0.01}Those pesky ghosts must've hid{p}it somewhere. It looks like a{p}little green lightbulb.{/tp}
AD7180E5    {tp:0.01}Find it, posthaste!{/tp}
AD7DD90E    Horrorca
ADA773D2    Clock Tower Gate
ADD8FF39    ɏ Records
AE0F4C0A    Basin
AE2AEAF9    Are you sure you want to take on the{p}ScareScraper without a full team?
AE509651    Room for Improvement
AEC98D95    Prospector's Crossing
AEE8E107    {tp:0.01}All right, {clr:51E949}Luigi{clr:pop}!{p}I've marked the location of the{p}ghosts on your map. Hop to it!{/tp}
AEE8E108    {tp:0.01}More ghosts about, my boy!{p}Check your map, and give 'em{p}what for!{/tp}
AEE8E109    {tp:0.01}Criminy! More still?{p}Why are they back there?{/tp}
AEF59AE3    Mission goal:
AF0B32C3    Treasure Earned!
AF5CC626    Blow with {p}Poltergust
AF62DBE9    Move
B04BB60C    Studio
B08904F7    {tp:0.01}That path leads underground,{p}but it appears to be blocked.{/tp}
B08904F8    {tp:0.01}I've always wondered what's{p}down there.{p}Hmm...{p}Anyhoo, let's get to the top{p}of that {clr:FF9754}Clock Tower{clr:pop}, eh?{/tp}
B0890938    {tp:0.01}That path leads underground,{p}but it appears to be blocked.{/tp}
B0890939    {tp:0.01}We'll find a way down there if{p}it's the last thing we do!{p}{p}Though, I'm really hoping it's{p}not the last thing we do.{p}{p}Didn't I ask you to search the{p}{clr:FF9754}Drafting Office{clr:pop}?{p}Skedaddle!{/tp}
B0E82F0B    Big Polterpup
B143EA96    {tp:0.01}All right, {clr:51E949}Luigi{clr:pop}.{p}Ready to take a gander at that{p}{clr:71D2FF}security-camera{clr:pop} image?{/tp}
B143EA97    {tp:0.01}That glow coming from outside{p}the limits of the image gives me{p}a very bad feeling!{p}It's almost like there's an evil{p}presence ordering the possessors{p}to guard the {clr:A554D0}Dark Moon{clr:pop} pieces.{/tp}
B143EA98    {tp:0.01}Could it be that all the ghosts in{p}{clr:FF9754}Evershade Valley{clr:pop} are being{p}commanded by some evil villain?{/tp}
B143EA99    {tp:0.01}Anyhoo, I could ponder forever, but{p}we need to get to the top of that{p}{clr:FF9754}Clock Tower{clr:pop} ASAP.{/tp}
B143EA9A    {tp:0.01}I trust you've still got that {clr:71D2FF}rotor{p}{clr:pop}on you?{/tp}
B143EA9B    {tp:0.01}Excellent!{p}You'll need to install it near the big{p}clock face.{/tp}
B143EA9C    {tp:0.01}And here—don't forget our precious{p}{clr:71D2FF}clock hands{clr:pop}.{/tp}
B143EA9D    {tp:0.01}It's a good thing you have such deep{p}pockets in those overalls!{p}Heh heh!{/tp}
B143EA9E    {tp:0.01}All right, youngster. It's showtime!{p}Get to the top of the {clr:FF9754}Clock Tower{clr:pop}, {p}and find that {clr:A554D0}Dark Moon{clr:pop} piece.{/tp}
B1A2C582    Rush
B1A2C583    Hunter
B1A2C584    Polterpup
B1A2C585    Surprise
B1BCF982    All Boos have been captured!
B39282A9    Use the +Control Pad to communicate{p}with other players.
B39282AA    Touch the map to place a marker{p}that other players can see.
B39282AB    Fully charge the flashlight to{p}stun several ghosts at once!
B39282AC    Use the Dark-Light Device to{p}remove curses from teammates.
B39282AD    Press ɣ to revive a nearby{p}fallen teammate.
B39282AE    Teleporter wardrobes can help you{p}strategically navigate the floor.
B39282AF    Melons and jack-o'-lanterns{p}may have surprises inside!
B39282B0    The more Red Coins you get, the better{p}your chance of winning the bonus spin!
B39282B1    Upgrades for equipment are{p}earned by your entire team!
B39282C9    The Restorator converts{p}captured ghosts into hearts!
B39282CA    The power of a Poltergust x2 or x3{p}makes capturing ghosts a breeze!
B39282CB    Invisible illusions can't hide{p}from Dark-Light Goggles!
B39282CC    Find a map power-up to see the entire{p}floor layout before taking a single step!
B39282CD    Capture ghosts with a well-timed{p}ɐ press to get extra treasure!
B39282CE    Capturing multiple ghosts at once will{p}earn you extra treasure for upgrades!
B39282CF    Take on taller ScareScrapers for more{p}chances to find rare boss ghosts!
B39282D0    A special encounter awaits{p}every five floors!
B39282D1    Rescue friends from carpet traps{p}by pulling on the corner tassels!
B39282D2    If a ghost has a paranormal shield,{p}watch the color of the Power Gauge!
B4002F5C    found a Polterpup!
B4065B30    {tp:0.01}Ah, you've found it!{p}Good work, {clr:51E949}Luigi{clr:pop}.{/tp}
B4065B31    {tp:0.01}That there is the{p}new-and-improved{p}{clr:71D2FF}Poltergust 5000{clr:pop}!{/tp}
B4065B32    {tp:0.01}It's simple to use:{p}just press ɹ to vacuum.{/tp}
B4065B33    {tp:0.01}Before you go hunting ghosts,{p}why don't you test it out on{p}some of the junk in that room?{p}Go on! Give 'er a whirl!{/tp}
B409E0CA    Cold Catcher
B4537735    This ghost would have you believe{p}that he moves really slowly,{p}but he's just trying to trick you.{p}He's actually very fast!
B4584B1F    I assigned a Toad assistant to take{p}care of the valuable exhibits in the{p}Treacherous Mansion.{p}Let's find him. He might know a thing{p}or two about the Dark Moon piece.
B48EF8F8    {tp:0.01}Let's send the clever little rascals{p}to the {clr:FF9754}Vault{clr:pop}, eh?{/tp}
B49CCC11    Floor {0} Cleared!
B4AB75F3    Drift Hall
B4AD437A    Mostly Harmless
B4B12DAF    Coward's Chasm
B4DF1E9F    Look at all of the unique gems{p}you've found throughout the{p}mansions of Evershade Valley.
B544FDD1    {tp:0.01}I'm free!{p}{p}{p}Wait... {clr:51E949}Luigi{clr:pop}?{p}What are you doing here?{/tp}
B544FDD2    {tp:0.01}Aww, it doesn't matter!{p}You're my hero!{/tp}
B550B7E8    2nd Place!
B5743AFB    Yes
B577B53D    {clr:71D2FF}E-2{clr:pop} Double Trouble
B582577E    Terrace
B5826A49    to unlock your next upgrade{p}for the Poltergust 5000!
B5836415    {tp:0.01}{clr:51E949}Luigi{clr:pop}, there was something funky{p}going on with the security image,{p}but I think I've fixed it.{/tp}
B5836416    {tp:0.01}Yep, this thing is hot off the press.{p}No other security image has been{p}taken so recently!{p}Let's take a gander.{/tp}
B5836417    {tp:0.01}{clr:D8BCE6}King Boo{clr:pop}!{p}The master of illusions!{p}{p}He's been the one pulling the strings{p}the whole time!{/tp}
B5836418    {tp:0.01}And he somehow managed to{p}capture your brother!{p}Unbelievable!{/tp}
B5836419    {tp:0.01}That fiend!{p}If he thinks we're just going to sit{p}by and—{/tp}
B583641A    {tp:0.01}Eureka!{p}The {clr:71D2FF}Parascope {clr:pop}has found a HUGE{p}signal in the {clr:FF9754}Train Exhibit{clr:pop}!{/tp}
B583641B    {tp:0.01}You've seen it in the security{p}images: wherever {clr:D8BCE6}King Boo{clr:pop} goes,{p}he takes {clr:D50000}Mario{clr:pop}'s painting with him!{/tp}
B583641C    {tp:0.01}You've got to get to that{p}{clr:FF9754}Train Exhibit {clr:pop}and rescue your{p}brother!{/tp}
B583641D    {tp:0.01}Perhaps {clr:D50000}Mario{clr:pop} can help us defeat{p}{clr:D8BCE6}King Boo{clr:pop} and restore the{p}{clr:A554D0}Dark Moon{clr:pop}!{/tp}
B5B54FC1    Yes
B5BCB36E    {tp:0.01}{clr:51E949}L{clr:pop}__{clr:51E949}gi{clr:pop}, the interfer_nce is{p}terr_ble. Are you snow_d in?{/tp}
B5BCB36F    {tp:0.01}Good th_ng you activ_ted the{p}cam_ra outside!{/tp}
B5BCB370    {tp:0.01}I'll get y_u out of there and{p}pix_late you back lat_r.{/tp}
B5BCB371    {tp:0.01}You'll w_nt to warm up b_fore{p}facing the possessor, anyw_ys!{p}H_ld on to your h__!{/tp}
B5C63F0D    King Boo has created the ultimate{p}illusion, and he's waiting for {p}you to show yourself.{p}Are you brave enough to face him{p}in his own territory once again?
B5CB6ADD    All Shook Up
B5CEE6B1    Save data is corrupted and {p}cannot be loaded. {p}{p}Save data will now be deleted.
B5D415EE    "Good job!"
B5D7B36F    Save data could not be deleted.{p}{p}Hold down the POWER Button to{p}turn off the power, and then turn{p}it on and try again.
B60F80B7    {tp:0.01}The {clr:71D2FF}Strobulb{clr:pop}, boy!{p}Use the {clr:71D2FF}Strobulb{clr:pop}!{/tp}
B60F80B8    {tp:0.01}Press and hold ɐ, then{p}release it to flash!{/tp}
B60F80B9    {tp:0.01}Stun 'em first,{p}then suck 'em up.{p}Got that?{p}Now go show those ghosts what{p}you're made of, my boy!{/tp}
B63B4DA9    Strong Poltergeist
B6A3155C    {tp:0.01}Gah! Bad dog!{p}That Polterpup is just sitting{p}there, barely out of reach!{p}If only he knew the trouble he's{p}causing us.{/tp}
B6A3155D    {tp:0.01}Do you happen to have a{p}haunted doggie treat on you?{p}Maybe you can lure him over!{p}Sorry, I just realized how{p}ridiculous that sounded...{p}{p}I guess you're gonna need to{p}find some other way in there,{p}son!{/tp}
B7450C3B    1st
B7450FC7    2nd
B745148C    3rd
B7451913    4th
B76331B8    {tp:0.01}Well, I didn't see that coming.{/tp}
B76331B9    {tp:0.01}We need to recover that {clr:71D2FF}special key{p}{clr:pop}at all costs.{/tp}
B76331BA    {tp:0.01}I tried to locate that confounded{p}canine with the {clr:71D2FF}Parascope{clr:pop}, but the{p}doggone dog's gone!{/tp}
B76331BB    {tp:0.01}Heh heh heh!{p}That's called wordplay, my{p}soft-spoken friend!{/tp}
B76331BC    {tp:0.01}Anyhoo, let's unload the{p}{clr:71D2FF}Poltergust 5000{clr:pop}. I believe you{p}captured a new kind of ghost!{/tp}
B76331BD    {tp:0.01}Now, where were we?{/tp}
B76331BE    {tp:0.01}Ah, yes. I'll try to tune the{p}{clr:71D2FF}Parascope {clr:pop}to find that dog's hiding{p}place.{/tp}
B76331BF    {tp:0.01}Why don't you take a breather, son?{/tp}
B766E009    F3
B7949367    ScareScraper Totals
B88BE893    Upgrade Reached!
B88C10BD    Confront the Source
B8A45EC0    Hard
B8AA5C49    Laboratories
B99064A0    was revived!
B9A07B0A    These greedy Greenies traded their{p}slimy bodies for ones made of molten{p}gold! Can't say I blame them.
B9E497D2    Go-Bee
B9FB4F50    {tp:0.01}Our quest is taking us to a new{p}location, {clr:51E949}Luigi{clr:pop}!{p}Aren't you excited?{/tp}
B9FB4F51    {tp:0.01}No?{p}Ho ho!{p}{p}Come on! Where's your sense{p}of adventure, son?{/tp}
B9FB4F52    {tp:0.01}Our work is far from done. We need{p}to get a handle on these ghosts, or{p}who knows how far they'll spread!{/tp}
B9FB4F53    {tp:0.01}And there's only one way to fix this{p}mess—restore the {clr:A554D0}Dark Moon {clr:pop}and{p}place it back up in the sky.{p}My {clr:71D2FF}Parascope {clr:pop}has located the next{p}piece somewhere in these{p}{clr:FF9754}Haunted Towers{clr:pop}.{/tp}
B9FB4F54    {tp:0.01}They've been abandoned for some{p}time now, so they're teeming with{p}exotic plants and, naturally, ghosts!{/tp}
B9FB4F56    {tp:0.01}You see, the {clr:FF9754}Haunted Towers{clr:pop} {p}feature a complex water system{p}that powers all the machinery.{p}So the first thing on your to-do list{p}will be to check the{p}{clr:FF9754}Hydro Generator{clr:pop}.{/tp}
B9FB4F57    {tp:0.01}Oh, and keep an eye out for new{p}types of ghosts. That goes without{p}saying.{p}Good luck, young feller!{/tp}
