Battle\COMMON.msbt
NOT_MOVE	正在觀察狀況……
CAMP_MENU_08	讀取遊戲資料。
CAMP_MENU_09	設定遊戲環境及更改難易度。
CAMP_ANALYSIS_HELP_01	\x0e\x02\0\x02\0\0的資訊。按下\x0e\x03\0\x04\0\0\x04\0能確認詳細的狀態。
CAMP_ITEM_HELP_01	與敵人戰鬥時獲得的神秘物質。當中似乎蘊藏著某種力量……
CAMP_ITEM_HELP_02	未持有此類道具。
CAMP_ITEM_HELP_00	此效果已發生。
CAMP_STATUS_HELP_00	可以確認\x0e\x02\0\x02\0\0的狀態資訊。
CAMP_STATUS_HELP_01	可以確認\x0e\x02\0\x02\0\0的狀態資訊。（個人資料已更新）
CAMP_STATUS_HELP_02	\x0e\x02\0\x02\0\0的狀態。
CAMP_STATUS_HELP_03	\x0e\x02\0\x02\0\0的狀態。（個人資料已更新）
CAMP_SKILL_NONE	尚未學習任何技能。
CAMP_SKILL_LOCK	尚未被解鎖的欄位。（於達成特定條件後解鎖。）
CAMP_PROFILE_HELP	\x0e\x02\0\x02\0\0的介紹頁面。
CAMP_EQUIP_HELP	搭配\x0e\x02\0\x02\0\0的裝備。
CAMP_CASTING_HELP_00	請選擇要替換的成員（第一個）。
CAMP_CASTING_HELP_01	請選擇要替換的成員（第二個）。
CAMP_FIELD_SKILL_INFO_00	邪惡的氣息消失了……
CAMP_FIELD_SKILL_INFO_01	聚集了邪惡的氣息……
CAMP_FIELD_SKILL_INFO_02	照亮了可疑的地方。
CAMP_FIELD_SKILL_INFO_03	不可思議的力量包覆了阿樹等人。
CAMP_FIELD_SKILL_INFO_04	對敵方幻影周圍的時間造成了變化。
CAMP_FIELD_SKILL_INFO_05	阿樹的武器寄宿了不可思議的力量。
CAMP_FIELD_SKILL_INFO_06	聚集了令人不安的氣息……
CAMP_FIELD_SKILL_INFO_07	阿樹的輝光滿溢而出。
CAMP_SETTING_HELP_BGMVOL	調節ＢＧＭ的音量。（按\x0e\x03\0\x04\0\0\x07\0套用／按\x0e\x03\0\x04\0\0\x08\0取消）
CAMP_SETTING_HELP_SEVOL	調節各種音效的音量。（按\x0e\x03\0\x04\0\0\x07\0套用／按\x0e\x03\0\x04\0\0\x08\0取消）
CAMP_SETTING_HELP_VOICEVOL	調節語音的音量。（按\x0e\x03\0\x04\0\0\x07\0套用／按\x0e\x03\0\x04\0\0\x08\0取消）
CAMP_SETTING_HELP_MSGSPEED	設定訊息的顯示速度。（按\x0e\x03\0\x04\0\0\x07\0套用／按\x0e\x03\0\x04\0\0\x08\0取消）
CAMP_SETTING_HELP_PLAYRECORD	設定獲得遊玩成就及獎項時的通知開關。（按\x0e\x03\0\x04\0\0\x07\0套用／按\x0e\x03\0\x04\0\0\x08\0取消）
CAMP_SETTING_HELP_CAMMOVELR	設定移動中左右推動\x0e\x03\0\x04\0\0\x0c\0（Ｒ操控搖桿）時的鏡頭移動方式。（按\x0e\x03\0\x04\0\0\x07\0套用／按\x0e\x03\0\x04\0\0\x08\0取消）
CAMP_SETTING_HELP_CAMMOVEUD	設定移動中上下推動\x0e\x03\0\x04\0\0\x0c\0（Ｒ操控搖桿）時的鏡頭移動方式。（按\x0e\x03\0\x04\0\0\x07\0套用／按\x0e\x03\0\x04\0\0\x08\0取消）
CAMP_SETTING_HELP_CAMLRBUTTON	設定移動中按下\x0e\x03\0\x04\0\0\x0d\0或\x0e\x03\0\x04\0\0\x0e\0時的鏡頭移動方式。（按\x0e\x03\0\x04\0\0\x07\0套用／按\x0e\x03\0\x04\0\0\x08\0取消）
CAMP_SETTING_HELP_BATTLECURSOR	設定是否記憶戰鬥中輸入指令時的游標位置。（按\x0e\x03\0\x04\0\0\x07\0套用／按\x0e\x03\0\x04\0\0\x08\0取消）
CAMP_SETTING_HELP_TOPICCALL	設定TOPIC的通知音效開關。（A鍵套用／B鍵取消）
CAMP_SETTING_HELP_DIFFICULTY	設定戰鬥難易度。（按\x0e\x03\0\x04\0\0\x07\0套用／按\x0e\x03\0\x04\0\0\x08\0取消）
CAMP_SETTING_BGMVOL	ＢＧＭ音量
CAMP_SETTING_SEVOL	ＳＥ音量
CAMP_SETTING_VOICEVOL	聲音音量
CAMP_SETTING_MSGSPEED	訊息速度
CAMP_SETTING_PLAYRECORD	遊玩成就的通知
CAMP_SETTING_CAMMOVELR	移動中的左右鏡頭操作
CAMP_SETTING_CAMMOVEUD	移動中的上下鏡頭操作
CAMP_SETTING_CAMLRBUTTON	Ｌ‧Ｒ鍵的鏡頭操作
CAMP_SETTING_BATTLECURSOR	記憶戰鬥游標位置
CAMP_SETTING_TOPICCALL	TOPIC的通知音效
CAMP_SETTING_DIFFICULTY	設定難易度
CAMP_SETTING_SELECT_NORMAL	標準
CAMP_SETTING_SELECT_FAST	快速
CAMP_SETTING_SELECT_MORE_FAST	即時
CAMP_SETTING_SELECT_DO	開
CAMP_SETTING_SELECT_DONT	關
CAMP_SETTING_SELECT_FLIP	逆向
CAMP_SETTING_SELECT_DISABLE	無效
CAMP_SETTING_SELECT_TOPIC1	通知音效＆震動
CAMP_SETTING_SELECT_TOPIC2	僅通知音效
CAMP_SETTING_SELECT_TOPIC3	僅震動
CAMP_SETTING_SELECT_TOPIC4	無
CAMP_SETTING_CONFIRM	要套用設定內容嗎？
CAMP_SETTING_INIT_CONFIRM	確定要將設定恢復至預設狀態並套用嗎？
CAMP_ITEM_NOTHING	未持有此類道具。
CAMP_SELECT_YES	脫離
CAMP_SELECT_NO	取消
CAMP_ITEM_CONFIRM	可以脫離伊多拉領域，\n回到福圖娜公司。
CAMP_SKILL_CONFIRM	可以脫離伊多拉領域，\n回到福圖娜公司。
CAMP_ITEM_CONFIRM_DUNNO	現在無法使用這個道具。
CAMP_SKILL_CONFIRM_DUNNO	現在無法使用特拉博托。
CAMP_SKILL_NOT_LEARN	沒有
CAMP_EQUIP_ARMS_HELP	搭配武器。（會影響攻擊力及屬性相剋等等）
CAMP_EQUIP_ACCESSORY_HELP	搭配飾品。（會影響防禦力及各種能力值等等）
CAMP_EQUIP_DRESS_HELP	搭配服裝。（不會影響能力）
CAMP_EQUIP_DRESS_NG_NOTICE	還不能搭配服裝。
CAMP_SKILL_ACS_CONFIRM	因飾品效果無法使用。
CAMP_SKILL_ACS_CONFIRM_00	〈飾品〉由於裝備了流浪者腳銬，\n因此無法發揮效果。
CAMP_SKILL_ACS_CONFIRM_01	〈飾品〉流浪者腳銬已產生了相同的效果。
CAMP_SKILL_ACS_CONFIRM_02	〈飾品〉漆黑的招財貓已產生了相同的效果。
CAMP_SAVE_NG	這個地方無法儲存遊戲資料。
CAMP_ITEM_SP_HEAL	似乎能提升一條ＳＰ量表……
CAMP_SELECT_USE_YES	使用
CAMP_SELECT_USE_NO	取消
CAMP_SETTING_SELECT_TOPIC5	開
CAMP_SETTING_GLASSES	眼鏡設定
CAMP_SETTING_HELP_GLASSES	設定織部翼穿便服時是否戴上眼鏡。（按\x0e\x03\0\x04\0\0\x07\0套用／按\x0e\x03\0\x04\0\0\x08\0取消）
CAMP_SETTING_SELECT_GLASSES_ON	戴上眼鏡
CAMP_SETTING_SELECT_GLASSES_OFF	不戴眼鏡
Common\ArmsInfo.msbt
ARMS_P1_01	特殊效果：無
ARMS_P1_02	特殊效果：提升對物理攻擊的迴避率。
ARMS_P1_03	特殊效果：無
ARMS_P1_04	特殊效果：無
ARMS_P1_05	特殊效果：無
ARMS_P1_06	特殊效果：無
ARMS_P1_07	特殊效果：無
ARMS_P1_08	特殊效果：無
ARMS_P1_09	特殊效果：無
ARMS_P1_10	特殊效果：無
ARMS_P1_11	特殊效果：輪到自己行動時，小幅回復ＨＰ。
ARMS_P1_12	特殊效果：無
ARMS_P1_13	特殊效果：無
ARMS_P1_14	特殊效果：無
ARMS_P1_15	特殊效果：ＳＰ量表累積速度變快。
ARMS_P1_16	特殊效果：無
ARMS_P1_17	特殊效果：提升暴擊率。
ARMS_P1_18	特殊效果：輪到自己行動時，回復２點ＥＰ。
ARMS_P1_19	特殊效果：無
ARMS_P1_21	特殊效果：提升對槍屬性的迴避率。
ARMS_P1_22	特殊效果：無
ARMS_P1_23	特殊效果：提升電擊屬性攻擊的威力。
ARMS_P1_25	特殊效果：無
ARMS_P1_26	特殊效果：物理攻擊時，\n低機率使對象陷入封印狀態。
ARMS_P1_27	特殊效果：在戰鬥開始的３次行動內\n強化自身的迴避、命中。
ARMS_P2_01	特殊效果：無
ARMS_P2_02	特殊效果：無
ARMS_P2_03	特殊效果：無
ARMS_P2_04	特殊效果：無
ARMS_P2_05	特殊效果：無
ARMS_P2_06	特殊效果：無
ARMS_P2_07	特殊效果：無
ARMS_P2_08	特殊效果：無
ARMS_P2_09	特殊效果：無
ARMS_P2_10	特殊效果：無
ARMS_P2_11	特殊效果：無
ARMS_P2_12	特殊效果：容易提早行動。
ARMS_P2_13	特殊效果：無
ARMS_P2_14	特殊效果：無
ARMS_P2_15	特殊效果：ＳＰ量表累積速度變快。
ARMS_P2_16	特殊效果：不會陷入中毒狀態。
ARMS_P2_17	特殊效果：提升暴擊率。
ARMS_P2_18	特殊效果：物理攻擊時，\n低機率使對象陷入中毒狀態。
ARMS_P2_19	特殊效果：無
ARMS_P2_20	特殊效果：提升衝擊屬性攻擊的威力。
ARMS_P2_22	特殊效果：輪到自己行動時，回復２點ＥＰ。
ARMS_P2_23	特殊效果：無
ARMS_P2_24	特殊效果：無
ARMS_P2_26	特殊效果：在戰鬥開始的３次行動內\n強化自身的迴避、命中。
ARMS_P2_27	特殊效果：減少受到斧屬性攻擊時的傷害。
ARMS_P3_01	特殊效果：無
ARMS_P3_02	特殊效果：提升暴擊率。
ARMS_P3_03	特殊效果：物理攻擊時，\n低機率使對象陷入中毒狀態。
ARMS_P3_04	特殊效果：無
ARMS_P3_05	特殊效果：無
ARMS_P3_06	特殊效果：無
ARMS_P3_07	特殊效果：輪到自己行動時，回復微量ＨＰ。
ARMS_P3_08	特殊效果：無
ARMS_P3_09	特殊效果：無
ARMS_P3_10	特殊效果：無
ARMS_P3_11	特殊效果：無
ARMS_P3_12	特殊效果：無
ARMS_P3_13	特殊效果：無
ARMS_P3_14	特殊效果：無
ARMS_P3_15	特殊效果：ＳＰ量表累積速度變快。
ARMS_P3_16	特殊效果：無
ARMS_P3_17	特殊效果：無
ARMS_P3_18	特殊效果：無
ARMS_P3_19	特殊效果：物理攻擊時，\n低機率使對象陷入混亂狀態。
ARMS_P3_21	特殊效果：提升槍屬性攻擊的威力。
ARMS_P3_22	特殊效果：提升暴擊率。
ARMS_P3_23	特殊效果：無
ARMS_P3_25	特殊效果：在戰鬥開始的３次行動內\n強化自身的攻擊威力。
ARMS_P3_26	特殊效果：極大地提升暴擊率，但降低命中率。
ARMS_P4_01	特殊效果：無
ARMS_P4_02	特殊效果：無
ARMS_P4_03	特殊效果：無
ARMS_P4_04	特殊效果：不會陷入睡眠狀態。
ARMS_P4_05	特殊效果：無
ARMS_P4_06	特殊效果：不會陷入混亂狀態。
ARMS_P4_07	特殊效果：無
ARMS_P4_08	特殊效果：無
ARMS_P4_09	特殊效果：無
ARMS_P4_10	特殊效果：無
ARMS_P4_11	特殊效果：無
ARMS_P4_12	特殊效果：無
ARMS_P4_13	特殊效果：無
ARMS_P4_14	特殊效果：減少受到魔法攻擊時的傷害。
ARMS_P4_15	特殊效果：ＳＰ量表累積速度變快。
ARMS_P4_16	特殊效果：提升冰凍屬性攻擊的威力。
ARMS_P4_18	特殊效果：輪到自己行動時，回復２點ＥＰ。
ARMS_P4_19	特殊效果：無
ARMS_P4_22	特殊效果：無
ARMS_P4_23	特殊效果：在戰鬥開始的３次行動內\n強化自身的迴避、命中。
ARMS_P4_24	特殊效果：提升對魔法攻擊的迴避率。
ARMS_P5_01	特殊效果：無
ARMS_P5_02	特殊效果：物理攻擊時，\n低機率使對象陷入中毒狀態。
ARMS_P5_03	特殊效果：提升暴擊率。
ARMS_P5_04	特殊效果：輪到自己行動時，回復微量ＨＰ。
ARMS_P5_05	特殊效果：無
ARMS_P5_06	特殊效果：物理攻擊時，\n低機率使對象陷入魅惑狀態。
ARMS_P5_07	特殊效果：無
ARMS_P5_08	特殊效果：無
ARMS_P5_09	特殊效果：無
ARMS_P5_10	特殊效果：無
ARMS_P5_11	特殊效果：無
ARMS_P5_12	特殊效果：無
ARMS_P5_13	特殊效果：ＳＰ量表累積速度變快。
ARMS_P5_14	特殊效果：無
ARMS_P5_16	特殊效果：大幅提升暴擊率。
ARMS_P5_19	特殊效果：無
ARMS_P5_21	特殊效果：物理攻擊時，\n低機率使對象陷入睡眠狀態。
ARMS_P5_22	特殊效果：物理攻擊時，\n低機率使對象陷入昏厥狀態。
ARMS_P6_01	特殊效果：無
ARMS_P6_02	特殊效果：無
ARMS_P6_03	特殊效果：提升暴擊率。
ARMS_P6_04	特殊效果：無
ARMS_P6_05	特殊效果：無
ARMS_P6_06	特殊效果：物理攻擊時，\n低機率使對象陷入魅惑狀態。
ARMS_P6_07	特殊效果：無
ARMS_P6_08	特殊效果：無
ARMS_P6_09	特殊效果：無
ARMS_P6_10	特殊效果：無
ARMS_P6_11	特殊效果：無
ARMS_P6_12	特殊效果：ＳＰ量表累積速度變快。
ARMS_P6_15	特殊效果：減少受到物理攻擊時的傷害。
ARMS_P6_18	特殊效果：物理攻擊時，\n低機率使對象陷入混亂狀態。
ARMS_P6_19	特殊效果：極大地提升暴擊率，但降低命中率。
ARMS_P7_01	特殊效果：提升暴擊率。
ARMS_P7_02	特殊效果：輪到自己行動時，回復微量ＨＰ。
ARMS_P7_03	特殊效果：無
ARMS_P7_04	特殊效果：無
ARMS_P7_05	特殊效果：無
ARMS_P7_06	特殊效果：無
ARMS_P7_07	特殊效果：無
ARMS_P7_08	特殊效果：無
ARMS_P7_09	特殊效果：無
ARMS_P7_10	特殊效果：ＳＰ量表累積速度變快。
ARMS_P7_13	特殊效果：大幅提升暴擊率。
ARMS_P7_16	特殊效果：在戰鬥開始的３次行動內\n強化自身的攻擊威力。
ARMS_P7_17	特殊效果：物理攻擊時，\n低機率使對象陷入中毒狀態。
Common\ArmsName.msbt
ARMS_P1_01	封劍法爾西昂
ARMS_P1_02	刺劍
ARMS_P1_03	銳劍‧拉皮耶
ARMS_P1_04	尊貴刺劍
ARMS_P1_05	帝威劍
ARMS_P1_06	奪命之劍
ARMS_P1_07	應答之劍
ARMS_P1_08	墨丘利
ARMS_P1_09	薇波劍
ARMS_P1_10	索爾‧卡提
ARMS_P1_11	神劍法爾西昂
ARMS_P1_12	伯勒孟
ARMS_P1_13	斬裂劍
ARMS_P1_14	瑞瓦提恩
ARMS_P1_15	真劍法爾西昂
ARMS_P1_16	鐵劍
ARMS_P1_17	光輝之劍
ARMS_P1_18	石磨切割者
ARMS_P1_19	寶劍莫耶
ARMS_P1_21	宏偉刺劍
ARMS_P1_22	米斯特汀
ARMS_P1_23	迪朗達爾
ARMS_P1_25	丹斯雷夫
ARMS_P1_26	天之神劍
ARMS_P1_27	鬥牛士之劍
ARMS_P2_01	鐵羽槍
ARMS_P2_02	詛咒之槍
ARMS_P2_03	光輝之槍
ARMS_P2_04	銀羽槍
ARMS_P2_05	血之槍
ARMS_P2_06	隼風
ARMS_P2_07	音速羽槍
ARMS_P2_08	皆朱槍
ARMS_P2_09	羽翼之槍
ARMS_P2_10	英勇羽槍
ARMS_P2_11	天沼矛
ARMS_P2_12	昆古尼爾
ARMS_P2_13	蜻蛉切
ARMS_P2_14	古拉迪烏斯
ARMS_P2_15	飄逸羽槍
ARMS_P2_16	鋼羽槍
ARMS_P2_17	必殺槍
ARMS_P2_18	毒刺槍
ARMS_P2_19	獨角獸之槍
ARMS_P2_20	速贄
ARMS_P2_22	迦樓羅
ARMS_P2_23	龍騎士之槍
ARMS_P2_24	魔槍塔斯拉姆
ARMS_P2_26	室建陀之槍
ARMS_P2_27	歐貝利斯克
ARMS_P3_01	鐵投槍
ARMS_P3_02	精細投槍
ARMS_P3_03	致毒投槍
ARMS_P3_04	銀投槍
ARMS_P3_05	山楂投槍
ARMS_P3_06	人間無骨
ARMS_P3_07	英勇投槍
ARMS_P3_08	岩融
ARMS_P3_09	朗基努斯
ARMS_P3_10	御手杵
ARMS_P3_11	光之聖槍
ARMS_P3_12	屠殺者
ARMS_P3_13	蓋伯爾加
ARMS_P3_14	破滅
ARMS_P3_15	布流納庫
ARMS_P3_16	烈風投槍
ARMS_P3_17	埃力格
ARMS_P3_18	邪槍納茲
ARMS_P3_19	斯雷普尼爾
ARMS_P3_21	天之尾羽張
ARMS_P3_22	三叉戟
ARMS_P3_23	火尖槍
ARMS_P3_25	勃艮第
ARMS_P3_26	黃泉比良阪
ARMS_P4_01	鐵杖
ARMS_P4_02	致死之杖
ARMS_P4_03	咒術之杖
ARMS_P4_04	銀杖
ARMS_P4_05	莉莉絲之杖
ARMS_P4_06	金剛杖
ARMS_P4_07	世界樹之杖
ARMS_P4_08	放逐之杖
ARMS_P4_09	惡魔之杖
ARMS_P4_10	提爾狩斯
ARMS_P4_11	妙爾尼爾
ARMS_P4_12	神使之杖
ARMS_P4_13	擊退之杖
ARMS_P4_14	因陀羅之杵
ARMS_P4_15	沙魯爾
ARMS_P4_16	水晶骷髏之杖
ARMS_P4_18	海德倫
ARMS_P4_19	亞斯塔錄之杖
ARMS_P4_22	阿斯克勒庇厄斯
ARMS_P4_23	脫離之杖
ARMS_P4_24	羅蕾萊
ARMS_P5_01	長弓
ARMS_P5_02	致毒弓
ARMS_P5_03	必殺弓
ARMS_P5_04	聖弓
ARMS_P5_05	梓弓
ARMS_P5_06	伽摩弓
ARMS_P5_07	弘烈弓
ARMS_P5_08	帕提亞
ARMS_P5_09	聖弓伊奇巴爾
ARMS_P5_10	甘提婆
ARMS_P5_11	引決弓
ARMS_P5_12	天之麻迦古弓
ARMS_P5_13	毗納卡
ARMS_P5_14	滅國
ARMS_P5_16	霓虹弓
ARMS_P5_19	尼德霍格
ARMS_P5_21	丑三賴政
ARMS_P5_22	天啟
ARMS_P6_01	戰斧
ARMS_P6_02	斧槍
ARMS_P6_03	必殺斧
ARMS_P6_04	銀斧
ARMS_P6_05	奧特克雷勒
ARMS_P6_06	閃雷斧
ARMS_P6_07	烏爾邦
ARMS_P6_08	溫德朗特
ARMS_P6_09	惡魔之斧
ARMS_P6_10	瓦西里科斯
ARMS_P6_11	婆羅娑羅魔之斧
ARMS_P6_12	聖斧塞縛悉底迦
ARMS_P6_15	阿隆戴特
ARMS_P6_18	電漿斧
ARMS_P6_19	吉力麥卡拉
ARMS_P7_01	必殺劍
ARMS_P7_02	倭刀
ARMS_P7_03	天津
ARMS_P7_04	銀劍
ARMS_P7_05	正宗
ARMS_P7_06	火之迦具土
ARMS_P7_07	八束之劍
ARMS_P7_08	瑞格內爾
ARMS_P7_09	天叢雲劍
ARMS_P7_10	布都御靈
ARMS_P7_13	將門之劍
ARMS_P7_16	草薙劍
ARMS_P7_17	村雨
Common\AutoMapIconHelp.msbt
IconHelp_DungeonExit	迷宮出入口
IconHelp_Up	向上移動
IconHelp_Down	向下移動
IconHelp_Elevator	電梯
IconHelp_TownExit	ＥＸＩＴ
IconHelp_Terminal	傳送通道
IconHelp_Gimmick	開關或特殊裝置
IconHelp_Etc	其他地點
IconHelp_Difference	垂直移動
IconHelp_OneWay	單行道
IconHelp_Wall	特殊的牆壁
IconHelp_Treasure	特殊的寶箱
IconHelp_SideStory	可進行的支線劇情
IconHelp_ReqReady	可進行的委託
IconHelp_ReqProcess	進行中的委託
IconHelp_ReqReport	可回報的委託
IconHelp_NextChapter	前往下個章節
IconHelp_Target	目標
IconHelp_Cure	回復設施
IconHelp_Accessory	首飾店
IconHelp_Item	消耗道具店
IconHelp_Unity	統合設施
IconHelp_Cafe	咖啡廳
IconHelp_Stodio	訓練教室
IconHelp_Goods	服飾店
IconHelp_Unknown	？？？
Common\Award.msbt
AWARD_LOCK	？？？
AWARD_001	最佳敘事獎
AWARD_002	最佳男主角獎　蒼井樹
AWARD_003	最佳女主角獎　織部翼
AWARD_004	最佳男主角獎　赤城斗馬
AWARD_005	最佳女主角獎　黑乃霧亞
AWARD_006	最佳女主角獎　弓弦艾莉歐諾拉
AWARD_007	最佳女主角獎　源真守
AWARD_008	最佳男主角獎　劍彌代
AWARD_009	最佳配角獎　志摩崎舞子
AWARD_010	最佳配角獎　琪姬
AWARD_011	最佳配角獎　巴里‧古德曼
AWARD_012	幻影男演員獎　庫洛武
AWARD_013	幻影女演員獎　希達
AWARD_014	幻影男演員獎　凱因
AWARD_015	幻影女演員獎　撒拉
AWARD_016	幻影男演員獎　維沃爾
AWARD_017	幻影男演員獎　多加
AWARD_018	幻影男演員獎　拿巴爾
AWARD_019	東京徒步競賽獎
AWARD_020	幻想紀錄片獎
AWARD_021	場地動作獎
AWARD_022	戰鬥舞台激戰獎
AWARD_023	戰鬥舞台表現獎
AWARD_024	戰鬥舞台造型獎
AWARD_025	最佳買家獎
AWARD_026	最佳挑戰者獎
AWARD_027	自由自在獎
AWARD_028	福圖娜新人獎
AWARD_029	福圖娜奮戰獎
AWARD_030	ＨＡＬＬ　ｏｆ　ＦＡＭＥ
AWARD_HELP_A_001	？？？（故事相關）
AWARD_HELP_A_002	？？？（與某位成員相關）
AWARD_HELP_A_003	？？？（與某位成員相關）
AWARD_HELP_A_004	？？？（與某位成員相關）
AWARD_HELP_A_005	？？？（與某位成員相關）
AWARD_HELP_A_006	？？？（與某位成員相關）
AWARD_HELP_A_007	？？？（與某位成員相關）
AWARD_HELP_A_008	？？？（與某位成員相關）
AWARD_HELP_A_009	？？？（與某位成員相關）
AWARD_HELP_A_010	？？？（與某位成員相關）
AWARD_HELP_A_011	？？？（與某位成員相關）
AWARD_HELP_A_012	？？？（與某位幻影相關）
AWARD_HELP_A_013	？？？（與某位幻影相關）
AWARD_HELP_A_014	？？？（與某位幻影相關）
AWARD_HELP_A_015	？？？（與某位幻影相關）
AWARD_HELP_A_016	？？？（與某位幻影相關）
AWARD_HELP_A_017	？？？（與某位幻影相關）
AWARD_HELP_A_018	？？？（與某位幻影相關）
AWARD_HELP_A_019	？？？（與東京的土地相關）
AWARD_HELP_A_020	？？？（與伊多拉領域相關）
AWARD_HELP_A_021	？？？（場地相關）
AWARD_HELP_A_022	？？？（戰鬥相關）
AWARD_HELP_A_023	？？？（戰鬥相關）
AWARD_HELP_A_024	？？？（戰鬥相關）
AWARD_HELP_A_025	？？？（金錢和商店相關）
AWARD_HELP_A_026	？？？（挑戰要素相關）
AWARD_HELP_A_027	？？？（生活方式相關）
AWARD_HELP_A_028	？？？（秘密獎項）
AWARD_HELP_A_029	？？？（秘密獎項）
AWARD_HELP_A_030	？？？（秘密獎項）
AWARD_HELP_B_001	徹頭徹尾地體驗了故事劇情
AWARD_HELP_B_002	對蒼井樹瞭若指掌
AWARD_HELP_B_003	對織部翼瞭若指掌
AWARD_HELP_B_004	對赤城斗馬瞭若指掌
AWARD_HELP_B_005	對黑乃霧亞瞭若指掌
AWARD_HELP_B_006	對弓弦艾莉歐諾拉瞭若指掌
AWARD_HELP_B_007	對源真守瞭若指掌
AWARD_HELP_B_008	對劍彌代瞭若指掌
AWARD_HELP_B_009	對志摩崎舞子瞭若指掌
AWARD_HELP_B_010	對琪姬瞭若指掌
AWARD_HELP_B_011	對巴里‧古德曼瞭若指掌
AWARD_HELP_B_012	對庫洛武瞭若指掌
AWARD_HELP_B_013	對希達瞭若指掌
AWARD_HELP_B_014	對凱因瞭若指掌
AWARD_HELP_B_015	對撒拉瞭若指掌
AWARD_HELP_B_016	對維沃爾瞭若指掌
AWARD_HELP_B_017	對多加瞭若指掌
AWARD_HELP_B_018	對拿巴爾瞭若指掌
AWARD_HELP_B_019	走遍東京的每個角落
AWARD_HELP_B_020	走遍伊多拉領域的每個角落
AWARD_HELP_B_021	完成了所有場地動作
AWARD_HELP_B_022	精通戰鬥舞台的戰鬥
AWARD_HELP_B_023	在戰鬥舞台完成各式各樣的表演
AWARD_HELP_B_024	追求戰鬥舞台的時尚潮流
AWARD_HELP_B_025	對金錢與商店瞭若指掌
AWARD_HELP_B_026	完成了諸多挑戰
AWARD_HELP_B_027	展現出了無拘無束的生活方式
AWARD_HELP_B_028	達成了遊玩成就的５％
AWARD_HELP_B_029	達成了遊玩成就的５０％
AWARD_HELP_B_030	征服了幻影異聞錄＃ＦＥ！
AWARD_DATE_YET	－－－－／－－／－－　－－：－－
AWARD_DATE_GET	%04d／%02d／%02d　%02d：%02d
Common\BtlName.msbt
CHARA_001	蒼井樹
CHARA_002	織部翼
CHARA_003	赤城斗馬
CHARA_004	黑乃霧亞
CHARA_005	弓弦艾莉歐諾拉
CHARA_006	源真守
CHARA_007	劍彌代
EN_SLIME	布羅怖
EN_SICKLE	鐮刀
EN_SWORD	劍
EN_SPEAR	槍
EN_000	漢堡小丑
EN_001	芽孢桿菌
EN_002	黑多拉
EN_003	第五元素
EN_004	裂嘴骷髏頭
EN_005	裂嘴地獄看門犬
EN_006	裂嘴地獄修道士
EN_007	深海水母
EN_008	利維坦
EN_009	深淵怪
EN_010	布里托利亞斯
EN_011	ＳＡＤＡＫＯ
EN_012	黃泉醜女
EN_013	里根
EN_014	卡莉
EN_015	山怪
EN_016	炎魔
EN_017	雪怪
EN_018	史拉坦
EN_019	驚嚇幽靈
EN_020	禮服幽靈
EN_021	卡斯伯
EN_022	吵鬧幽靈
EN_023	巨人
EN_024	風神
EN_025	雷神
EN_026	泰坦
EN_027	蠕蟲
EN_028	吸血蟲
EN_029	貪婪蟲
EN_030	寄生蟲
EN_031	山怪模型
EN_032	里根布萊爾
EN_033	山怪
EN_034	代理師父‧初段
EN_035	代理師父‧貳段
EN_036	代理師父‧參段
EN_037	代理師父‧肆段
EN_038	代理師父‧伍段
EN_039	代理師父‧陸段
EN_040	幻影師父
EN_041	門生
EN_042	飾演人質的幻影Ｂ
EN_043	飾演人質的幻影Ｃ
EN_044	濁色的飛馬騎士
EN_045	濁色的飛馬騎士
EN_046	黑鐵的劍客
EN_047	朱金的劍客
EN_048	白銀的刀劍將領
EN_049	護衛的劍客
EN_050	黑皮革的蠻族
EN_051	赤皮革的蠻族
EN_052	白皮革的勇士
EN_053	護衛的蠻族
EN_054	黑魔道士
EN_055	朱魔道士
EN_056	白邪術師
EN_058	黑鐵的戰馬騎士
EN_059	朱金的聖騎士
EN_060	紫鎧的暗騎士
EN_062	黑弓兵
EN_063	朱弓兵
EN_064	白狙擊手
EN_066	黑暗魔法師
EN_067	朱暗魔法師
EN_068	白德魯伊
EN_069	司儀的德魯伊
EN_070	黑翼的飛馬騎士
EN_071	朱翼的飛馬騎士
EN_072	白翼的暗飛馬騎士
