Text/archive_MES
ARC_CHARA_PL0000_001	Cereza
ARC_EM_TXT_EM0010_001_0000	Rank: Pawn\n\nThe most commonly seen quadruped faerie of Avalon. They are known to be slightly moody, but universally love to play tricks. Souls are their main source of sustenance, and they usually live off the negative vibes acquired from tormenting humans and wisps. They also vary in size; Aos Sí who have lived for longer periods tend to be larger and significantly more dangerous.\n\nAmong faeries, they are an inferior breed with no special abilities to speak of, but their basic physical strength still averages with that of an adult human. As they can use both weapons and magic, they can pose a significant threat in their own right. That being said, most have a poor sense of sight, hearing, and smell, and can thus usually be avoided by simply hiding.\n\nThey are usually tasked with minor guard duty, instructed to report anything suspicious to their commanding faerie officers. Being discovered by one could quickly result in a whole faerie army coming to their aid, so it is usually best to avoid confrontation when unnecessary.
ARC_EM_TXT_EM0010_002_0000	Rank: Pawn\n\nA quadruped faerie wielding a cannon created with Avalonian weaponsmithing. Desperate for any opportunity to open fire, and usually will do so the instant an enemy is spotted. The cannon has poor accuracy and Bogies have terrible aim, but the ammunition it uses can be quite damaging in the off chance it hits. As the shots themselves are also not particularly fast, they can be safely avoided if one watches the trajectory closely.\n\nBogie are primarily tasked to find humans and lure them to larger groups of faeries. To accomplish this they station themselves in one spot, waiting for passersby. Of course, they're not good at waiting, and usually start blasting away for some reason before long enough.\n\nThe ammunition they use is relatively simple to make, so they essentially never run out - if spotted, it's advantageous to take them out of the picture early.
ARC_EM_TXT_EM0010_003_0000	Rank: N/A\n\nA rudimentary machine created by the faeries with the supposed purpose of scaring intruders.\nSimply put, it's a walking bomb. It contains enough explosives to clear away a large chunk of debris, so it's probably a good deal too strong for just intimidation tactics. If you walk into one you're probably dead, but that's a design flaw that doesn't particularly bother the faeries.\n\nThe bombs are built using bombagranates from the forest with a dash more firepower applied through faerie magic. Many faeries comment the noise it makes upon detonation sounds like a loud, banshee-esque scream, which they took into consideration when deciding its name.\n\nWhile able to move around by itself to some extent, in order to prevent any disastrous false detonations, it requires to be given an objective before it is armed. This configuration needs to, however, be done by a faerie, and the slightest impact after its completion will result in immediate detonation, making this job rather unpopular among faeries.
ARC_EM_TXT_EM0010_004_0000	Rank: Pawn\n\nA quadruped faerie that uses a large shield to protect itself and other faeries from enemy attacks. Receiving formal training from its biped seniors, it is capable of fending off most attacks from the front. Unfortunately, just managing that requires most of its concentration, which also means it is rarely successful in being of any help to its allies. It also seems so fixated on protecting itself that it forgets to attack.\n\nSpriggans' shields were forged from adamant ore during Avalon's feudal period. The shields are maintained by the Spriggans collectively and kept in near flawless condition. If any are ever lost, it is considered the group's responsibility. \n\nThe curly tip design at the shield's top often snags on things in the forest and most Spriggans wish it could be removed.
ARC_EM_TXT_EM0010_005_0000	Rank: N/A\n\nA faerie spirit summoned by Fauns. They tend to have a fairer complexion than flesh and blood faeries, and the trademark of being faintly transparent. Though a spirit, the Fauns' magic gives them a corporeal form in this world. Fauns largely summon Barghest for this reason - so they can be a physical shield whenever harm comes a Faun's way. Having no will of their own, the Barghest have no choice but to be used as their Faun master sees fit.\n\nReborn as a spirit after dying in Avalon, they could be said to be for faeries what wisps are to humans. The faeries have no culture of showing respect to their dead, so they are not honoured. After some research, they seem unable to release negative vibes no matter how much they are tormented, so most faeries find little use for them.\n\nThere are instances of some simply appearing out of thin air, wandering the forest aimlessly, but they are rarely tied to the earthly world for too long.
ARC_EM_TXT_EM0010_006_0000	Rank: Pawn\n\nA faerie wizard with a flaming staff. Though a wizard by name, they are limited to using flame magic. Still, the flame magic of faeries can be quite powerful, and Salamander are able to create raging flames that can grow many times larger than their tiny stature. While other faeries typically would value their assistance on the sidelines, sometimes their spells slip out of their control and fry their allies.\n\nThough flame magic is something that has existed among the faeries for ages, each faerie's aptitude is decided for the most part at birth and can range drastically. Salamanders display more natural talent than other faeries, and they show a fair bit of pride regarding this.\n\nSalamander sometimes will sneak into human villages to play tricks by setting things on fire, so they are typically associated with fire to humans as well. Only, as faeries are not known to use flame magic, they are simply considered to be faeries drawn to the flame.
ARC_EM_TXT_EM0010_007_0000	Rank: Pawn\n\nA quadruped faerie wizard with a pointy hat. While still being a lesser faerie, they have acquired a few useful spells, including teleportation and duplication. Their offensive arsenal may not be as powerful as that of higher ranking faeries, but it generally serves its purposes. Their trademark in combat is to trap their enemy and make them suffer slowly. To their opponent's advantage, they're not especially quick spellcasters.\n\nThey are quite studious and learn most faerie magic fundamentals under biped wizard faeries known as "Sparcanagh." But they are always seeking out additional knowledge, sometimes going as far as to dig through the forgotten belongings of humans who disappeared here. Their triangle hat is said to be them mimicking human culture in a show of respect for the great wizards of legend.\n\nOn a strange side note, they casts their spells in a low, soft voice that has been likened to whispering sweet nothings to an admirer.
ARC_EM_TXT_EM0010_008_0000	Rank: Pawn\n\nA quadruped faerie with a clunky helmet covering most of their head. Originally Aos Sí, their helmets are received from higher ranking officers when promoted. Their control of their abilities surpasses those of normal quadrupeds, and they have trained tirelessly to build an indomitable fortitude. Undoubtedly the strongest of all the quadruped faeries, they may possibly hold their own with some of the bipeds. This is all greatly diminished by the fact that their helmet is so big and heavy they can barely see anything.\n\nStill, to a Dvergr, their helmet is their greatest source of pride. Though they take care of it with great dedication, its overall craftsmanship is substandard, and it breaks easily upon impact. For this reason, many Dvergr learn how to forge and repair armour, and by result of this, assist in the maintenance of other faerie's armour as well. Some Dvergr have even gone so far as to retire from the battlefield completely and hammer away all day in their smithy to provide adequate weaponry for all faerie kind. 
ARC_EM_TXT_EM0010_009_0000	Rank: Pawn\n\nA shrewd faerie excelling at planting traps around Avalon to snatch up the unsuspecting. Most are well versed in the forest's byways, knowing just the inconspicuous spots to set a trap for maximum effect; a true nuisance of a faerie.\n\nLikely due to the fact that their principal targets are humans and wisps, they often will place jewels or other shiny objects near their traps as bait. Some are even cunning enough to make their own treasure chests and then booby trap the area around it. Those unknowing of these admonishable habits think of the Leipreachán as a "safekeeper of treasure", and believe them to know where buried gold and other treasures may be hidden.\n\nThe traps they make are built using wood straight from the forest, meaning there is no shortage of materials. This has made it possible for the Leipreacháns to build an absurd amount of traps in the forest. Some wild faeries of the forest have even taken to copying Leipreacháns in recent years, leaving traps in all sorts of strange places.
ARC_EM_TXT_EM0010_013_0000	Rank: Pawn\n\nA quadruped faerie that dons a unique spiralling helmet. Knockers use this helmet like a drill and spin their bodies to burrow into the ground. The helmet is made more than durable enough to withstand this. This technique is primarily used to dig underground tunnels for transporting energy, but when in battle, Knockers can use it to spring up from under their opponent with a shockingly powerful attack. The offensive ability of this assault makes them an enemy to be feared.\n\nSince they spend most of their day burrowed in the ground, they have even worse eyesight than that of a typical faerie. They also seem to be weak to sunlight, and as so, do not like to be above ground for longer than necessary. Because of this, there are actually faeries who don't even know Knockers exist.\n\nTheir constant burrowing has led them to discover many locations of hidden jewels and beds of ore. Sadly, they aren't the most generous faeries and tend to keep this information a secret from anyone, other faeries included. \n\n
ARC_EM_TXT_EM0010_014_0000	Rank: Amber Knight\n\nA mischievous clown in training. They belong to the Amadán Circus Troupe, where they used to learn under Amadán Dubh until he lost his mind. Since then they have taken over his work as general overseer of Faerieland Tower, where they are in charge of collecting negative vibes via wisp torment.\n\nWhile still learning to be a clown, they have displayed expert skill in turning wisp torment into a performance art, and accumulated a great amount of negative vibes due to it.\n\nThough relatively weak for a faerie, they are devious schemers, always thinking of new tricks to try, each one almost unanimously translatable to an effective method of wisp torment.\n\nUsing the wisp energy they have collected, they have learned how to create barriers for themselves, but overall they're not very threatening in battle.
ARC_EM_TXT_EM0015_000_0000	Rank: Pawn\n\nA faerie that randomly formed large wings that allow it to fly freely in the sky. Normally they spend their time patrolling Avalon from the skies, swooping down to alert the other faeries of anything suspicious they may come across. Their wings also prove useful for carrying supplies to different parts of the forest.\n\nAs fighters, they are fairly strong, picking out unsuspecting prey from the sky with the cannon latched on them. Still, as if in exchange for their wings, their bodies are frail, and most can be knocked out of the air with a single well-placed hit.\n\nWhat causes these sudden wing growths in faeries has been researched, but no conclusive evidence has been discovered. As such, most attempts to create more Pixies are done through mere guesswork, and few have been successful so far, making Pixies relatively rare.
ARC_EM_TXT_EM0120_000_0000	Rank: Sapphire Bishop\n\nA faerie so rare that only a handful are said to exist in Avalon.\n\nFrom birth, they possess physical strength and magic ability far greater than that of other bipeds, and as such have the reputation of a one-faerie army. \n\nDue to their incredible skill, many have appeared beside the royalty of past faerie dynasties, and faeries would often rumour that allying with a Murúch was the easiest way to becoming the next faerie king.\n\nOut of their magic abilities, they seem to prefer ice, and are able to use it to adapt to any situation, from long-distance ice blasts to propelling themselves with ice to charge at the enemy. The earth-shattering power of their every attack is so incredible that it is advised to never attempt to face them head on.\n\nMany Murúch are seated in influential roles in the faerie kingdom and possess considerable authority. If ever an enemy appears that proves too much for any of their subordinates, Murúch will step in to deal swift justice.
