Text/archive_MES
ARC_CHARA_PL0000_001	瑟蕾莎
ARC_EM_TXT_EM0000_002_0000	【階級：紫晶騎士】\n\n二足妖精術士，會召喚妖精靈體——巴格斯特，\n並隨心所欲地操控，有如自己身體的一部分。\n其奴役大量靈體的模樣，\n讓人聯想到監視羊群的牧神。\n\n戰鬥時主要處於後方位置，\n用召喚來的靈體提供後援。\n召喚大量巴格斯特以量取勝的戰法\n十分具威脅性。\n對祂們而言，\n同胞的靈體不過是無足輕重的棋子，\n遇到危險時會毫不猶豫地\n拿巴格斯特當盾牌。\n\n潘恩的召喚術和基於契約\n召喚惡魔的暗影魔女不同，\n祂們會洗腦受召喚者，\n好隨意呼喚靈體現身。\n因此能力強大的個體\n甚至能召喚巴格斯特以外的對象。\n有則流傳的軼聞是這麼說的：\n在某個小鎮，曾有上百名孩童受潘恩\n操縱成為其眷屬，就此消失在這世界上。
ARC_EM_TXT_EM0000_003_0000	【階級：尖晶騎士】\n\n二足妖精術士，因修習大量知識而精通\n妖精法術。多擁有在妖精當中不惶多讓的\n強大力量，會用強勁的法術不斷攻擊對手。\n\n另外，祂們也對自己施加肉體強化術，\n獲得了承受疲勞和痛覺的耐性。\n使用的法術源自人類的負面能量，\n當對手越焦慮、恐懼，\n祂們施展的法術威力就越強大。\n\n好奇心旺盛，每天都在解讀森林裡\n自古流傳的書籍並研究新法術。\n祂們開發出的法術包羅萬象，\n從有用的到完全發揮不了作用的都有。\n似乎相當著重在戰場上反覆試驗，\n因此偶有麾下妖精被施放效果不明的法術\n而受到傷害的案例。
ARC_EM_TXT_EM0000_004_0000	【階級：黃玉騎士】\n\n全身包覆堅固鎧甲，手持沉重錘矛的\n二足妖精騎士。\n擔任妖精大隊長，將完成任務視為第一優先。\n為完成任務不計代價，甚至自己也會\n積極殺入前線，以壓倒性的力量擊潰對手。\n\n歌革瑪各身上的裝備都是代代相傳、\n歷史悠久。\n唯有立下顯著戰功的二足妖精，\n與上一代歌革瑪各單挑獲勝後，\n才能承襲祂的裝備。\n\n在二足妖精中數一數二的善戰，\n不會一個勁兒地攻擊，而會依對手\n靈活地選擇戰術，具備戰略頭腦。\n祂們邊以鎧甲防禦，邊精準攻擊對手的實力，\n可說是極具威脅性。\n而祂們從頭盔縫隙間窺視的陰暗眼神，\n也散發出足以讓敵人絕望的壓迫感。
ARC_EM_TXT_EM0000_005_0000	【階級：黃玉騎士】\n\n二足魔戰士，\n能自由操縱火與石之法術。\n同時擅長操持武器和施展法術，\n能因應各種狀況。\n祂們所擅長的石防護術\n可提供夥伴堅不可摧的防禦效果；\n而火焰攻擊術則能產出堪比熔岩的熱能，\n將膽敢忤逆祂們的對手全部化為灰燼。\n\n莫爾西伯使用的是以負能量為能源的\n特殊石與火焰之力。\n常常使用這些法術的莫爾西伯，\n會比其他妖精更積極攝取能量。\n\n火焰法術自古以來流傳於阿瓦隆森林，\n一般認為使用此種法術的妖精，\n心智會逐漸遭到侵蝕，最終精神失常。\n莫爾西伯也不例外，\n很多個體處於失控發狂的邊緣，\n一旦上戰場就會有如臣服於力量之下，\n化身恐怖狂戰士，變得狂暴不已。
ARC_EM_TXT_EM0010_001_0000	【階級：兵】\n\n是森林裡最常見的四足妖精。\n絕大多數都喜歡惡作劇、喜怒無常。\n以靈魂為主食，\n吸食虐待人類或人魂而產生的負面能量而活。\n個體之間有體格差異，\n大型伊斯錫多為活了很久的強壯妖精，\n需特別留意。\n\n在妖精中屬於力量較弱者，\n雖然不具備特殊能力，\n但力氣比起成人毫不遜色。\n此外，祂們也會操作武器或法術，\n因此不容小覷。\n不過祂們的五感並不敏銳，\n只要躲起來就能避開。\n\n多擔任哨兵，\n負責把入侵森林者的情報傳達給上級妖精。\n一旦被祂們發現，妖精大軍就會追殺而來，\n所以在森林中要盡可能小心謹慎地行動。
ARC_EM_TXT_EM0010_002_0000	【階級：兵】\n\n是攜帶大炮的四足妖精。祂們的大炮\n是以妖精特有技術「妖精工藝」製作而成。\n似乎對射擊這件事本身很著迷，\n一發現敵人就會樂得拿起大炮亂射，\n相當危險。\n雖然大炮射擊的精準度和祂們的射擊技巧\n都不高，不過炮彈的威力相當大。\n由於炮彈速度不快，\n只要看清彈道就不難閃避。\n\n祂們的工作是用大炮威嚇並擾亂發現的人類，\n再將其引誘至其他妖精的所在處。\n所以祂們也會定點留守，埋伏等待獵物上門。\n不過個性其實不擅長等待，\n常會按捺不住而發射大炮。\n\n炮彈的製造成本似乎不高，\n所以祂們沒有彈藥耗盡的概念。\n最好優先對付祂們。\n
ARC_EM_TXT_EM0010_003_0000	【階級：無】\n\n妖精製造的機械陷阱傀儡，\n用來威嚇阿瓦隆森林的入侵者。\n簡單來說是一種自走炸彈，\n威力足以把瓦礫炸得粉碎。\n一旦遭到爆炸波及恐怕危及性命，\n就威嚇用來說威力稍嫌過強。\n但據說這也在開發者的預料之中。\n\n此炸彈是妖精以森林原生魔界植物為基礎\n再施法增強破壞力而成的產物。\n有人認為爆炸產生的巨響聽起來像尖叫聲，\n便參考傳說以尖叫著名的怪物為它命名。\n\n在某種程度上可以自主行動，\n但為了防止意外爆炸，\n必須先設定目標才會引爆。\n不過目標只能由妖精設定，\n且設定後，只要受到些微衝擊就會爆炸，\n因此評價不是很好。
ARC_EM_TXT_EM0010_004_0000	【階級：兵】\n\n四足妖精。\n負責用盾牌為周圍的妖精抵禦攻擊。\n在二足妖精上司的教導下，\n徹底學會了承受攻擊的方法，\n因此幾乎能反彈所有正面攻擊。\n不過技巧尚未純熟，\n光是保衛自己就已經很吃力，\n無法分神保護同伴。\n而且或許是因為過於重視防守，\n主動發動攻擊的頻率不太高。\n\n所持的盾牌是古代戰爭時期\n以在森林採到的「精金礦」為原料製成。\n會勤於保養自身盾牌，\n每面盾都被打磨得亮晶晶。\n史普利根的盾牌是共用的，\n萬一弄丟了要負連帶責任。\n尤其盾牌上方裝飾的嫩芽經常會鉤到樹枝，\n因此有多方意見要求拿掉此裝飾。
ARC_EM_TXT_EM0010_005_0000	【階級：已除籍】\n\n潘恩召喚來的妖精靈體。\n特徵是膚色比活著的妖精暗沉且略顯透明。\n雖然是靈體，但由於被潘恩的魔力實體化，\n擁有可觸摸的形體。\n因為此項特性，\n潘恩將祂們當作抵禦對手攻擊的盾牌。\n巴格斯特本身沒有自我意識，\n可以說只是任潘恩操縱的可悲工具。\n\n巴格斯特是死在森林裡的妖精靈魂，\n可說是妖精版的人魂。\n不過妖精沒有悼念死者的習慣，\n而且不管怎麼虐待也不會產生負面能量，\n所以妖精完全不把祂們放在眼裡。\n\n也有自然生成的巴格斯特，但相當罕見。\n祂們會在森林裡無所事事地徘徊，\n在塵世逗留的時間並不長。
ARC_EM_TXT_EM0010_006_0000	【階級：兵】\n\n手持火焰法杖的妖精術士。\n雖說是術士，卻只會使用火焰法術。\n不過祂們對火焰法術有絕對的自信，\n從小小的身體裡能釋放威力超乎想像的烈焰。\n因為可以運用法術從後方提供火力支援，\n所以很受其他妖精重用。\n但祂們不太會調整火焰威力，\n有時會害同伴也遭到波及。\n\n火焰法術自古就傳承於妖精之間，\n但能否使用則取決於妖精先天的能力。\n對妖精而言，\n能運用火焰法術是值得驕傲的才能，\n不少沙拉曼達會拿來炫耀。\n\n偶爾會闖入人類居住區域惡意縱火，\n所以常在火災現場被目擊。\n但妖精會使用火焰法術這件事鮮為人知，\n因此人們以為祂們是「活在火焰中的妖精」。
ARC_EM_TXT_EM0010_007_0000	【階級：兵】\n\n頭戴尖帽的四足妖精術士。\n雖然是四足妖精，能力卻很強，\n會使用轉移術等多種法術。\n雖然攻擊時法術威力不大，但準得嚇人。\n擅長精準拘束並慢慢折磨對手。\n不過，祂們詠唱法術的速度並不快。\n\n多數有勤學的特質，師從二足妖精，\n每天學習以增加自己可使用的法術種類。\n祂們貪求知識，所以有時會主動翻找\n闖入森林的人類留下的有用遺物。\n實際上，加肯那戴尖帽的習慣除了是源自\n人類文化，也有助於提高祂們的士氣。\n\n施展法術時會用低沉的嗓音\n呢喃般地詠唱咒文，\n有人說這聲音就像在追求對手一般。
ARC_EM_TXT_EM0010_008_0000	【階級：兵】\n\n將整顆頭包覆在頭盔裡的四足妖精。\n是實戰經驗豐富的伊斯錫從長官手中獲贈頭盔\n並戴上後的型態。\n擁有普通四足妖精無法比擬的精巧戰技，\n拜堅持不懈的鍛鍊所賜，耐久力也很好。\n整體實力在四足妖精中一枝獨秀，\n可說是足以和二足妖精匹敵的強者。\n但因頭盔沉重又與身形不符，\n幾乎看不見周圍事物。\n\n對儒威爾格來說，頭盔是祂們的驕傲。\n但由於頭盔本身粗製濫造，\n就算總是小心翼翼地使用，\n一旦受到衝擊還是會損毀。\n許多儒威爾格會在修復壞掉頭盔的過程中，\n習得鍛造或工藝技術，\n並一手包辦其他妖精的裝備維護工作。\n也有儒威爾格不會參戰，而是致力於鍛造，\n專門提供武器裝備給其他妖精。
ARC_EM_TXT_EM0010_009_0000	【階級：兵】\n\n妖精陷阱師，會在森林各處設置陷阱，\n捕捉擅闖森林的入侵者。\n生性大多聰明狡詐，還熟知森林的地理環境，\n會思考在哪裡設陷阱能發揮最佳效果，\n然後在適合的地點設下陷阱，相當棘手。\n\n主要獵物是人類和人魂。\n或許是為了有效率地獵捕，\n有時會搭配設下的陷阱，\n放置寶石等發光物品來吸引獵物。\n據說甚至有會製作寶箱，\n並在附近設下陷阱的個體。\n不清楚這項習性的人會稱拉布列康為\n「寶物守護者」，\n於是祂們便被當作知道寶物埋藏地的妖精\n而流傳至今。\n\n祂們的陷阱是運用在森林砍伐的木材\n手工製作，因此能大量生產，\n有數量十分龐大的陷阱設置在森林之中。\n據說最近不斷出現模仿祂們的流浪妖精，\n在荒郊野外設置陷阱。
ARC_EM_TXT_EM0010_013_0000	【階級：兵】\n\n戴著螺旋狀特殊頭盔的四足妖精。\n頭盔是用堅固的材料製成，\n因此可以透過旋轉身體輕易地在地底前進。\n平時主要負責挖掘用來運送能量的隧道，\n不過在遭遇外敵時也可以是優秀的戰鬥員，\n能從地下發動突襲、重創對手。\n\n一天中有大半時間都是在地下度過，\n跟其他妖精相比，視力衰退許多。\n此外祂們也不耐陽光照射，\n所以不喜歡在地面上逗留太久。\n也因此，有些妖精甚至不曉得諾卡的存在。\n\n由於經常在地底穿梭，一般認為\n祂們知曉寶石或礦床的所在地。\n不過由於諾卡大多貪得無厭，\n就算對同伴也不會透露相關情報。
ARC_EM_TXT_EM0010_014_0000	【階級：琥珀騎士】\n\n喜歡惡作劇的見習小丑。\n隸屬於名為「阿瑪丹團」的馬戲團，\n原本過著天天跟團長學習技藝的生活。\n團長精神失常後接管其事業，\n以妖精樂園之塔的管理者身分，\n負責獵捕、虐待人魂的工作。\n\n雖然以小丑而言還不成熟，\n但從師傅那裡學來的人魂技藝卻十分高超，\n在壓榨人魂能量方面，技術相當優秀。\n雖然沒什麼力量，但很會動歪腦筋，\n擅長設計新的表演項目。\n這個能力在思考如何有效率地虐待人魂時，\n也發揮得淋漓盡致。\n\n雖然會使用透過吸收人魂能量\n來展開屏障的法術，\n但在戰鬥方面沒什麼天賦。
ARC_EM_TXT_EM0015_000_0000	【階級：兵】\n\n形狀特殊的妖精，擁有足以在空中\n自由飛行的能力。有一對與身形不搭的\n大翅膀，為一般妖精突變而成。\n總是在森林上空巡查，觀察到異變時\n會迅速將情報傳達給其他妖精，\n並且也負責輸送物資到各地。\n\n戰鬥能力也很高，會使用安裝在身上的大炮，\n從對多數生物來說是死角的高處急速襲擊。\n而高超飛行能力的代價是體格瘦小脆弱，\n因此有著一受攻擊很快就會被擊墜的弱點。\n\n即使妖精們有在研究產生突變的要件，\n但直到目前為止都尚無定論。\n因此就算想要增加皮克希的數量，\n也只能靠偶發性的變異。以結果而言，\n皮克希的個體數量並不多。
ARC_EM_TXT_EM0120_000_0000	【階級：藍寶石主教】\n\n在森林中極其稀少罕見的特殊妖精。\n天生擁有遠高於二足妖精的體能與魔力，\n強大的戰鬥力足以以一擋千。\n由於出色的能力，據說歷代妖精王身邊\n總是會有梅羅的存在；也因此留下許多\n讓梅羅加入陣營，是成為妖精王捷徑的格言。\n\n梅羅特別擅長操縱冰的魔法，能讓遠處的\n冰飛起，或用冰包覆整個身體，增強自身推力\n以突襲敵人，使用的戰法十分多元。\n所有攻擊都有著非比尋常的破壞力，\n正面迎戰祂們可說是十分不明智的決定。\n\n現在的妖精王國裡也有許多幹部由梅羅擔任，\n發言頗具影響力。當出現手下無法抵禦的\n外敵時，也會冷靜地出現在戰場，\n冷酷地制裁王國的敵人。
ARC_EM_TXT_EM0150_000_0000	【階級：（前）綠寶石城堡】\n\n居住在飛龍湖畔的巨大龍形妖精。\n將自己以外的生物都視為食物，\n即使是同族妖精也照吃不誤。\n不知是否是為了維持祂龐大的身軀，\n祂的食量驚人，幾乎整天都耗費在獵食上。\n會發出振翅聲在阿瓦隆森林上空盤旋，\n將所有視線所及的生物都吃得精光，\n因此所有生物都懼怕祂。\n性喜異食，熱愛會爆炸的魔界植物\n「果實榴彈花」。一發現這種植物\n就會降落地面，像吸塵器一樣一個個吞下肚。\n\n全身被硬度勝過鐵的堅硬鱗片覆蓋，\n根據記載，妖精曾數度嘗試討伐賈巴沃克，\n但不管用什麼武器都傷不了祂，\n最後反遭賈巴沃克回擊。\n賈巴沃克最令人害怕的，是祂驚人的咆哮聲。\n若遭到咆哮同時產生的衝擊波正面襲擊，\n恐將小命不保。
ARC_EM_TXT_EM0150_000_0001	擁有與其他妖精同等程度的知識與思考能力，\n有時會依自身利益而與他人建立合作關係。\n實際上也曾經侍奉於某一任妖精王，\n在王的麾下作威作福，極盡殘暴之能事，\n後來敗給前任妖精王而遭到封印。\n被普卡解開封印後，賈巴沃克曾短暫地\n為其所用，但由於不聽指揮、四處作惡，\n最後再度被關進飛龍湖畔的牢籠裡。\n然而，賈巴沃克憑一己之力打破牢籠，\n持續恣意蹂躪阿瓦隆森林。到頭來，\n邪龍奔放的心至死都未曾被任何人束縛。
ARC_EM_TXT_EM0300_000_0000	【階級：琥珀弄臣】\n\n森林馬戲團「阿瑪丹團」的團長，\n是精通各項表演的技藝大師，\n尤其擅長人魂大炮等多種人魂技藝。\n祂奉「人魂恐懼的滋味甜如蜜」為圭臬，\n每天都在嘗試能嚇唬人魂的新技藝。\n\n阿瑪丹團過去擁有很多團員，\n在阿瓦隆森林裡名噪一時，\n阿瑪丹‧杜布本人也很認真培育後進，\n只是埋首磨練技藝的過程中逐漸精神失常，\n現在是一個人持續舉辦沒觀眾的公演。\n\n原本和一般妖精差不多，屬於嬌小的體型。\n在馬戲團文化流傳到森林裡時，\n祂是第一個學習馬戲團技藝的妖精。\n當時的祂認真磨練基礎技術，後來慢慢迷戀上\n人魂技藝，不久便成了極受歡迎的當紅小丑。\n於此同時，祂因為持續吸收人魂負能量，\n導致體型逐漸變成現在巨大無比的模樣。
ARC_EM_TXT_EM0300_000_0001	祂在磨練技藝的過程中學會的人魂虐待技巧，\n也十分受支配著森林的普卡認可，\n因此被徵召為普卡的幹部。\n阿瑪丹‧杜布受命管理妖精樂園之塔，\n普卡為了守衛石之祠，還幫祂改建了\n阿瑪丹大天幕，由此可知祂很受普卡器重。\n有記錄顯示，阿瑪丹‧杜布也要求普卡援助\n並幫馬戲團做宣傳，當作自己工作的報酬。
ARC_EM_TXT_EM0100_000_0000	【階級：天使「精靈」（幻）】\n\n侍奉普卡的下級天使，是與人類關係最近的\n天使。據說會從天而降，用頭頂上的光環\n照耀迷途之人。\n儘管在天使位階中屬於最下級的「精靈」，\n但擁有的力量遠超過人類所能理解，\n普通人甚至無法觸摸到祂們。\n尤其親和手中的神具也是強力無比的武器，\n一擊的力量就連大地也能輕易粉碎。\n\n其實這個親和並非本尊，而是普卡依據\n進入森林裡的魔女潛意識而製造出來的幻影。\n雖然只能待在施術者普卡身邊，\n但力量非常強大，甚至能和本尊抗衡。\n對普卡而言是好用的棋子，\n能為祂肅清異己，在各方面都十分活躍。\n\n普卡在學會如何用魔法開啟天界之門後，\n想到了洗腦親和，讓祂們加入自身陣營的\n計畫。\n不過實際嘗試後，洗腦術並未發揮效果，\n但渴望天使之力的普卡仍不死心，\n經過長年研究，終於設計出一套幻影生成術。\n雖說只是幻影，但能讓天使服從自己，\n還是大大滿足了普卡的自尊心。
ARC_EM_TXT_EM1000_000_0000	萊卡翁以小柴貓的部分靈魂作為活祭品\n獻祭後，成功解除肉體封印的型態。\n雖然封印並未完全解開，但已擁有數百個\n普通妖精集結都難以匹敵的力量。\n繼承了雙親強大力量的萊卡翁，\n從小就接受魔法啟蒙，因此能運用\n變化多端的技能把對手耍得團團轉。\n他也擁有高超的體能，只要用他銳利的爪子\n全力一揮，就算是森林裡歷經悠久時日長成的\n粗壯樹木，也會被輕易斬斷。\n\n本性溫和，絕非好戰之人。\n但遇到非得一戰的狀況時也不會憐憫對手，\n會盡全力猛攻以求取勝利。\n年紀雖小，但已擁有身為下一任妖精王的\n氣度與力量，因此普卡極度害怕萊卡翁復活。\n普卡用元素核心層層封印住萊卡翁的身體\n也是因為這個原因。
ARC_EM_TXT_EM1000_000_0001	萊卡翁是妖精和人類的孩子，\n這樣的身世讓他一出生就違反了妖精的戒律，\n因此在成長過程中一直遭到妖精排擠。\n即使如此他仍深愛雙親，為了報答父母的愛，\n他日復一日地鍛鍊，讓自己能強大又高潔。\n向母親摩根娜討教魔法的那段時光，\n是萊卡翁心中無可取代的珍寶。\n他也對自己能熟練運用魔法深感自豪與感激。
