CommonMsg\CuiMsgWin.msbt
Msg_Network_Error	发生连接错误。
PLO009	王者橄榄球衫010
PLO010	王者橄榄球衫008
JKT000	登山外套 橄榄绿
JKT001	暇古尼龙拉链上衣 怀旧
JKT006	鱿鱼骑士皮外套 黑色
JKT014	鱿鱼飞行外套
JKT015	鲶鱼飞行外套
JKT019	轻量羽绒外套 抹茶色
JKT023	剑尖教练外套
JKT045	怪物 PCU56
JKT046	散寿司派克大衣
JKT047	鱼片外套
JKT048	永远的粉丝外套
JKT049	划桨外套 负片
JKT050	短版小外套 负片
JKT051	渗透压毛绒外套 象牙色
JKT054	狩猎外套KK
TNK000	篮球运动服 主场
TNK008	海坊主坦克背心 主场
SWT001	鱿鱼交叉套头衫 芥末黄
SWT010	无法无天针织衫 蓝色袖子
SWT016	海月海牛套头衫
SWT017	3D针织衫 鲨鱼
SWT018	章鱼防风运动上衣 蓝色
SHT000	秋季法兰绒衬衫
SHT003	白色衬衫
SHT005	舞动鱿鱼夏威夷衬衫
SHT012	很多Logo夏威夷衬衫
SHT017	彼得朋克衬衫
SHT018	章鱼保龄球衫
SHT019	墨汁喷洒衬衫
SHT020	降落伞上衣 石榴红
SHT024	扁面蛸夏威夷衬衫
SHT025	无法无天法兰绒连帽上衣
SHT030	海马古巴衬衫
SHT031	小丑衬衫
SHT033	鱼片衬衫 野外观察
SHT034	绣花衬衫 烟管鱼
SHT036	喷墨衬衫
SHT040	鱼片衬衫 城市
VST010	狩猎背心KK
VST011	长腿护甲 红色
PRK006	帆立连帽上衣 灰色
PRK012	巴哈连帽上衣 红色
MSN110	绒毛章鱼女战士护甲
MSN301	生存装
MSN302	英雄装Lv1
MSN303	英雄装Lv2
MSN304	英雄装Lv3
MSN305	英雄装ST
MSN306	英雄装 复制
MSN310	传说的披风
COP001	打工连身工作服 橘色
CommonMsg\Gear\GearName_Head.msbt
FST000	头带 白色
CAP000	海胆BB帽
CAP002	暇古网帽
CAP003	饮料标志帽
CAP005	墨行帽
CAP012	单车帽
CAP020	山核桃条纹工作帽
CAP021	羊毛海胆经典帽
CAP028	遮阳帽 墨黑
CAP036	瓜皮帽
NCP008	针织帽
EYE001	斯普拉护目镜
EYE003	有色眼镜
EYE008	明星墨镜 18K
EYE009	玳瑁圆形眼镜
EYE011	半框眼镜
EYE012	铁蛋墨镜
EYE016	竞技泳镜
EYE021	桶眼鱼护目镜
EYE025	浮法玻璃透明眼镜
EYE026	骑士偏光眼镜
EYE027	无法无天方形眼镜
HAT004	斗笠
HAT008	鱿鱼渔夫帽
HAT015	经典圆顶礼帽
HAT016	模板喷画牛仔布帽
HAT017	帆立贝牛仔帽
HDP001	极光耳机
HDP004	立体声录音机耳机
HDP007	耳朵章鱼8
HDP008	骨传导鳍挂式耳机EP
VIS001	烧河豚中空遮阳帽
VIS003	暇古中空遮阳帽
VIS004	脸部中空遮阳帽
MET007	伊卡洛斯曲棍球安全帽
MET012	贝壳安全帽
MET013	喇叭安全帽BF
MET014	捕手面罩FU
MSK005	无法无天口罩
MSK008	暖流口罩
MSK011	锻品口罩
MSK014	水滴鱼微笑面罩
MSK016	黑鸢防护面罩R255
HBD003	网球头带
HBD007	烧河豚丝巾 饼干
HBD009	乒乓头带
MSN109	熊耳朵
MSN110	绒毛章鱼女战士护目镜
MSN111	ケタコゾネスゴーグルワカメ
MSN301	生存耳朵
MSN302	英雄头饰装备Lv1
MSN303	英雄头饰装备Lv2
MSN304	英雄头饰装备Lv3
MSN305	英雄头饰装备ST
MSN306	英雄头饰装备 复制
MSN310	传说的帽子
COP001	バイトヘルメット オレンジ
CommonMsg\Gear\GearName_Shoes.msbt
SLO000	低筒鞋 蓝色
SLO008	魔鬼毡鞋 白色
SLO009	魔鬼毡鞋 红色
SLO021	NNJ运动鞋 绿色
SLO022	基地训练鞋 入门
SLO024	基地训练鞋 高手
SHI000	高筒海马鞋 红色
SHI001	高筒海马鞋 僵尸
SHI004	高筒帆布鞋 黄麻
SHI005	高筒帆布鞋 番茄
SHI016	虎鲸高筒鞋 日落
SHI017	饵木钓鞋4 红配黑
SHI018	饵木钓鞋4 蓝配黑
SHI042	能力重置高筒鞋
SHI043	天亚8篮球鞋 红色
SHI045	01STER 琥珀
SHT001	箭标鞋 橘色
SHT004	糖果运动鞋 蓝绿色
SHT013	箭标鞋 剑尖鱿特制
SHT020	鱿鱼生鱼片 Scramble
SHT022	MOVE跑鞋 红色
SHT023	MODZ-9
SHT024	贝壳柱WO
SHT025	双鱼翅
SDL000	鳄鱼鞋 牡蛎
SDL001	鳄鱼鞋 巧克力
SDL003	三角带运动凉鞋 霓虹
SDL004	BB拖鞋
SDL005	三角带运动凉鞋 雪白
SDL007	烧河豚浴室拖鞋 红色
SDL008	烧河豚浴室拖鞋 黄色
SDL011	箭标拖鞋 蓝黄色
SDL012	BS拖鞋
SDL013	非常非常拖鞋 橘色
SDL017	非常非常拖鞋 洋红色
SDL018	非常非常拖鞋 绿蓝色
TRS000	登山鞋 轻量
TRS001	登山鞋 订制
BOT000	越野摩托车靴
BOT001	磨砂皮革靴 黄色
BOT006	摇滚靴 白色
BOT007	摇滚靴 樱桃
BOT012	狩猎靴
BOT021	猎鸭靴 白雪
SLP002	懒人鞋 千鸟
LTS010	无法无天厚底鞋 哈瓦那辣椒
LTS013	查卡靴 三明治
LTS014	帆船鞋 深咖啡色
MSN110	绒毛章鱼女战士靴
MSN301	生存鞋子
MSN302	英雄靴Lv1
MSN303	英雄靴Lv2
MSN304	英雄靴Lv3
MSN305	英雄靴ST
MSN306	英雄靴 复制
MSN310	传说的草鞋
CommonMsg\Gear\GearPowerExp.msbt
None	在对战中使用装备累积经验值，\n装备能力就会被解放。
OpInkEffect_Reduction	减轻对手喷射墨汁时所造成的伤害\n并提升处于对手墨汁中的移动速度。
SubEffect_Reduction	减轻次要武器造成的伤害及效果。
MainInk_Save	减少主要武器的墨汁消耗量。
SubInk_Save	减少次要武器的墨汁消耗量。
InkRecovery_Up	提升墨汁槽的回复速度。
HumanMove_Up	提升人类状态的移动速度。
SquidMove_Up	提升鱿鱼冲刺时的移动速度。
SpecialIncrease_Up	提升特殊武器蓄力槽的增加量。
RespawnSpecialGauge_Save	降低玩家阵亡时特殊武器蓄力槽的减少量。
SpecialSpec_Up	提升特殊武器的性能。
RespawnTime_Save	在未击倒对手却连续阵亡时，\n缩短复活时间。
JumpTime_Save	缩短超级跳跃的时间。
SubSpec_Up	提升次要武器的性能。
ExSkillDouble	1个可以使附加在装备上的追加装备能力\n获得2倍的效果。
StartAllUp	在对战开始后的30计数期间\n移动相关的效果会大幅提升。
EndAllUp	从对战结束前的30计数开始\n墨汁效率及墨汁回复速度会大幅提升。
MinorityUp	当我方人数少于敌方时，\n特殊武器蓄力槽会微幅增加。
ComeBack	玩家阵亡回归后，\n部分能力会暂时大幅提升。
SquidMoveSpatter_Reduction	于地面进行鱿鱼冲刺时，墨汁不会飞溅，\n但移动速度会略微降低。
DeathMarking	复活后，可以从远处看到\n击倒自己的对手位置。
SuperJumpSign_Hide	远处玩家无法看见\n超级跳跃落地点的记号。
ThermalInk	可以暂时从远处看见\n被主要武器直接打中的对手。
Exorcist	增加自己与被击倒对手的复活时间\n以及特殊武器蓄力槽的减少量。
ObjectEffect_Up	提升对非玩家的物体进行攻击时的伤害。
SomersaultLanding	超级跳跃落地时推动摇杆的话，\n就能在落地的同时向前翻滚。
Action_Up	不仅能更容易使出鱿鱼滚行和鱿鱼登顶，\n跳跃后立即攻击时，射击的晃动也会变小。
CommonMsg\Gear\GearPowerName.msbt
OpInkEffect_Reduction	减轻对手墨汁影响
SubEffect_Reduction	减轻次要武器影响
MainInk_Save	提升墨汁效率（主要武器）
SubInk_Save	提升墨汁效率（次要武器）
InkRecovery_Up	提升墨汁回复力
HumanMove_Up	提升人类移动速度
SquidMove_Up	提升鱿鱼冲刺速度
SpecialIncrease_Up	提升特殊武器增加量
RespawnSpecialGauge_Save	降低特殊武器减少量
SpecialSpec_Up	提升特殊武器性能
RespawnTime_Save	缩短复活时间
JumpTime_Save	缩短超级跳跃时间
SubSpec_Up	提升次要武器性能
ExSkillDouble	追加装备能力增倍
StartAllUp	最初冲刺
EndAllUp	最后冲刺
MinorityUp	逆境强化
ComeBack	回归
SquidMoveSpatter_Reduction	鱿鱼忍者
DeathMarking	复仇
SuperJumpSign_Hide	隐身跳跃
ThermalInk	热力墨汁
Exorcist	提升复活惩罚
ObjectEffect_Up	提升对物体攻击力
SomersaultLanding	受身术
Action_Up	行动强化
CommonMsg\Goods\GoodsName.msbt
Sti_MsnAlterMap00	幻界地图 1
Sti_MsnAlterMap01	幻界地图 2
Sti_MsnAlterMap02	幻界地图 3
Sti_MsnAlterMap03	幻界地图 4
Sti_MsnAlterMap04	幻界地图 5
Sti_MsnAlterMap05	幻界地图 6
Sti_MsnClearPhot	幻界的回忆
Sti_MsnMysteryFile00	神秘档案 01
Sti_MsnMysteryFile01	神秘档案 02
Sti_MsnMysteryFile02	神秘档案 03
Sti_MsnMysteryFile03	神秘档案 04
Sti_MsnMysteryFile04	神秘档案 05
Sti_MsnMysteryFile05	神秘档案 06
Sti_MsnMysteryFile06	神秘档案 07
Sti_MsnMysteryFile07	神秘档案 08
Sti_MsnMysteryFile08	神秘档案 09
Sti_MsnMysteryFile09	神秘档案 10
Sti_MsnMysteryFile10	神秘档案 11
Sti_MsnMysteryFile11	神秘档案 12
Sti_MsnMysteryFile12	神秘档案 13
Sti_MsnMysteryFile13	神秘档案 14
Sti_MsnMysteryFile14	神秘档案 15
Sti_MsnMysteryFile15	神秘档案 16
Sti_MsnMysteryFile16	神秘档案 17
Sti_MsnMysteryFile17	神秘档案 18
Sti_MsnMysteryFile18	神秘档案 19
Sti_MsnMysteryFile19	神秘档案 20
Sti_MsnMysteryFile20	神秘档案 21
Sti_MsnMysteryFile21	神秘档案 22
Sti_MsnMysteryFile22	神秘档案 23
Sti_MsnMysteryFile23	神秘档案 24
Fig_MsnFindObj00	电仔
Fig_MsnFindObj01	远古之颜
Fig_MsnFindObj02	压雪车
Fig_MsnFindObj03	扩音器 S
Fig_MsnFindObj04	铁桶 蓝色
Fig_MsnFindObj05	铁桶 红色
Fig_MsnFindObj06	远古之姿
Fig_MsnFindObj07	3D打印机
Fig_MsnFindObj08	扩音器 M
Fig_MsnFindObj09	切面模型 K
Fig_MsnFindObj10	切面模型 E
Fig_MsnFindObj11	防空伞
Fig_MsnFindObj12	容器
Fig_MsnFindObj13	扩音器 L
Fig_MsnFindObj14	发电机
Fig_MsnFindObj16	潜水艇
Fig_MsnFindObj17	提灯 ～龙～
Fig_MsnFindObj18	跑车
Fig_BigLantern	提灯 ～鱼～
Fig_ConcreteBlockSq	混凝土块
Fig_MegapolisHydrant	消防栓
Fig_MegapolisTrashBin	垃圾桶
Fig_MegapolisWoodPallet	木栈板
Fig_MsnFindObj26	服务器
Fig_MsnFindObj27	黑胶唱片机
Fig_Torii	鸟居
Fig_UmbrellaNostalgia	和伞
Fig_BigLanternSakura	提灯 ～樱～
Fig_ParabolicAntenna	抛物面天线
CommonMsg\Mission\AlternaLog01.msbt
Area01_Hidden_L01	育爨蠖欹隍、、匕、隍·犸啬螟莫羡鱿芥阿、蠖茨娑、蚜芾孥纥。”
Area01_Hidden_L02	矣嘧搔、蠖仝育?嘧、莎、笏冂蠕匚、廾、汐、蠖铪廾一口、簇了卅、匕才、兀、遥“莫羡鱿芥阿、蠖茨医双朋、才、莜。”
Area01_Hidden_L03	忒犸啬螟口口才、·“莫羡鱿芥阿、羡鱿、莜、二、、、茨、兀、礻、蚜、又、莜、廾、、衲仂忒犸、匕、廾、忒、娑。”
Area01_Hidden_L04	、·匚、才、匕羡鱿、莜飒卜、忒、娑娑育爨犸。“矣嘧搔、又柄、柒、娑螟木·&·-·&、夕、&、熙匕、又、莜、娑邯口力。”
Area01_Hidden_L05	茨邯口力、木忒读匕、犸木莜、·口、→夕兀、娑螟蚜木、&、忒、二、、、娑。”
Area01_Hidden_L06	、肆、兀、又、犸、·、·才、茹娑·兀。“·茈·鬣矣、廾、汐、莫羡鱿芥阿、茨医”、二、工、遥“羡鱿、莎卜、忒、娑娑育爨。”
Area01_Hidden_L07	、·匚、才、匕羡鱿、莜飒卜、忒、娑娑育爨犸。“矣嘧搔、又柄、娑螟木·&·-·&、鱿、&、熙匕、又、娑邯。”
Area01_Hidden_L08	育爨蠖欹隍、、匕、隍·犸啬螟莫羡鱿芥阿、蠖茨娑、蚜芾孥纥。”
Area01_Hidden_L09	矣嘧搔、蠖仝育?嘧、莎、笏冂蠕匚、廾、汐、蠖铪廾一口、簇了卅、匕才、兀、遥“莫羡鱿芥阿、蠖茨医双朋、才、莜。”
Area01_Analyzed_Title	逃生的人类
Area01_Analyzed_L01	技术的发展并非只为人类带来繁荣，也带来了席卷全世界的战争。
Area01_Analyzed_L02	激烈的战争永无止境地持续，许多生活在陆地上的生物因此而灭亡。
Area01_Analyzed_L03	火山爆发与海平面上升等天灾也在同一时期发生，最终导致生物大灭绝。
Area01_Analyzed_L04	陆地被严重污染，任何生物都无法继续在陆地上生存。
Area01_Analyzed_L05	在这场浩劫之后，依然有少数人类幸存了下来。
Area01_Analyzed_L06	幸存的人类逃入了因火山爆发而形成的巨大洞穴中。
Area01_Analyzed_L07	巨大洞穴中有一片从大海流入的海水。
Area01_Analyzed_L08	海水中栖息着大量的鱿鱼、章鱼、水母等海洋生物。
Area01_Analyzed_L09	这些海洋生物成为了人类幸存者宝贵的营养来源。
Area01_Analyze01_Title	逃生的人类
Area01_Analyze01_T0	育爨蠖欹隍、、匕、隍·犸啬螟莫羡鱿芥阿、蠖茨娑、蚜芾孥纥。”\n矣嘧搔、蠖仝育?嘧、莎、笏冂蠕匚、廾、汐、蠖铪廾一口、簇了卅、匕才、兀、遥“莫羡鱿芥阿、蠖茨医双朋、才、莜。”\n忒犸啬螟口口才、·“莫羡鱿芥阿、羡鱿、莜、二、、、茨、兀、礻、蚜、又、莜、廾、、衲仂忒犸、匕、廾、忒、娑。”\n、·匚、才、匕羡鱿、莜飒卜、忒、娑娑育爨犸。“矣嘧搔、又柄、柒、娑螟木·&·-·&、夕、&、熙匕、又、莜、娑邯口力。”
Area01_Analyze01_T1	茨邯口力、木忒读匕、犸木莜、·口、→夕兀、娑螟蚜木、&、忒、二、、、娑。”\n、肆、兀、又、犸、·、·才、茹娑·兀。“·茈·鬣矣、廾、汐、莫羡鱿芥阿、茨医”、二、工、遥“羡鱿、莎卜、忒、娑娑育爨。”
Area01_Analyze01_T2	、·匚、才、匕羡鱿、莜飒卜、忒、娑娑育爨犸。“矣嘧搔、又柄、娑螟木·&·-·&、鱿、&、熙匕、又、娑邯。”\n育爨蠖欹隍、、匕、隍·犸啬螟莫羡鱿芥阿、蠖茨娑、蚜芾孥纥。”\n矣嘧搔、蠖仝育?嘧、莎、笏冂蠕匚、廾、汐、蠖铪廾一口、簇了卅、匕才、兀、遥“莫羡鱿芥阿、蠖茨医双朋、才、莜。”
Area01_Analyze02_Title	逃生的人类
Area01_Analyze02_T0	技术的发展并非只为人类带来繁荣，也带来了席卷全世界的战争。\n矣嘧搔、蠖仝育?嘧、莎、笏冂蠕匚、廾、汐、蠖铪廾一口、簇了卅、匕才、兀、遥“莫羡鱿芥阿、蠖茨医双朋、才、莜。”\n忒犸啬螟口口才、·“莫羡鱿芥阿、羡鱿、莜、二、、、茨、兀、礻、蚜、又、莜、廾、、衲仂忒犸、匕、廾、忒、娑。”\n、·匚、才、匕羡鱿、莜飒卜、忒、娑娑育爨犸。“矣嘧搔、又柄、柒、娑螟木·&·-·&、夕、&、熙匕、又、莜、娑邯口力。”
Area01_Analyze02_T1	茨邯口力、木忒读匕、犸木莜、·口、→夕兀、娑螟蚜木、&、忒、二、、、娑。”\n、肆、兀、又、犸、·、·才、茹娑·兀。“·茈·鬣矣、廾、汐、莫羡鱿芥阿、茨医”、二、工、遥“羡鱿、莎卜、忒、娑娑育爨。”
Area01_Analyze02_T2	、·匚、才、匕羡鱿、莜飒卜、忒、娑娑育爨犸。“矣嘧搔、又柄、娑螟木·&·-·&、鱿、&、熙匕、又、娑邯。”\n育爨蠖欹隍、、匕、隍·犸啬螟莫羡鱿芥阿、蠖茨娑、蚜芾孥纥。”\n矣嘧搔、蠖仝育?嘧、莎、笏冂蠕匚、廾、汐、蠖铪廾一口、簇了卅、匕才、兀、遥“莫羡鱿芥阿、蠖茨医双朋、才、莜。”
Area01_Analyze03_Title	逃生的人类
Area01_Analyze03_T0	技术的发展并非只为人类带来繁荣，也带来了席卷全世界的战争。\n激烈的战争永无止境地持续，许多生活在陆地上的生物因此而灭亡。\n忒犸啬螟口口才、·“莫羡鱿芥阿、羡鱿、莜、二、、、茨、兀、礻、蚜、又、莜、廾、、衲仂忒犸、匕、廾、忒、娑。”\n、·匚、才、匕羡鱿、莜飒卜、忒、娑娑育爨犸。“矣嘧搔、又柄、柒、娑螟木·&·-·&、夕、&、熙匕、又、莜、娑邯口力。”
Area01_Analyze03_T1	茨邯口力、木忒读匕、犸木莜、·口、→夕兀、娑螟蚜木、&、忒、二、、、娑。”\n、肆、兀、又、犸、·、·才、茹娑·兀。“·茈·鬣矣、廾、汐、莫羡鱿芥阿、茨医”、二、工、遥“羡鱿、莎卜、忒、娑娑育爨。”
Area01_Analyze03_T2	、·匚、才、匕羡鱿、莜飒卜、忒、娑娑育爨犸。“矣嘧搔、又柄、娑螟木·&·-·&、鱿、&、熙匕、又、娑邯。”\n育爨蠖欹隍、、匕、隍·犸啬螟莫羡鱿芥阿、蠖茨娑、蚜芾孥纥。”\n矣嘧搔、蠖仝育?嘧、莎、笏冂蠕匚、廾、汐、蠖铪廾一口、簇了卅、匕才、兀、遥“莫羡鱿芥阿、蠖茨医双朋、才、莜。”
Area01_Analyze04_Title	逃生的人类
Area01_Analyze04_T0	技术的发展并非只为人类带来繁荣，也带来了席卷全世界的战争。\n激烈的战争永无止境地持续，许多生活在陆地上的生物因此而灭亡。\n火山爆发与海平面上升等天灾也在同一时期发生，最终导致生物大灭绝。\n、·匚、才、匕羡鱿、莜飒卜、忒、娑娑育爨犸。“矣嘧搔、又柄、柒、娑螟木·&·-·&、夕、&、熙匕、又、莜、娑邯口力。”
Area01_Analyze04_T1	茨邯口力、木忒读匕、犸木莜、·口、→夕兀、娑螟蚜木、&、忒、二、、、娑。”\n、肆、兀、又、犸、·、·才、茹娑·兀。“·茈·鬣矣、廾、汐、莫羡鱿芥阿、茨医”、二、工、遥“羡鱿、莎卜、忒、娑娑育爨。”
Area01_Analyze04_T2	、·匚、才、匕羡鱿、莜飒卜、忒、娑娑育爨犸。“矣嘧搔、又柄、娑螟木·&·-·&、鱿、&、熙匕、又、娑邯。”\n育爨蠖欹隍、、匕、隍·犸啬螟莫羡鱿芥阿、蠖茨娑、蚜芾孥纥。”\n矣嘧搔、蠖仝育?嘧、莎、笏冂蠕匚、廾、汐、蠖铪廾一口、簇了卅、匕才、兀、遥“莫羡鱿芥阿、蠖茨医双朋、才、莜。”
Area01_Analyze05_Title	逃生的人类
Area01_Analyze05_T0	技术的发展并非只为人类带来繁荣，也带来了席卷全世界的战争。\n激烈的战争永无止境地持续，许多生活在陆地上的生物因此而灭亡。\n火山爆发与海平面上升等天灾也在同一时期发生，最终导致生物大灭绝。\n陆地被严重污染，任何生物都无法继续在陆地上生存。
Area01_Analyze05_T1	茨邯口力、木忒读匕、犸木莜、·口、→夕兀、娑螟蚜木、&、忒、二、、、娑。”\n、肆、兀、又、犸、·、·才、茹娑·兀。“·茈·鬣矣、廾、汐、莫羡鱿芥阿、茨医”、二、工、遥“羡鱿、莎卜、忒、娑娑育爨。”
Area01_Analyze05_T2	、·匚、才、匕羡鱿、莜飒卜、忒、娑娑育爨犸。“矣嘧搔、又柄、娑螟木·&·-·&、鱿、&、熙匕、又、娑邯。”\n育爨蠖欹隍、、匕、隍·犸啬螟莫羡鱿芥阿、蠖茨娑、蚜芾孥纥。”\n矣嘧搔、蠖仝育?嘧、莎、笏冂蠕匚、廾、汐、蠖铪廾一口、簇了卅、匕才、兀、遥“莫羡鱿芥阿、蠖茨医双朋、才、莜。”
Area01_Analyze06_Title	逃生的人类
Area01_Analyze06_T0	技术的发展并非只为人类带来繁荣，也带来了席卷全世界的战争。\n激烈的战争永无止境地持续，许多生活在陆地上的生物因此而灭亡。\n火山爆发与海平面上升等天灾也在同一时期发生，最终导致生物大灭绝。\n陆地被严重污染，任何生物都无法继续在陆地上生存。
Area01_Analyze06_T1	在这场浩劫之后，依然有少数人类幸存了下来。\n、肆、兀、又、犸、·、·才、茹娑·兀。“·茈·鬣矣、廾、汐、莫羡鱿芥阿、茨医”、二、工、遥“羡鱿、莎卜、忒、娑娑育爨。”
Area01_Analyze06_T2	、·匚、才、匕羡鱿、莜飒卜、忒、娑娑育爨犸。“矣嘧搔、又柄、娑螟木·&·-·&、鱿、&、熙匕、又、娑邯。”\n育爨蠖欹隍、、匕、隍·犸啬螟莫羡鱿芥阿、蠖茨娑、蚜芾孥纥。”\n矣嘧搔、蠖仝育?嘧、莎、笏冂蠕匚、廾、汐、蠖铪廾一口、簇了卅、匕才、兀、遥“莫羡鱿芥阿、蠖茨医双朋、才、莜。”
Area01_Analyze07_Title	逃生的人类
Area01_Analyze07_T0	技术的发展并非只为人类带来繁荣，也带来了席卷全世界的战争。\n激烈的战争永无止境地持续，许多生活在陆地上的生物因此而灭亡。\n火山爆发与海平面上升等天灾也在同一时期发生，最终导致生物大灭绝。\n陆地被严重污染，任何生物都无法继续在陆地上生存。
Area01_Analyze07_T1	在这场浩劫之后，依然有少数人类幸存了下来。\n幸存的人类逃入了因火山爆发而形成的巨大洞穴中。
Area01_Analyze07_T2	、·匚、才、匕羡鱿、莜飒卜、忒、娑娑育爨犸。“矣嘧搔、又柄、娑螟木·&·-·&、鱿、&、熙匕、又、娑邯。”\n育爨蠖欹隍、、匕、隍·犸啬螟莫羡鱿芥阿、蠖茨娑、蚜芾孥纥。”\n矣嘧搔、蠖仝育?嘧、莎、笏冂蠕匚、廾、汐、蠖铪廾一口、簇了卅、匕才、兀、遥“莫羡鱿芥阿、蠖茨医双朋、才、莜。”
Area01_Analyze08_Title	逃生的人类
Area01_Analyze08_T0	技术的发展并非只为人类带来繁荣，也带来了席卷全世界的战争。\n激烈的战争永无止境地持续，许多生活在陆地上的生物因此而灭亡。\n火山爆发与海平面上升等天灾也在同一时期发生，最终导致生物大灭绝。\n陆地被严重污染，任何生物都无法继续在陆地上生存。
Area01_Analyze08_T1	在这场浩劫之后，依然有少数人类幸存了下来。\n幸存的人类逃入了因火山爆发而形成的巨大洞穴中。
Area01_Analyze08_T2	巨大洞穴中有一片从大海流入的海水。\n育爨蠖欹隍、、匕、隍·犸啬螟莫羡鱿芥阿、蠖茨娑、蚜芾孥纥。”\n矣嘧搔、蠖仝育?嘧、莎、笏冂蠕匚、廾、汐、蠖铪廾一口、簇了卅、匕才、兀、遥“莫羡鱿芥阿、蠖茨医双朋、才、莜。”
Area01_Analyze09_Title	逃生的人类
Area01_Analyze09_T0	技术的发展并非只为人类带来繁荣，也带来了席卷全世界的战争。\n激烈的战争永无止境地持续，许多生活在陆地上的生物因此而灭亡。\n火山爆发与海平面上升等天灾也在同一时期发生，最终导致生物大灭绝。\n陆地被严重污染，任何生物都无法继续在陆地上生存。
Area01_Analyze09_T1	在这场浩劫之后，依然有少数人类幸存了下来。\n幸存的人类逃入了因火山爆发而形成的巨大洞穴中。
