CommonMsg\CuiMsgWin.msbt
Msg_Network_Error	通信エラーが発生しました
0339_0	ブーツ{r2[ず]}好{/r2}き
0339_1	{[0102]}
0340_0	カードコレクター
0340_1	{[0102]}
0341_0	ザッカコレクター
0341_1	{[0102]}
0342_0	ファッショニスタ
0342_1	{[0102]}
0343_0	ロッカーマニア
0343_1	{[0102]}
0344_0	イカノボラー
0344_1	{[0102]}
0345_0	イカローラー
0345_1	{[0102]}
0346_0	オールラウンダー
0346_1	{[0102]}
0347_0	ジャンパー
0347_1	{[0102]}
0348_0	スライダー
0348_1	{[0102]}
0349_0	スロースターター
0349_1	{[0102]}
0350_0	ボマー
0350_1	{[0102]}
0351_0	{r2[しゅごしん]}守護神{/r2}
0351_1	{[0102]}
0352_0	{r2[き]}切{/r2}りこみ{r2[たいちょう]}隊長{/r2}
0352_1	{[0102]}
0353_0	エイ
0353_1	{[0102]}
0354_0	オクタリアン
0354_1	{[0102]}
0355_0	クマ
0355_1	{[0102]}
0356_0	クラゲ
0356_1	{[0102]}
0357_0	ニンゲン
0357_1	{[0102]}
0358_0	{r2[ぎょかいるい]}魚介類{/r2}
0358_1	{[0102]}
0359_0	{r2[ほにゅうるい]}哺乳類{/r2}
0359_1	{[0102]}
0360_0	アーティスト
0360_1	{[0102]}
0361_0	アイドル
0361_1	{[0102]}
0362_0	アルバイター
0362_1	{[0102]}
0363_0	ウツボ{r2[つか]}使{/r2}い
0363_1	{[0102]}
0364_0	サメ{r2[つか]}使{/r2}い
0364_1	{[0102]}
0365_0	ショップ{r2[てんいん]}店員{/r2}
0365_1	{[0102]}
0366_0	{r2[かいしゃいん]}会社員{/r2}
0366_1	{[0102]}
0367_0	{r2[ばんちょう]}番長{/r2}
0367_1	{[0102]}
0368_0	チャンピオン
0368_1	{[0102]}
0369_0	ベーシスト
0369_1	{[0102]}
2500_0	ラッキーマン
2500_1	{[0102]}
3000_0	{r2[わかもの]}若者{/r2}
3000_1	{[0102]}
3001_0	イカ
3001_1	{[0102]}
3002_0	タコ
3002_1	{[0102]}
3003_0	シャケ
3003_1	{[0102]}
3004_0	ボーイ
3004_1	ガール
3005_0	３{r2[ごう]}号{/r2}
3005_1	{[0102]}
3006_0	おとうさん
3006_1	おかあさん
3007_0	パパ
3007_1	ママ
3008_0	{r2[むすこ]}息子{/r2}
3008_1	{r2[むすめ]}娘{/r2}
3009_0	おにいさん
3009_1	おねえさん
3010_0	おとうと
3010_1	いもうと
3011_0	おじいさん
3011_1	おばあさん
3012_0	{r2[まご]}孫{/r2}
3012_1	{[0102]}
3013_0	おじさん
3013_1	おばさん
3014_0	{r2[あか]}赤{/r2}ちゃん
3014_1	{[0102]}
3015_0	ペット
3015_1	{[0102]}
3100_0	{r2[はしゃ]}覇者{/r2}
3100_1	{[0102]}
3200_0	ナワバトラー
3200_1	{[0102]}
3201_0	カードゲーマー
3201_1	{[0102]}
3300_0	{r2[たびびと]}旅人{/r2}
3300_1	{[0102]}
CommonMsg\Coop\CoopEnemy.msbt
SakelienStandard	シャケ
SakelienLarge	ドスコイ
SakelienSmall	コジャケ
SakelienGolden	キンシャケ
SakeFlyBagman	タマヒロイ
SakelienBomber	バクダン
SakelienCupTwins	カタパッド
SakelienShield	テッパン
SakelienSnake	ヘビ
SakelienTower	タワー
Sakediver	モグラ
Sakedozer	グリル
SakepuncherBulletSimpl	シャケコプター
Sakerocket	コウモリ
SakeSaucer	ナベブタ
SakePillar	ハシラ
SakeDolphin	ダイバー
SakeArtillery	テッキュウ
SakelienGiant	ヨコヅナ
CommonMsg\Coop\CoopGrade.msbt
Grade_00	かけだし
Grade_01	はんにんまえ
Grade_02	いちにんまえ
Grade_03	じゅくれん
Grade_04	たつじん
Grade_05	たつじん＋１
Grade_06	たつじん＋２
Grade_07	たつじん＋３
Grade_08	でんせつ
CommonMsg\Coop\CoopSkinName.msbt
COP001	バイトツナギ オレンジ
CommonMsg\Coop\CoopStageName.msbt
Shakespiral	アラマキ砦
CommonMsg\GameWindow\ItemGetWindow.msbt
RewardWeapon_00	「{[0401|00000000]}」をゲット！
RewardWeapon_01	{color[0100]}ロビー端末{color[ffff]}から受け取って\nインターネット対戦で 使ってみよう！
RewardGear_Head_00	「{[0402|00000000]}」をゲット！
RewardGear_Head_01	{color[0100]}ロビー端末{color[ffff]}から受け取って\nインターネット対戦で 使ってみよう！
RewardGear_Clothes_00	「{[0402|00000000]}」をゲット！
RewardGear_Clothes_01	{color[0100]}ロビー端末{color[ffff]}から受け取って\nインターネット対戦で 使ってみよう！
RewardGear_Shoes_00	「{[0402|00000000]}」をゲット！
RewardGear_Shoes_01	{color[0100]}ロビー端末{color[ffff]}から受け取って\nインターネット対戦で 使ってみよう！
RewardLockerFigure_00	オキモノをゲット！
RewardLockerFigure_01	{color[0100]}ロビー端末{color[ffff]}から受け取って\nロッカーに かざってみよう！
RewardLockerSticker_00	ステッカーをゲット！
RewardLockerSticker_01	{color[0100]}ロビー端末{color[ffff]}から受け取って\nロッカーに かざってみよう！
RewardMiniGameCardPack_00	カードパックをゲット！
RewardMiniGameCardPack_01	{color[0100]}ロビー端末{color[ffff]}から受け取って\nナワバトラーで使ってみよう！
RewardByname_00	二つ名をゲット！
RewardByname_01	{color[0100]}ロビー端末{color[ffff]}から受け取って\nネームプレートに付けてみよう！
RewardFoodTicket_00	フードチケットをゲット！
RewardFoodTicket_01	{color[0100]}ロビー端末{color[ffff]}から受け取ろう！\nロビーにある売店に持っていけば、いいことがあるぞ！
MsnWeaponBufDocument_00	イリコニウムをゲット！
MsnWeaponBufDocument_01	ヒーローそうびのパワーアップに使えるぞ！\nパワーアップは{[0302|0000803f00000000]}のメニューからだ！
MsnGoldDisk_00	ゴールドディスクをゲット！
MsnGoldDisk_01	このあたりで聞こえる音楽が 少し変化したぞ！\n耳をすましてみよう！
MsnExStageChallengeRight_00	かくされていた ヤカンが出現！
MsnExStageChallengeRight_01	目覚めの地に行ってみよう！
CommonMsg\Gear\GearBrandName.msbt
B00	バトロイカ
B01	アイロニック
B02	クラーゲス
B03	ロッケンベルグ
B04	エゾッコ
B05	フォーリマ
B06	ホッコリー
B07	ホタックス
B08	ジモン
B09	シグレニ
B10	アロメ
B11	ヤコ
B15	アナアキ
B16	エンペリー
B17	タタキケンサキ
B19	バラズシ
B20	シチリン
B97	クマサン商会
B98	アタリメイド
B99	amiibo
CommonMsg\Gear\GearName_Clothes.msbt
TES001	イカノメＴ ブラック
TES004	ロッケンベルグＴ ホワイト
TES005	ロッケンベルグＴ ブラック
TES006	イカブラック
TES013	ベクトルパターン レッド
TES014	ベクトルパターン グレー
TES015	ヤマビコＴ ブルー
TES016	ヤマビコＴ アイボリー
TES018	パイレーツボーダー
TES019	マリンボーダー
TES020	ヤキフグ8bit ホワイト
TES021	ヤキフグ8bit ブラック
TES035	イカホワイトV
TES063	サキイカホワイト
TES066	アナアキT チョーカー
TES088	ガブリエルT
TES069	リイシューT ブルー
TES070	リイシューT ブラウン
TES071	バラズシ ノリマキ
TES072	バラズシT ハクマイ
TES073	バラズシT ゲンマイ
TES074	バラズシT セキハン
TES075	イコT ゴブゴブ
TES076	イカサンT
TES077	タコサンT
TES082	リンガーT パイン
TES083	リンガーT アップル
TES084	トワイライトグラデT
TES085	サンセットグラデT
TES091	スシズメブロブ ベリー
TEL004	エゾッコラグラン
TLY000	レイヤード ホワイト
TLY001	マスタードガサネ
TLY006	チョコガサネ
TLY008	ベクトルラインガサネ
TLY009	グリーンＴ
PLO004	ピンポンポロ
PLO005	テッカサイクルシャツ
PLO009	キングラガー010
PLO010	キングラガー008
JKT000	マウンテンオリーブ
JKT001	ヤコナイロン ヴィンテージ
JKT006	イカライダーBLACK
JKT014	イカスカジャン
JKT015	ウラスカジャン
JKT019	マッチャ ライトダウン
JKT023	ケンサキコーチ
JKT045	モンスター PCU56
JKT046	バラズシヤッケ
JKT047	フィレジャケット
JKT048	オールウェイズファン
JKT049	パドリングジャケット ネガ
JKT050	コテボレロ ネガ
JKT051	オスモル アイボリー
JKT054	ハンティングジャケットKK
TNK000	バスケジャージ ホーム
TNK008	ウミボーズ ホーム
SWT001	イカバッテン マスタード
SWT010	アナアキニット アオソデ
SWT016	クラマナスウェット
SWT017	3Dニット シャーク
SWT018	タコピステ ブルー
SHT000	オータムネル
SHT003	シロシャツ
SHT005	おどるイカアロハ
SHT012	ロゴマシマシアロハ
SHT017	ピーターパンクシャツ
SHT018	タコボウラーシャツ
SHT019	スミカケシャツ
SHT020	パラシューター ザクロ
SHT024	チリメンタコアロハ
SHT025	アナアキオンブレネル
SHT030	タツノコキューバ
SHT031	ピエロシャツ
SHT033	フィレシャツ サファリ
SHT034	ステッチシャツ ヤガラ
SHT036	スミチラシシャツ
SHT040	フィレシャツ アーバン
VST010	ハンティングベストKK
VST011	タカアシプロテクターレッド
PRK006	ホタパーカー グレー
PRK012	バハフーディー ロホ
MSN110	ケタコゾネスプロテクター
MSN301	サバイバルスーツ
MSN302	ヒーロースーツLv1
MSN303	ヒーロースーツLv2
MSN304	ヒーロースーツLv3
MSN305	ヒーロースーツST
MSN306	ヒーロースーツ レプリカ
MSN310	でんせつのマント
COP001	バイトツナギ オレンジ
CommonMsg\Gear\GearName_Head.msbt
FST000	ヘッドバンド ホワイト
CAP000	ウーニーズBBキャップ
CAP002	ヤコメッシュ
CAP003	ビバレッジキャップ
CAP005	イカベーダーキャップ
CAP012	テッカサイクルキャップ
CAP020	ヒッコリーワークキャップ
CAP021	ウールウーニーズクラシック
CAP028	シェーディングキャップ スミ
CAP036	フィッシャーマンキャップ
NCP008	リブニット
EYE001	スプラッシュゴーグル
EYE003	イロメガネ
EYE008	タレサン18K
EYE009	マルベッコー
EYE011	セルブロウ
EYE012	ダブルエッグサングラス
EYE016	スイミングモーグル
EYE021	デメニギスゴーグル
EYE025	フロート クリアグラス
EYE026	バイカーシェード
EYE027	アナアキスクエアグラス
HAT004	スゲ
HAT008	イカバケット
HAT015	ボーラークラシック
HAT016	ステンシルデニムハット
HAT017	ホタテンガロン
HDP001	オーロラヘッドホン
HDP004	ステカセヘッドホン
HDP007	ミミタコ8
HDP008	甲伝導エンペラEP
VIS001	ヤキフグ サンバイザー
VIS003	ヤコバイザー
VIS004	フェイスバイザー
MET007	イカロスHKメット
MET012	シェルメット
MET013	ホーンメットBF
MET014	キャッチャーマスクFU
MSK005	アナアキマスク
MSK008	マスクドホッコリー
MSK011	フォーリマスク
MSK014	ブロブスマイルマスク
MSK016	トンビシールドR255
HBD003	テニスバンド
HBD007	ヤキフグビスケットバンダナ
HBD009	ピンポンバンド
MSN109	クマノミミ
MSN110	ケタコゾネスゴーグル
MSN111	ケタコゾネスゴーグルワカメ
MSN301	サバイバルイヤー
MSN302	ヒーローブレインLv1
MSN303	ヒーローブレインLv2
MSN304	ヒーローブレインLv3
MSN305	ヒーローブレインST
MSN306	ヒーローブレイン レプリカ
MSN310	でんせつのぼうし
COP001	バイトヘルメット オレンジ
CommonMsg\Gear\GearName_Shoes.msbt
SLO000	グリッチョ ブルー
SLO008	ベリベリホワイト
SLO009	ベリベリレッド
SLO021	NNJグリーン
SLO022	ザ・ベース ルーキー
SLO024	ザ・ベース ボス
SHI000	シーホースHi レッド
SHI001	シーホースHi ゾンビ
SHI004	キャンバスHi モロヘイヤ
SHI005	キャンバスHi トマト
SHI016	オルカHi サンセット
SHI017	エギング4 アカクロ
SHI018	エギング4 アオクロ
SHI042	パワーリセットHi
SHI043	テンヤ8 レッド
SHI045	01STER コハク
SHT001	オレンジアローズ
SHT004	シアンビーンズ
SHT013	アローズ タタキベッチュー
SHT020	イカサシ スクランブル
SHT022	MOVEレッド
SHT023	MODZ-9
SHT024	シェルバシラWO
SHT025	フカヒレニマイバ
SDL000	オイスタークロッグ
SDL001	チョコクロッグ
SDL003	デルタストラップ ネオン
SDL004	BBサンダル
SDL005	デルタストラップ スノー
SDL007	ヤキフグシャワサン アカ
SDL008	ヤキフグシャワサン キ
SDL011	アローズサンダル アオキ
SDL012	BSサンダル
SDL013	べリべリサン オレンジ
SDL017	べリべリサン マゼンタ
SDL018	べリべリサン シアン
TRS000	トレッキングライト
TRS001	トレッキングカスタム
BOT000	モトクロスブーツ
BOT001	ヌバックブーツ イエロー
BOT006	ロッキンホワイト
BOT007	ロッキンチェリー
BOT012	ハンティングブーツ
BOT021	ダックブーツ スノウ
SLP002	スリッポン チドリ
LTS010	アナアキラバー ハバネロ
LTS013	チャッカブーツ サンド
LTS014	デッキシューズ フカイリ
MSN110	ケタコゾネスブーツ
MSN301	サバイバルフット
MSN302	ヒーローブーツLv1
MSN303	ヒーローブーツLv2
MSN304	ヒーローブーツLv3
MSN305	ヒーローブーツST
MSN306	ヒーローブーツ レプリカ
MSN310	でんせつのゾーリ
CommonMsg\Gear\GearPowerExp.msbt
None	ギアをバトルで使用してケイケン値をためると\nギアパワーが解放されます。
OpInkEffect_Reduction	相手のインクをふんだ時のダメージや移動速度の減少量が\n少なくなります。
SubEffect_Reduction	サブウェポンによるダメージや効果を軽減します。
MainInk_Save	メインウェポンの消費インク量が少なくなります。
SubInk_Save	サブウェポンの消費インク量が少なくなります。
InkRecovery_Up	インクタンク回復速度がアップします。
HumanMove_Up	ヒト状態の移動速度がアップします。
SquidMove_Up	イカダッシュ時の移動速度がアップします。
SpecialIncrease_Up	スペシャルゲージの増加量がアップします。
RespawnSpecialGauge_Save	プレイヤーがやられた時のスペシャルゲージの減少量が\n少なくなります。
SpecialSpec_Up	スペシャルウェポンの性能がアップします。
RespawnTime_Save	相手を一人も倒せないまま連続でやられた時、\n復活時間が短くなります。
JumpTime_Save	スーパージャンプの時間が短くなります。
SubSpec_Up	サブウェポンの性能がアップします。
ExSkillDouble	このギアについている追加ギアパワーを\n１つで２コ分の効果にします。
StartAllUp	対戦開始から３０カウントの間\n移動に関する効果がかなりアップします。
EndAllUp	対戦終了の３０カウント前から\nインク効率とインク回復速度がかなりアップします。
MinorityUp	自チームの人数が相手チームより少ない場合、\n少しずつスペシャルゲージが増えます。
ComeBack	プレイヤーがやられて復帰後、しばらくの間\n一部の能力がかなりアップします。
SquidMoveSpatter_Reduction	地面をイカダッシュした時にインクが飛び散らなくなるが、\n移動速度が少しダウンします。
DeathMarking	復活したとき、自分を倒した相手の位置が\n遠くから見えるようになります。
SuperJumpSign_Hide	スーパージャンプの着地点を示すマーカーが、\nはなれた場所から見えなくなります。
ThermalInk	メインウェポンの弾を直接当てた相手が、しばらくの間\n遠くから見えるようになります。
Exorcist	自プレイヤーと倒した相手のスペシャル減少量と\n復活時間が増えます。
ObjectEffect_Up	プレイヤー以外の物体に対して攻撃したときのダメージを\n増やします。
SomersaultLanding	スーパージャンプ着地時にスティックをたおしておくと\n着地と同時に前転します。
Action_Up	イカロールやイカノボリが行いやすくなるとともに、\nジャンプ直後に攻撃するときの射撃のブレが少なくなります。
CommonMsg\Gear\GearPowerName.msbt
OpInkEffect_Reduction	相手インク影響軽減
SubEffect_Reduction	サブ影響軽減
MainInk_Save	インク効率アップ(メイン)
SubInk_Save	インク効率アップ(サブ)
InkRecovery_Up	インク回復力アップ
HumanMove_Up	ヒト移動速度アップ
SquidMove_Up	イカダッシュ速度アップ
SpecialIncrease_Up	スペシャル増加量アップ
RespawnSpecialGauge_Save	スペシャル減少量ダウン
SpecialSpec_Up	スペシャル性能アップ
RespawnTime_Save	復活時間短縮
JumpTime_Save	スーパージャンプ時間短縮
SubSpec_Up	サブ性能アップ
ExSkillDouble	追加ギアパワー倍化
StartAllUp	スタートダッシュ
EndAllUp	ラストスパート
MinorityUp	逆境強化
ComeBack	カムバック
SquidMoveSpatter_Reduction	イカニンジャ
DeathMarking	リベンジ
SuperJumpSign_Hide	ステルスジャンプ
ThermalInk	サーマルインク
Exorcist	復活ペナルティアップ
ObjectEffect_Up	対物攻撃力アップ
SomersaultLanding	受け身術
Action_Up	アクション強化
CommonMsg\Goods\GoodsName.msbt
Sti_MsnAlterMap00	オルタナのちず 1
Sti_MsnAlterMap01	オルタナのちず 2
Sti_MsnAlterMap02	オルタナのちず 3
Sti_MsnAlterMap03	オルタナのちず 4
Sti_MsnAlterMap04	オルタナのちず 5
Sti_MsnAlterMap05	オルタナのちず 6
Sti_MsnClearPhot	オルタナのおもいで
Sti_MsnMysteryFile00	ミステリーファイル 01
Sti_MsnMysteryFile01	ミステリーファイル 02
Sti_MsnMysteryFile02	ミステリーファイル 03
Sti_MsnMysteryFile03	ミステリーファイル 04
Sti_MsnMysteryFile04	ミステリーファイル 05
Sti_MsnMysteryFile05	ミステリーファイル 06
Sti_MsnMysteryFile06	ミステリーファイル 07
Sti_MsnMysteryFile07	ミステリーファイル 08
Sti_MsnMysteryFile08	ミステリーファイル 09
Sti_MsnMysteryFile09	ミステリーファイル 10
Sti_MsnMysteryFile10	ミステリーファイル 11
Sti_MsnMysteryFile11	ミステリーファイル 12
Sti_MsnMysteryFile12	ミステリーファイル 13
Sti_MsnMysteryFile13	ミステリーファイル 14
Sti_MsnMysteryFile14	ミステリーファイル 15
Sti_MsnMysteryFile15	ミステリーファイル 16
Sti_MsnMysteryFile16	ミステリーファイル 17
Sti_MsnMysteryFile17	ミステリーファイル 18
Sti_MsnMysteryFile18	ミステリーファイル 19
Sti_MsnMysteryFile19	ミステリーファイル 20
Sti_MsnMysteryFile20	ミステリーファイル 21
Sti_MsnMysteryFile21	ミステリーファイル 22
Sti_MsnMysteryFile22	ミステリーファイル 23
Sti_MsnMysteryFile23	ミステリーファイル 24
Fig_MsnFindObj00	でんちゃん
Fig_MsnFindObj01	いにしえのかお
Fig_MsnFindObj02	せつじょうしゃ
Fig_MsnFindObj03	アンプ S
Fig_MsnFindObj04	ドラムかん ブルー
Fig_MsnFindObj05	ドラムかん レッド
Fig_MsnFindObj06	いにしえのポーズ
Fig_MsnFindObj07	3Dプリンター
Fig_MsnFindObj08	アンプ M
Fig_MsnFindObj09	だんめんもけい K
Fig_MsnFindObj10	だんめんもけい E
Fig_MsnFindObj11	シェルター
Fig_MsnFindObj12	コンテナ
Fig_MsnFindObj13	アンプ L
Fig_MsnFindObj14	はつでんき
Fig_MsnFindObj16	せんすいかん
Fig_MsnFindObj17	提灯 ～竜～
Fig_MsnFindObj18	スポーツカー
Fig_BigLantern	提灯 ～魚～
Fig_ConcreteBlockSq	コンクリートのかたまり
Fig_MegapolisHydrant	しょうかせん
Fig_MegapolisTrashBin	ダストカート
Fig_MegapolisWoodPallet	もくせいパレット
Fig_MsnFindObj26	サーバー
Fig_MsnFindObj27	レコードプレーヤー
Fig_Torii	鳥居
Fig_UmbrellaNostalgia	和傘
Fig_BigLanternSakura	提灯 ～桜～
Fig_ParabolicAntenna	パラボラアンテナ
CommonMsg\Mission\AlternaLog01.msbt
Area01_Hidden_L01	‰ｽh‚､É“±‹Ťp‚Ě”\xad“W莎‚ÍÉ‚˘˝‚ľ‚Ż‚Ĺ‚繁Č‚µ‚˝\xadA‘S˘ŠE‚đŠŞ‚«đ‚｣Ţ‘‚ｸ˘‚đ‚ŕ‚˝l—Ţ‚đ”‚ç‚
Area01_Hidden_L02	‘‚ç‚µ‚Ä‚˘‚‚˘Ę‚Ä遙‚µ•é˝¶•‚続Č‚\xad‘±‚«A’năĹ‚Ĺ簇¨‚Ş”‘ﾃ‚\xad–Ĺ–S‚ÍŚ‚µ‚\xad‰
Area01_Hidden_L03	Ě・醫Šú‚É‰ÎRﾋﾟ‚Ě“•¬‰Î‚âŠC–‹N‚@«‚Ęăŕd期‚Č‚čA‘ĺ¸‚Č‚遙Ď’nŮ‚—Ęâ–Ĺ‚Ş˝Ç‚Ě“V•
Area01_Hidden_L04	’A‰˝邯nŇă‚‚ęŇ‚ŕ¶‚«‚Ä‚‚Ć染‚Č˘‚」\xad‚±‚Ć‚ﾛĚ‚Ĺ‚«‚Č‚˘ęŇ熙Š‚Á‚˝Í‰ő‚ł
Area01_Hidden_L05	ČŞó‹µ‚»‚Ě‚讀ć‚—Ţ‚Ş¤ﾗ‚‚Ĺ‚ŕA‚í‚残«c‚Á‚˝l‚˘‚˝Ş¸‚‚É¶‚
