CommonMsg\CuiMsgWin.msbt
Msg_Network_Error	發生通訊錯誤。
0406	神聖的
0408	與生俱來的
0411	世紀末的
0412	世紀的
0414	水槽中的
0415	受推崇的
0416	高人氣的
0417	愛吃辣的
0418	神速的
0419	神乎其技的
0420	半夜的
0421	潔白的
0422	鮮紅的
0423	蔚藍的
0424	烏黑的
0425	森林的
0426	新世紀的
0428	剛起步的
0429	全新感受的
0431	躺平的
0432	笑容燦爛的
0433	受邀的
0436	小的
0437	世事無常的
0438	初夏的
0439	純白的
0440	純粹的
0441	成熟的
0442	祝賀的
0443	有深度的
0444	邪惡的
0445	漆黑的
0447	固執的
0449	自稱為
0450	自拍的
0451	時代的
0452	我是
0454	孩子氣的
0455	愛好工作的
0457	秋老虎的
0458	嶄新的
0459	山的
0460	拍攝的
0461	昨天是
0462	才貌雙全的
0463	最前線的
0464	最新型的
0465	最初的
0466	最後的
0468	今年的
0469	只有今天最特別的
0470	活在當下的
0471	轟隆隆的
0473	紅色的
0474	硬派的
0476	好奇心旺盛的
0477	覺悟的
0480	孤芳自賞的
0484	健康的
0485	藝術性的
0486	飛翔的
0488	身心強壯的
0490	強運的
0492	去年的
0493	究極的
0494	像鬼的
0495	閃耀的
0497	喪失記憶的
0499	真心誠意的
0501	手無寸鐵的
0502	甜甜的
0503	感情用事的
0504	濕地的
0505	完全燃燒的
0507	海鮮
0508	海灘褲
0510	來自過去的
0513	音速的
0517	戀愛中的
0518	愛好電影的
0520	影子的
0521	命運的
0522	宇宙的
0524	畏縮的
0525	單鉤釣魚的
0526	一日
0527	大致上是
0529	異世界的
0532	新葉標誌的
0533	野蠻的
0534	真實的
0535	幸運的
0537	經驗老到的
0539	嬌柔的
0540	果然是
0541	愛好蔬菜的
0542	萌萌的
0543	摩登的
0546	不再迷惘的
0547	不能再輸的
0548	可喜可賀的
0549	天真無邪的
0551	奇蹟
0552	趕流行的
0553	愛好漫畫的
0554	砧板上的
0556	白色的
0557	炸彈的
0559	流利的
0560	輕飄飄的
0562	Q彈的
0563	愛好水果的
0564	黑色的
0565	芳香的
0566	走在流行尖端的
0568	很大的
0569	溼透的
0570	有鬍鬚的
0571	冷冷的
0572	了不起的
0573	遠方的
0574	鮮豔的
0576	想紅的
0577	噴發的
0578	愛好名牌的
0579	一箭穿心的
0580	困難的
0581	黏滑的
0582	噴塗的
0584	無論如何都是
0586	無名氏的
0587	很好的
0588	黏糊糊的
0589	隔壁的
0591	整齊的
0592	刺刺的
0593	尖銳的
0594	超大的
0595	光滑的
0596	冷淡的
0598	一點點的
0599	只是
0600	熬出湯汁的
0601	潛水的
0602	激烈的
0604	總之就是
0605	急性子的
0607	苗條的
0608	角落的
0609	蒸氣龐克的
0610	麻木的
0612	愛好散步的
0613	徘徊不定的
0615	僵硬的
0617	划算的
0618	哥德式的
0620	高性能的
0621	英勇的
0622	電玩中心的
0623	好
0624	空前絕後的
0625	閃閃發光的
0626	閃亮的
0627	巨大化的
0629	相機視角的
0630	死板的
0631	生硬的
0632	100%的
0633	隱藏的
0634	愛吃肉的
0635	客廳的
0636	愛吃魚的
0638	描繪的
0639	早熟的
0640	輕而易舉的
0642	訂製的
0643	優雅的
0644	用鰓呼吸的
0645	永恆的
0646	立即的
0647	總是的
0648	任何時候都是
0650	活力十足的
0651	搭上好浪潮的
0652	前衛的
0653	頂級
0654	滿出來的
0655	愛好動畫的
0656	不得了
0657	溫暖的
0660	心跳加速的
0661	室外的
0662	IT界的
0663	I love
0664	amiibo的
0665	5年後是
0666	10年前是
0667	三角洲的
0669	夏日風情的
0670	冬日風情的
0671	直播結束的
0672	日行性的
0673	破曉的
0674	務實的
0675	食量小的
0676	熬夜的
0677	躲在被子裡的
0678	懦弱的
0679	冬眠的
0680	所謂的
0681	相信直覺的
0682	濃郁的
0683	初代
0684	第二代
0686	最棒的
0687	漂泊的
0688	DJ
0689	荒野的
0690	雪地的
0691	海邊的
0692	天空的
0693	狀態值低的
0694	狀態值中等的
0695	狀態值不錯的
0696	狀態值超棒的
0697	斯普拉遁的
0698	前衛藝術的
0699	龐克的
0700	摩德派的
0701	哥德搖滾的
0702	鄉村搖滾的
0703	美式休閒風的
0704	運動風的
0705	霹靂舞派的
0707	視覺系的
0708	古著風的
0709	民族風的
0710	油漬搖滾的
0714	嘻哈的
0716	雷霆的
0717	電光石火的
0718	年邁的
0719	今天是
0720	VR
0721	50％的
0722	3％的
2002	黑白的
2003	長袖的
2500	大大吉的
2501	極稀有的
3000	蠻頹的
3001	印度洋的
3002	北大西洋的
3003	北太平洋的
3004	南極海的
3005	北極海的
3006	南大西洋的
3007	南太平洋的
3008	魷樂天地的
3009	熊先生商會的
3010	荒界的
3011	廣場的
3012	大廳的
3013	第三代
3014	混沌的
3015	盛夏的
3100	幻界的
3200	享樂的
3201	最強的
3300	酥脆的
3301	站著踩的
CommonMsg\Byname\BynameSubject.msbt
0000_0	廣域標記槍操作者
0000_1	{[0102]}
0001_0	新葉射擊槍操作者
0001_1	{[0102]}
0002_0	窄域標記槍操作者
0002_1	{[0102]}
0003_0	專業模型槍操作者
0003_1	{[0102]}
0004_0	斯普拉射擊槍操作者
0004_1	{[0102]}
0005_0	.52加侖操作者
0005_1	{[0102]}
0006_0	N-ZAP操作者
0006_1	{[0102]}
0007_0	頂尖射擊槍操作者
0007_1	{[0102]}
0008_0	.96加侖操作者
0008_1	{[0102]}
0009_0	噴射清潔槍操作者
0009_1	{[0102]}
0010_0	新星爆破槍操作者
0010_1	{[0102]}
0011_0	火熱爆破槍操作者
0011_1	{[0102]}
0012_0	遠距爆破槍操作者
0012_1	{[0102]}
0013_0	衝塗爆破槍操作者
0013_1	{[0102]}
0014_0	快速爆破槍操作者
0014_1	{[0102]}
0015_0	快速爆破槍 精英操作者
0015_1	{[0102]}
0016_0	L3捲管槍操作者
0016_1	{[0102]}
0017_0	H3捲管槍操作者
0017_1	{[0102]}
0018_0	開瓶噴泉槍操作者
0018_1	{[0102]}
0019_0	碳纖維滾筒操作者
0019_1	{[0102]}
0020_0	斯普拉滾筒操作者
0020_1	{[0102]}
0021_0	電動馬達滾筒操作者
0021_1	{[0102]}
0022_0	可變式滾筒操作者
0022_1	{[0102]}
0023_0	巴勃羅操作者
0023_1	{[0102]}
0024_0	北齋操作者
0024_1	{[0102]}
0025_0	魷快潔操作者
0025_1	{[0102]}
0026_0	斯普拉蓄力狙擊槍操作者
0026_1	{[0102]}
0027_0	公升4K操作者
0027_1	{[0102]}
0028_0	14式竹筒槍操作者
0028_1	{[0102]}
0029_0	高壓油管槍操作者
0029_1	{[0102]}
0030_0	飛濺潑桶操作者
0030_1	{[0102]}
0031_0	洗筆桶操作者
0031_1	{[0102]}
0032_0	迴旋潑桶操作者
0032_1	{[0102]}
0033_0	滿溢泡澡潑桶操作者
0033_1	{[0102]}
0034_0	爆炸潑桶操作者
0034_1	{[0102]}
0035_0	斯普拉旋轉槍操作者
0035_1	{[0102]}
0036_0	桶裝旋轉槍操作者
0036_1	{[0102]}
0037_0	消防栓旋轉槍操作者
0037_1	{[0102]}
0038_0	圓珠筆操作者
0038_1	{[0102]}
0039_0	鸚鵡螺號操作者
0039_1	{[0102]}
0040_0	濺鍍槍操作者
0040_1	{[0102]}
0041_0	斯普拉機動槍操作者
0041_1	{[0102]}
0042_0	開爾文525操作者
0042_1	{[0102]}
0043_0	雙重清潔槍操作者
0043_1	{[0102]}
0044_0	四重彈跳手槍操作者
0044_1	{[0102]}
0045_0	遮陽防空傘操作者
0045_1	{[0102]}
0046_0	露營防空傘操作者
0046_1	{[0102]}
0047_0	特務配件操作者
0047_1	{[0102]}
0048_0	三發獵魚弓操作者
0048_1	{[0102]}
0049_0	工作刮水刀操作者
0049_1	{[0102]}
0050_0	LACT-450操作者
0050_1	{[0102]}
0051_0	雨刷刮水刀操作者
0051_1	{[0102]}
0052_0	斯普拉準星槍操作者
0052_1	{[0102]}
0053_0	4K準星槍操作者
0053_1	{[0102]}
0054_0	太空射擊槍操作者
0054_1	{[0102]}
0055_0	寬滾筒操作者
0055_1	{[0102]}
0056_0	R-PEN操作者
0056_1	{[0102]}
0100_0	斯普拉炸彈操作者
0100_1	{[0102]}
0101_0	吸盤炸彈操作者
0101_1	{[0102]}
0102_0	快速炸彈操作者
0102_1	{[0102]}
0103_0	冰壺炸彈操作者
0103_1	{[0102]}
0104_0	機器人炸彈操作者
0104_1	{[0102]}
0105_0	墨汁陷阱操作者
0105_1	{[0102]}
0106_0	灑墨器操作者
0106_1	{[0102]}
0107_0	定點偵測器操作者
0107_1	{[0102]}
0108_0	毒霧操作者
0108_1	{[0102]}
0109_0	斯普拉防護牆操作者
0109_1	{[0102]}
0110_0	跳躍信標操作者
0110_1	{[0102]}
0111_0	碳酸炸彈操作者
0111_1	{[0102]}
0112_0	魚雷操作者
0112_1	{[0102]}
0113_0	標線器操作者
0113_1	{[0102]}
0120_0	墨雨雲操作者
0120_1	{[0102]}
0121_0	終極發射操作者
0121_1	{[0102]}
0122_0	終極印章操作者
0122_1	{[0102]}
0123_0	巨大防護罩操作者
0123_1	{[0102]}
0124_0	噴射背包操作者
0124_1	{[0102]}
0125_0	彈跳聲納操作者
0125_1	{[0102]}
0126_0	觸手噴射操作者
0126_1	{[0102]}
0127_0	鯊魚坐騎操作者
0127_1	{[0102]}
0128_0	螃蟹坦克操作者
0128_1	{[0102]}
0129_0	讚氣彈操作者
0129_1	{[0102]}
0130_0	吸墨機操作者
0130_1	{[0102]}
0131_0	多重導彈操作者
0131_1	{[0102]}
0132_0	喇叭雷射5.1ch操作者
0132_1	{[0102]}
0133_0	三重龍捲風操作者
0133_1	{[0102]}
0134_0	能量站操作者
0134_1	{[0102]}
0150_0	戰鬥魷魚愛好者
0150_1	{[0102]}
0151_0	鋼鐵先鋒愛好者
0151_1	{[0102]}
0152_0	海月愛好者
0152_1	{[0102]}
0153_0	羅肯貝格愛好者
0153_1	{[0102]}
0154_0	澤酷愛好者
0154_1	{[0102]}
0155_0	鍛品愛好者
0155_1	{[0102]}
0156_0	暖流愛好者
0156_1	{[0102]}
0157_0	帆立愛好者
0157_1	{[0102]}
0158_0	寺門愛好者
0158_1	{[0102]}
0159_0	時雨愛好者
0159_1	{[0102]}
0160_0	艾洛眼愛好者
0160_1	{[0102]}
0161_0	暇古愛好者
0161_1	{[0102]}
0162_0	無法無天愛好者
0162_1	{[0102]}
0163_0	魷皇愛好者
0163_1	{[0102]}
0164_0	劍尖魷愛好者
0164_1	{[0102]}
0166_0	散壽司愛好者
0166_1	{[0102]}
0167_0	七輪愛好者
0167_1	{[0102]}
0168_0	魚乾製造愛好者
0168_1	{[0102]}
0180_0	Squid Squad粉絲
0180_1	{[0102]}
0181_0	ABXY粉絲
0181_1	{[0102]}
0182_0	Hightide Era粉絲
0182_1	{[0102]}
0183_0	Wet Floor粉絲
0183_1	{[0102]}
0184_0	From Bottom粉絲
0184_1	{[0102]}
0185_0	流裂粉絲
0185_1	{[0102]}
0186_0	SashiMori粉絲
0186_1	{[0102]}
0187_0	禁同食粉絲
0187_1	{[0102]}
0188_0	ω-3粉絲
0188_1	{[0102]}
0189_0	OCTOTOOL粉絲
0189_1	{[0102]}
0190_0	Dedf1sh粉絲
0190_1	{[0102]}
0191_0	C-Side粉絲
0191_1	{[0102]}
0192_0	Front Roe粉絲
0192_1	{[0102]}
0193_0	Damp Socks粉絲
0193_1	{[0102]}
0220_0	長髮
0220_1	{[0102]}
0221_0	短髮
0221_1	{[0102]}
0222_0	丸子頭
0222_1	{[0102]}
0223_0	波浪捲
0223_1	{[0102]}
0224_0	雙馬尾
0224_1	{[0102]}
0225_0	齊瀏海
0225_1	{[0102]}
0226_0	髮髻
0226_1	{[0102]}
0227_0	後梳油頭
0227_1	{[0102]}
0228_0	平頭
0228_1	{[0102]}
0229_0	馬尾
0229_1	{[0102]}
0230_0	刺刺頭
0230_1	{[0102]}
0231_0	蘑菇頭
0231_1	{[0102]}
0232_0	麻花辮
0232_1	{[0102]}
0233_0	自然髮型
0233_1	{[0102]}
0234_0	濕髮
0234_1	{[0102]}
0235_0	髒辮
0235_1	{[0102]}
0236_0	捲髮
0236_1	{[0102]}
0237_0	莫西干頭
0237_1	{[0102]}
0238_0	爆炸頭
0238_1	{[0102]}
0239_0	縱捲髮
0239_1	{[0102]}
0240_0	漸層寸頭
0240_1	{[0102]}
0241_0	男性長髮
0241_1	{[0102]}
0242_0	飛機頭
0242_1	{[0102]}
0243_0	斜瀏海
0243_1	{[0102]}
0300_0	小擬粉絲
0300_1	{[0102]}
0301_0	頭部裝備店常客
0301_1	{[0102]}
0302_0	飯田粉絲
0302_1	{[0102]}
0303_0	曼曼粉絲
0303_1	{[0102]}
0304_0	鞋店常客
0304_1	{[0102]}
0305_0	雜貨店常客
0305_1	{[0102]}
0306_0	麻辣魷物粉絲
0306_1	{[0102]}
0307_0	魚漿幫粉絲
0307_1	{[0102]}
0308_0	腕兒姐妹粉絲
0308_1	{[0102]}
0309_0	小姬粉絲
0309_1	{[0102]}
0310_0	莎莎粉絲
0310_1	{[0102]}
0311_0	武器店常客
0311_1	{[0102]}
0312_0	服裝店常客
0312_1	{[0102]}
0313_0	小螢粉絲
0313_1	{[0102]}
0314_0	鬼福粉絲
0314_1	{[0102]}
0315_0	真格蛤蜊愛好者
0315_1	{[0102]}
0316_0	真格區域愛好者
0316_1	{[0102]}
0317_0	真格魚虎對戰愛好者
0317_1	{[0102]}
0318_0	真格塔樓愛好者
0318_1	{[0102]}
0319_0	鮭魚跑愛好者
0319_1	{[0102]}
0320_0	占地對戰愛好者
0320_1	{[0102]}
0321_0	英雄模式愛好者
0321_1	{[0102]}
0322_0	真格蛤蜊大師
0322_1	{[0102]}
0323_0	真格區域大師
0323_1	{[0102]}
0324_0	真格塔樓大師
0324_1	{[0102]}
0325_0	占地對戰大師
0325_1	{[0102]}
0326_0	真格魚虎大師
0326_1	{[0102]}
0327_0	鮭魚跑大師
0327_1	{[0102]}
0328_0	英雄模式大師
0328_1	{[0102]}
0329_0	魷魚族
0329_1	{[0102]}
0330_0	章魚圈
0330_1	{[0102]}
0331_0	T恤愛好者
0331_1	{[0102]}
0332_0	外套愛好者
0332_1	{[0102]}
0333_0	襯衫愛好者
0333_1	{[0102]}
0334_0	運動鞋愛好者
0334_1	{[0102]}
0335_0	針織衫愛好者
0335_1	{[0102]}
0336_0	時尚教主
0336_1	{[0102]}
0337_0	帽子愛好者
0337_1	{[0102]}
0338_0	眼鏡愛好者
0338_1	{[0102]}
0339_0	靴子愛好者
0339_1	{[0102]}
0340_0	卡片收藏者
0340_1	{[0102]}
0341_0	雜貨收藏者
0341_1	{[0102]}
0342_0	時尚界人士
0342_1	{[0102]}
0343_0	置物櫃狂
0343_1	{[0102]}
0344_0	魷魚登頂者
0344_1	{[0102]}
0345_0	魷魚滾行者
0345_1	{[0102]}
0346_0	全能者
0346_1	{[0102]}
0347_0	跳躍者
0347_1	{[0102]}
0348_0	翻滾者
0348_1	{[0102]}
0349_0	慢起步者
0349_1	{[0102]}
0350_0	轟炸者
0350_1	{[0102]}
0351_0	守護神
0351_1	{[0102]}
0352_0	衝鋒隊長
0352_1	{[0102]}
0353_0	鬼蝠魟
0353_1	{[0102]}
0354_0	章魚族
0354_1	{[0102]}
0355_0	熊
0355_1	{[0102]}
0356_0	水母
0356_1	{[0102]}
0357_0	人類
0357_1	{[0102]}
0358_0	魚貝類
0358_1	{[0102]}
0359_0	哺乳類
0359_1	{[0102]}
0360_0	藝術家
0360_1	{[0102]}
0361_0	偶像
0361_1	{[0102]}
0362_0	打工仔
0362_1	{[0102]}
0363_0	海鰻操作者
0363_1	{[0102]}
0364_0	鯊魚操作者
0364_1	{[0102]}
0365_0	商店店員
0365_1	{[0102]}
0366_0	上班族
0366_1	{[0102]}
0367_0	老大
0367_1	{[0102]}
0368_0	冠軍
0368_1	{[0102]}
0369_0	貝斯手
0369_1	{[0102]}
0371_0	王子
0371_1	公主
0372_0	好哥兒們
0372_1	好姐妹
0373_0	城市男孩
0373_1	城市女孩
0374_0	新郎
0374_1	新娘
0375_0	國王
0375_1	皇后
0376_0	兄弟
0376_1	姐妹
0377_0	關東煮
0377_1	{[0102]}
0378_0	祭典愛好者
0378_1	{[0102]}
0379_0	衝浪者
0379_1	{[0102]}
0380_0	夏日祭典
0380_1	{[0102]}
0381_0	花
0381_1	{[0102]}
0382_0	怕熱者
0382_1	{[0102]}
0383_0	雪人
0383_1	{[0102]}
0384_0	煙火
0384_1	{[0102]}
0385_0	颱風眼
0385_1	{[0102]}
0386_0	魚奇奇
0386_1	{[0102]}
0387_0	破壞神
0387_1	{[0102]}
0388_0	狗
0388_1	{[0102]}
0389_0	龍
0389_1	{[0102]}
0390_0	貓
0390_1	{[0102]}
0391_0	恐龍
0391_1	{[0102]}
0392_0	頭足綱
0392_1	{[0102]}
0393_0	雙殼貝
0393_1	{[0102]}
0394_0	海豚
0394_1	{[0102]}
0395_0	書蟲
0395_1	{[0102]}
0396_0	CEO
0396_1	{[0102]}
0397_0	助理
0397_1	{[0102]}
0398_0	運動員
0398_1	{[0102]}
0399_0	經紀人
0399_1	{[0102]}
0400_0	賭徒
0400_1	{[0102]}
0401_0	教練
0401_1	{[0102]}
0402_0	專員
0402_1	{[0102]}
0403_0	喜劇演員
0403_1	{[0102]}
0404_0	科學家
0404_1	{[0102]}
0405_0	武士
0405_1	{[0102]}
0406_0	間諜
0406_1	{[0102]}
0407_0	舞者
0407_1	{[0102]}
0408_0	設計師
0408_1	{[0102]}
0409_0	忍者
0409_1	{[0102]}
0411_0	領班
0411_1	{[0102]}
0412_0	飛行員
0412_1	{[0102]}
0413_0	獵人
0413_1	{[0102]}
0415_0	企劃人員
0415_1	{[0102]}
0416_0	程式設計師
0416_1	{[0102]}
0417_0	製作人
0417_1	{[0102]}
0418_0	畫家
0418_1	{[0102]}
0419_0	經理
0419_1	{[0102]}
0420_0	模特兒
0420_1	{[0102]}
0421_0	作者
0421_1	{[0102]}
0422_0	委員長
0422_1	{[0102]}
0423_0	太空人
0423_1	{[0102]}
0424_0	歌手
0424_1	{[0102]}
0425_0	會長
0425_1	{[0102]}
0426_0	維京人
0426_1	{[0102]}
0428_0	學生
0428_1	{[0102]}
0429_0	總監
0429_1	{[0102]}
0430_0	管理者
0430_1	{[0102]}
0431_0	漁夫
0431_1	{[0102]}
0432_0	組長
0432_1	{[0102]}
0433_0	警衛
0433_1	{[0102]}
0434_0	研究員
0434_1	{[0102]}
0437_0	作家
0437_1	{[0102]}
0439_0	專業人士
0439_1	{[0102]}
0440_0	管家
0440_1	{[0102]}
0441_0	社長
0441_1	{[0102]}
0442_0	董事
0442_1	{[0102]}
0443_0	助手
0443_1	{[0102]}
0444_0	工匠
0444_1	{[0102]}
0445_0	老師
0445_1	{[0102]}
0446_0	村長
0446_1	{[0102]}
0447_0	總統
0447_1	{[0102]}
0448_0	偵探
0448_1	{[0102]}
0449_0	登山家
0449_1	{[0102]}
0450_0	博士
0450_1	{[0102]}
0451_0	秘書
0451_1	{[0102]}
0452_0	美容師
0452_1	{[0102]}
0453_0	部長
0453_1	{[0102]}
0454_0	副社長
0454_1	{[0102]}
0455_0	冒險家
0455_1	{[0102]}
0456_0	漫畫家
0456_1	{[0102]}
0458_0	勇者
0458_1	{[0102]}
0459_0	廚師
0459_1	{[0102]}
0460_0	懶人
0460_1	{[0102]}
0461_0	大嘴巴
0461_1	{[0102]}
0463_0	愛吃鬼
0463_1	{[0102]}
0464_0	勞碌命
0464_1	{[0102]}
0465_0	熱血男子
0465_1	{[0102]}
0466_0	章魚女戰士
0466_1	{[0102]}
0467_0	鮭魚卵
0467_1	{[0102]}
0468_0	反派角色
0468_1	{[0102]}
0469_0	家族
0469_1	{[0102]}
0470_0	烏龜
0470_1	{[0102]}
0471_0	身體
0471_1	{[0102]}
0472_0	騎士
0472_1	{[0102]}
0473_0	蛋
0473_1	{[0102]}
0474_0	吐槽擔當
0474_1	{[0102]}
0475_0	同伴
0475_1	{[0102]}
0476_0	英雄
0476_1	{[0102]}
0477_0	裝傻擔當
0477_1	{[0102]}
0478_0	魔法師
0478_1	{[0102]}
0479_0	頭腦
0479_1	{[0102]}
0480_0	海洋生物
0480_1	{[0102]}
0481_0	DNA
0481_1	{[0102]}
0482_0	壽司
0482_1	{[0102]}
0483_0	啦啦隊
0483_1	{[0102]}
0484_0	海產
0484_1	{[0102]}
0485_0	魚漿
0485_1	{[0102]}
0486_0	魷魚乾
0486_1	{[0102]}
0487_0	乖寶寶
0487_1	{[0102]}
0488_0	維他命
0488_1	{[0102]}
0489_0	魚虎
0489_1	{[0102]}
0491_0	乾貨
0491_1	{[0102]}
0492_0	肌肉
0492_1	{[0102]}
0493_0	殘像
0493_1	{[0102]}
0494_0	盾
0494_1	{[0102]}
0495_0	領袖
0495_1	{[0102]}
0496_0	觀眾
0496_1	{[0102]}
0498_0	全都包
0498_1	{[0102]}
0499_0	參賽者
0499_1	{[0102]}
0500_0	1號
0500_1	{[0102]}
0501_0	2號
0501_1	{[0102]}
0502_0	4號
0502_1	{[0102]}
0503_0	8號
0503_1	{[0102]}
0504_0	AI
0504_1	{[0102]}
0505_0	LOVE
0505_1	{[0102]}
0507_0	傢伙
0507_1	{[0102]}
0508_0	歹徒
0508_1	{[0102]}
0509_0	阿基里斯腱
0509_1	{[0102]}
0510_0	非電玩玩家
0510_1	{[0102]}
0511_0	仿生人
0511_1	{[0102]}
0512_0	大師
0512_1	{[0102]}
0513_0	魷魚墨汁
0513_1	{[0102]}
0514_0	魷魚生活
0514_1	{[0102]}
0515_0	魷魚圈
0515_1	{[0102]}
0516_0	到此魷止
0516_1	{[0102]}
0517_0	墨汁
0517_1	{[0102]}
0518_0	影響者
0518_1	{[0102]}
0519_0	海鰻
0519_1	{[0102]}
0520_0	文人雅士
0520_1	{[0102]}
0521_0	龐然大物
0521_1	{[0102]}
0522_0	頭目
0522_1	{[0102]}
0523_0	阿宅
0523_1	{[0102]}
0524_0	舞蹈家
0524_1	{[0102]}
0525_0	附贈品
0525_1	{[0102]}
0526_0	孩子
0526_1	{[0102]}
0528_0	孩子王
0528_1	{[0102]}
0529_0	攝影師
0529_1	{[0102]}
0530_0	日式炸雞
0530_1	{[0102]}
0531_0	男神
0531_1	女神
0532_0	生肉片
0532_1	{[0102]}
0533_0	鍵盤手
0533_1	{[0102]}
0534_0	吉他手
0534_1	{[0102]}
0535_0	露營者
0535_1	{[0102]}
0536_0	丘比特
0536_1	{[0102]}
0537_0	螃蟹
0537_1	{[0102]}
0538_0	創作家
0538_1	{[0102]}
0539_0	搖擺樂
0539_1	{[0102]}
0540_0	玩家
0540_1	{[0102]}
0541_0	最終兵器
0541_1	{[0102]}
0543_0	生存者
0543_1	{[0102]}
0544_0	次文化愛好者
0544_1	{[0102]}
0545_0	支持者
0545_1	{[0102]}
0546_0	鯊魚
0546_1	{[0102]}
0547_0	鮭魚生活
0547_1	{[0102]}
0548_0	游泳者
0548_1	{[0102]}
0549_0	類型
0549_1	{[0102]}
0550_0	前鋒
0550_1	{[0102]}
0551_0	實況主
0551_1	{[0102]}
0552_0	吉利丁
0552_1	{[0102]}
0553_0	名流
0553_1	{[0102]}
0554_0	侍酒師
0554_1	{[0102]}
0555_0	紀錄保持人
0555_1	{[0102]}
0556_0	章魚墨汁
0556_1	{[0102]}
0557_0	章魚生活
0557_1	{[0102]}
0558_0	碎末
0558_1	{[0102]}
0559_0	單挑者
0559_1	{[0102]}
0561_0	冒失鬼
0561_1	{[0102]}
0562_0	駕駛員
0562_1	{[0102]}
0563_0	鼓手
0563_1	{[0102]}
0564_0	龍捲風
0564_1	{[0102]}
0565_0	培訓師
0565_1	{[0102]}
0566_0	派對愛好者
0566_1	{[0102]}
0567_0	雙語者
0567_1	{[0102]}
0568_0	獨行俠
0568_1	{[0102]}
0569_0	耕田牛
0569_1	{[0102]}
0570_0	性格內向者
0570_1	{[0102]}
0571_0	派對王
0571_1	{[0102]}
0572_0	搞笑藝人
0572_1	{[0102]}
0573_0	戰鬥者
0573_1	{[0102]}
0574_0	幻想
0574_1	{[0102]}
0576_0	浮游生物
0576_1	{[0102]}
0577_0	名牌愛好者
0577_1	{[0102]}
0578_0	自由工作者
0578_1	{[0102]}
0579_0	暴風雪
0579_1	{[0102]}
0581_0	朋友
0581_1	{[0102]}
0582_0	壓軸
0582_1	{[0102]}
0583_0	老手
0583_1	{[0102]}
0584_0	主唱
0584_1	{[0102]}
0585_0	桌遊玩家
0585_1	{[0102]}
0586_0	Boss
0586_1	{[0102]}
0588_0	保鏢
0588_1	{[0102]}
0589_0	美人魚
0589_1	{[0102]}
0590_0	面罩
0590_1	{[0102]}
0591_0	瑪利亞
0591_1	{[0102]}
0592_0	狂熱者
0592_1	{[0102]}
0593_0	神秘人
0593_1	{[0102]}
0595_0	眼鏡仔
0595_1	{[0102]}
0596_0	心靈專家
0596_1	{[0102]}
0597_0	成員
0597_1	{[0102]}
0598_0	生活模式
0598_1	{[0102]}
0599_0	饒舌歌手
0599_1	{[0102]}
0600_0	遠端工作者
0600_1	{[0102]}
0601_0	菜鳥
0601_1	{[0102]}
0602_0	機器人
0602_1	{[0102]}
0603_0	愛好者
0603_1	{[0102]}
0605_0	一般人
0605_1	{[0102]}
0606_0	一匹狼
0606_1	{[0102]}
0607_0	窮人
0607_1	{[0102]}
0608_0	人才
0608_1	{[0102]}
0610_0	王者
0610_1	{[0102]}
0611_0	溫泉愛好者
0611_1	{[0102]}
0613_0	討海人
0613_1	{[0102]}
0614_0	海水魚
0614_1	{[0102]}
0615_0	海和尚
0615_1	{[0102]}
0616_0	怕冷者
0616_1	{[0102]}
0617_0	觀光客
0617_1	{[0102]}
0618_0	稀有部位
0618_1	{[0102]}
0619_0	氣氛
0619_1	{[0102]}
0620_0	記憶
0620_1	{[0102]}
0621_0	鬼
0621_1	{[0102]}
0622_0	巨人
0622_1	{[0102]}
0623_0	魚拓
0623_1	{[0102]}
0625_0	鏡子
0625_1	{[0102]}
0626_0	軍艦壽司
0626_1	{[0102]}
0627_0	月亮
0627_1	{[0102]}
0628_0	拳頭
0628_1	{[0102]}
0629_0	原始人
0629_1	{[0102]}
0630_0	行家
0630_1	{[0102]}
0631_0	學弟
0631_1	學妹
0632_0	廠長
0632_1	{[0102]}
0633_0	混混
0633_1	{[0102]}
0634_0	丑角
0634_1	{[0102]}
0635_0	參謀
