00_glossary.msbt
01_msg_with_voice.msbt
mng_cmn_go	ゴー！
bdr001_ct_e05	ジャングルのその{r2[さき]}先{/r2}に…
bdr001_re_01	リザルト
bdr001_re_02	 {r2[とお]}通{/r2}ったルート
bdr001_re_03	しょうさい
bdr001_re_04	{r2[とお]}通{/r2}ったルート
bdr001_re_05	しょうさい
bdr001_re_06	こいだ{r2[かいすう]}回数{/r2}
bdr001_re_07	[0]回
bdr001_re_08	{r2[と]}取{/r2}れたバルーン
bdr001_re_09	1
bdr001_re_10	2
bdr001_re_11	3
bdr001_re_12	4
bdr001_re_13	5
bdr001_re_14	[0]/[1]/[2]
bdr001_re_15	[0]/[1]/[2]
bdr001_re_16	拡大
bdr001_re_17	{r2[たき]}滝{/r2}まっさかさま
bdr001_re_18	{r2[たき]}滝{/r2}まっさかさま
bdr001_re_19	ジャングルのその{r2[さき]}先{/r2}に…
bdr001_re_20	ジャングルのその{r2[さき]}先{/r2}に…
bdr001_pata_tl	カメラを{r2[も]}持{/r2}ったパタパタがいるよ
bdr001_re_21	？
bdr001_pata_tl_2	パタパタに{r2[うつ]}写{/r2}してもらおう！
bds001_cmn_terms.msbt
bds001_stg00_01	バッタンのドミノ{r2[いせき]}遺跡{/r2}
bds001_stg00_01_w	ドミノ{r2[いせき]}遺跡{/r2}の{r2[たからばこ]}宝箱{/r2}
bds001_stg00_02	ボムキングのキケンな{r2[こうざん]}鉱山{/r2}
bds001_stg00_02_w	{r2[こうざん]}鉱山{/r2}の ゴールドラッシュ
bds001_stg00_03	{r2[はっけん]}発見{/r2}！ {r2[きょだい]}巨大{/r2}フルーツの{r2[しま]}島{/r2}
bds001_stg00_03_w	{r2[きょだい]}巨大{/r2}スイカのスター
bds001_stg00_04	カメックのゴージャスタワー
bds001_stg00_04_w	ゴージャスタワーのガチャマシーン
bds001_itm00	ダッシュキノコ
bds001_itm01	パワフルダッシュキノコ
bds001_itm02	どくキノコ
bds001_itm03	うばいたつまき
bds001_itm04	スーパーうばいたつまき
bds001_itm05	{r2[きん]}金{/r2}の{r2[どかん]}土管{/r2}
bds001_itm06	ワープボックス
bds001_itm07	2{r2[ばい]}倍{/r2}カード
bds001_itm08	けっとうてぶくろ
bds001_itm12	サポートフォン
bds001_itm13	ゴールドドリンク
bds001_itm14	プロペラヘイホーチケット
bds001_itm15	テレンベル
bds001_itm17	{r2[かく]}隠{/r2}しブロックカード
bds001_itm18	ぴったりサイコロ
bds001_itm19	{r2[たからばこ]}宝箱{/r2}のカギ
bds001_itm20	{r2[ぎん]}銀{/r2}のピック
bds001_itm21	ツルハシ
bds001_itm22	{r2[とびら]}扉{/r2}のカギ
bds001_itm23	ガチャチケット
bds001_dice01	マリオサイコロ
bds001_dice02	ルイージサイコロ
bds001_dice03	ピーチサイコロ
bds001_dice04	デイジーサイコロ
bds001_dice05	ワリオサイコロ
bds001_dice06	ワルイージサイコロ
bds001_dice07	ヨッシーサイコロ
bds001_dice10	ディディーコングサイコロ
bds001_dice11	ロゼッタサイコロ
bds001_dice12	ドンキーコングサイコロ
bds001_dice50	クッパサイコロ
bds001_dice51	クリボーサイコロ
bds001_dice52	ヘイホーサイコロ
bds001_dice53	ノコノコサイコロ
bds001_dice54	チョロプーサイコロ
bds001_dice55	カロンサイコロ
bds001_dice56	クッパJr.サイコロ
bds001_dice58	テレササイコロ
bds001_dice59	ハンマーブロスサイコロ
bds001_dice60	プンプンサイコロ
bds001_dice00	ノーマルサイコロ
bds001_msg.msbt
bds001_stgskp	/ スキップ
bds001_tmname	[n0]チーム
bds001_st1_100	{c[ffdc0f]}キズナを{r2[たし]}確{/r2}かめる\r\n\x0e\x01\x06\x02\n\0ジ\x0e\x01\x06\x02\x04\0ャングルの{r2[ぼうけん]}冒険{/r2}{c[ffffff]}へ、\x0e\x01\x06\x02\n\0よ\x0e\x01\x06\x02\x04\0うこそ！
bds001_st1_101	この{r2[ばしょ]}場所{/r2}に、\x0e\x01\x06\x02\n\0{c[ffdc0f]}チ\x0e\x01\x06\x02\x04\0ーム{c[ffffff]}で{r2[き]}来{/r2}たのは\r\n\x0e\x01\x06\x02\n\0は\x0e\x01\x06\x02\x04\0じめてですか？
bds001_st1_101_a	はい
bds001_st1_101_b	いいえ
bds001_st1_102	この{r2[こだいいせき]}古代遺跡{/r2}に、\x0e\x01\x06\x02\n\0チ\x0e\x01\x06\x02\x04\0ームでいどむ\r\n\x0e\x01\x06\x02\n\0{c[ffdc0f]}{r2[あら]}新{/r2}\x0e\x01\x06\x02\x04\0たなナゾ{c[ffffff]}が {r2[はっけん]}発見{/r2}されたようです。
bds001_st1_103	カギを{r2[つか]}使{/r2}って{r2[あ]}開{/r2}ける\r\n\x0e\x01\x06\x02\n\0と\x0e\x01\x06\x02\x04\0っても{c[ffdc0f]}ゴージャスな {r2[たからばこ]}宝箱{/r2}{c[ffffff]}に…
bds001_st1_104	{c[ffdc0f]}チームの{r2[ゆ]}行{/r2}く{r2[て]}手{/r2}をふさぐ{c[ffffff]}\r\n\x0e\x01\x06\x02\n\0{r2[おお]}大{/r2}\x0e\x01\x06\x02\x04\0きな{c[ffdc0f]}バッタン{c[ffffff]}！
bds001_st1_105	{r2[とお]}通{/r2}せんぼだ！\r\n\x0e\x01\x06\x02\x1e\0{c[ffdc0f]}チ\x0e\x01\x06\x02\x04\0ームでも{c[ffffff]}、\x0e\x01\x06\x02\n\0こ\x0e\x01\x06\x02\x04\0こは{r2[とお]}通{/r2}さんぞ！
bds001_st1_106	{c[ffdc0f]}コインをくれなければ{c[ffffff]}、\x0e\x01\x06\x02\n\0{r2[ぜっ]}絶{/r2}\x0e\x01\x06\x02\x04\0{r2[たい]}対{/r2}だ！
bds001_st1_107	…{c[ffdc0f]}{r2[せなかがわ]}背中側{/r2}からは{r2[はな]}話{/r2}せない{c[ffffff]}ぞ。
bds001_st1_108	うしろからは、\x0e\x01\x06\x02\n\0よ\x0e\x01\x06\x02\x04\0く{r2[き]}聞{/r2}こえないからだ！！
bds001_st1_109	{c[ffdc0f]}キズナを{r2[ため]}試{/r2}す しかけ{c[ffffff]}が\r\n\x0e\x01\x06\x02\n\0た\x0e\x01\x06\x02\x04\0くさんありそうな {r2[ばしょ]}場所{/r2}ですねー。
bds001_st1_110	{c[ffdc0f]}チームでの{r2[ぼうけん]}冒険{/r2}{c[ffffff]}は、\x0e\x01\x06\x02\n\0{r2[ひと]}一{/r2}\x0e\x01\x06\x02\x04\0{r2[あじちが]}味違{/r2}うんですが\r\n\x0e\x01\x06\x02\n\0ル\x0e\x01\x06\x02\x04\0ールは ごぞんじですか？
bds001_st1_111	\x0e\x01\x06\x02\0\0ルール{r2[せつめい]}説明{/r2}を{r2[き]}聞{/r2}く？
bds001_st1_111_a	{r2[き]}聞{/r2}かない
bds001_st1_111_b	{r2[き]}聞{/r2}く
bds001_st1_120	{r2[ふたり]}2人{/r2}で{r2[いっしょ]}一緒{/r2}に、\x0e\x01\x06\x02\n\0サ\x0e\x01\x06\x02\x04\0イコロを{r2[ふ]}振{/r2}ります。
bds001_st1_121	どんな{r2[ほうこう]}方向{/r2}にも、\x0e\x01\x06\x02\n\0{r2[すす]}進{/r2}\x0e\x01\x06\x02\x04\0めちゃいます。
bds001_st1_122	まずは、\x0e\x01\x06\x02\n\0{c[ffdc0f]}\x0e\x01\x06\x02\x04\0コイン{c[ffffff]}をたくさん{r2[あつ]}集{/r2}めましょう！
bds001_st1_123	{r2[ひとり]}1人{/r2}が{c[ffdc0f]}コイン{c[ffffff]}を{r2[あつ]}集{/r2}めに{r2[い]}行{/r2}っているあいだ…
bds001_st1_124	もう{r2[ひとり]}1人{/r2}は、\x0e\x01\x06\x02\n\0{c[ffdc0f]}\x0e\x01\x06\x02\x04\0スター{c[ffffff]}に{r2[む]}向{/r2}かったり…
bds001_st1_125	{r2[か]}勝{/r2}つためには、\x0e\x01\x06\x02\n\0チ\x0e\x01\x06\x02\x04\0ームのキズナや\r\n\x0e\x01\x06\x02\n\0コ\x0e\x01\x06\x02\x04\0ンビネーションが{r2[ひつよう]}必要{/r2}ですね。
bds001_st1_126	また、\x0e\x01\x06\x02\n\0ラ\x0e\x01\x06\x02\x04\0イバルを ふむと\r\n\x0e\x01\x06\x02\n\0{c[ffdc0f]}\x0e\x01\x06\x02\x04\0コインを {r2[よこど]}横取{/r2}り{c[ffffff]}できちゃいます！
bds001_st1_127	ミニゲームで、\x0e\x01\x06\x02\n\0{c[ffdc0f]}\x0e\x01\x06\x02\x04\0コイン{c[ffffff]}を{r2[たいりょう]}大量{/r2}ゲットしたら…
bds001_st1_128	このマスに {c[ffdc0f]}ぴったり{r2[と]}停{/r2}まって\r\n\x0e\x01\x06\x02\n\0{c[ffffff]}\x0e\x01\x06\x02\x04\0{c[ffdc0f]}スター{c[ffffff]}をゲットです！
bds001_st1_129	{c[ffdc0f]}スターを{r2[めざ]}目指{/r2}す{c[ffffff]}か？ \x0e\x01\x06\x02\n\0{c[ffdc0f]}ラ\x0e\x01\x06\x02\x04\0イバルを ふむ{c[ffffff]}か？
bds001_st1_130	{c[ffdc0f]}{r2[いっしょ]}一緒{/r2}に{r2[すす]}進{/r2}む{c[ffffff]}か？ \x0e\x01\x06\x02\n\0{c[ffdc0f]}わ\x0e\x01\x06\x02\x04\0かれて{r2[すす]}進{/r2}む{c[ffffff]}か？
bds001_st1_131	{c[ffdc0f]}しっかり{r2[そうだん]}相談{/r2}{c[ffffff]}して、\x0e\x01\x06\x02\n\0{r2[ぼう]}冒{/r2}\x0e\x01\x06\x02\x04\0{r2[けん]}険{/r2}してくださいね。
bds001_st1_132	それでは、\x0e\x01\x06\x02\n\0{c[ffdc0f]}{r2[せん]}先{/r2}\x0e\x01\x06\x02\x04\0{r2[こう]}攻{/r2} {r2[こうこう]}後攻{/r2}{c[ffffff]}を {r2[き]}決{/r2}めましょう。
bds001_st1_133	{c[ffdc0f]}{r2[ふたり]}2人{/r2}のサイコロ{c[ffffff]}の{r2[ごうけい]}合計{/r2}で {r2[き]}決{/r2}めますよ。
bds001_st1_134	{r2[せんこう]}先攻{/r2}、\x0e\x01\x06\x02\n\0{c[ffdc0f]} \x0e\x01\x06\x02\x04\0[n0]チーム{c[ffffff]}！
bds001_st1_135	{r2[こうこう]}後攻{/r2}、\x0e\x01\x06\x02\n\0 \x0e\x01\x06\x02\x04\0{c[ffdc0f]}[n0]チーム{c[ffffff]}！
bds001_st1_140	…それでは、\x0e\x01\x06\x02\n\0チ\x0e\x01\x06\x02\x04\0ームで{r2[めざ]}目指{/r2}す\r\n\x0e\x01\x06\x02\n\0{c[ffdc0f]}{r2[さい]}最{/r2}\x0e\x01\x06\x02\x04\0{r2[しょ]}初{/r2}のスター{c[ffffff]}は どこでしょうか？
bds001_st1_141	ここですよー！\r\n\x0e\x01\x06\x02\x1e\0{c[ffdc0f]}ピ\x0e\x01\x06\x02\x04\0ッタリ{r2[と]}停{/r2}まって{c[ffffff]}、\x0e\x01\x06\x02\n\0ゲ\x0e\x01\x06\x02\x04\0ットしてくださーい！
bds001_st1_142	このマスに {r2[ふたり]}2人{/r2}で{r2[と]}停{/r2}まると、\r\n\x0e\x01\x06\x02\n\0{c[ffdc0f]}2\x0e\x01\x06\x02\x04\0{r2[かい]}回{/r2}スターゲット{c[ffffff]} できますよー!
bds001_st1_143	それでは、\x0e\x01\x06\x02\n\0{r2[しゅっ]}出{/r2}\x0e\x01\x06\x02\x04\0{r2[ぱつ]}発{/r2}の{r2[まえ]}前{/r2}に\r\n\x0e\x01\x06\x02\n\0{c[ffdc0f]}チ\x0e\x01\x06\x02\x04\0ームのキズナ{c[ffffff]}を{r2[み]}見{/r2}せてください！
bds001_st1_144	{c[ffdc0f]}ナイス！{c[ffffff]} \x0e\x01\x06\x02\n\0{c[ffdc0f]}Y{c[ffffff]}\x0e\x01\x06\x02\x04\0{c[ffdc0f]}eah！{c[ffffff]}
bds001_st1_145	{c[ffdc0f]}{r2[こころ]}心{/r2}もコインもアイテムも、\x0e\x01\x06\x02\n\0{r2[ふた]}2{/r2}\x0e\x01\x06\x02\x04\0{r2[り]}人{/r2}は1つ！{c[ffffff]}\r\n\x0e\x01\x06\x02\x1e\0チ\x0e\x01\x06\x02\x04\0ームワークが {r2[しょうり]}勝利{/r2}のカギですよ。
bds001_st1_146	さあ、\x0e\x01\x06\x02\n\0{c[ffdc0f]}{r2[せん]}先{/r2}\x0e\x01\x06\x02\x04\0{r2[こう]}攻{/r2}[n0]チーム{c[ffffff]}から\r\n\x0e\x01\x06\x02\n\0ス\x0e\x01\x06\x02\x04\0タートです！！
bds001_st1_000	ようこそ！ \x0e\x01\x06\x02\n\0{c[ffdc0f]}{r2[ぼう]}冒{/r2}\x0e\x01\x06\x02\x04\0{r2[けんしゃ]}険者{/r2}{c[ffffff]}の みなさん！\r\n\x0e\x01\x06\x02\x1e\0い\x0e\x01\x06\x02\x04\0よいよ、\x0e\x01\x06\x02\n\0は\x0e\x01\x06\x02\x04\0じまりの{r2[ぼうけん]}冒険{/r2}ですね。
bds001_st1_001	この{r2[ばしょ]}場所{/r2}は、\x0e\x01\x06\x02\n\0は\x0e\x01\x06\x02\x04\0じめてですか？
bds001_st1_001_a	はい
bds001_st1_001_b	いいえ
bds001_st1_010	ここは、\x0e\x01\x06\x02\n\0ナ\x0e\x01\x06\x02\x04\0ゾにつつまれた{c[ffdc0f]}{r2[こだいいせき]}古代遺跡{/r2}{c[ffffff]}。\r\n\x0e\x01\x06\x02\x1e\0い\x0e\x01\x06\x02\x04\0ったい どんな{r2[ばしょ]}場所{/r2}なんでしょうか？
bds001_st1_011	{r2[み]}身{/r2}の{r2[け]}毛{/r2}もよだつ {c[ffdc0f]}ワナ{c[ffffff]}に…
bds001_st1_012	{r2[ゆ]}行{/r2}く{r2[て]}手{/r2}をふさぐ、\x0e\x01\x06\x02\n\0{r2[おお]}大{/r2}\x0e\x01\x06\x02\x04\0きな{c[ffdc0f]}バッタン{c[ffffff]}！
bds001_st1_013	{c[ffdc0f]}{r2[とお]}通{/r2}せんぼだ！\r\n{c[ffffff]}\x0e\x01\x06\x02\x1e\0{r2[ぜっ]}絶{/r2}\x0e\x01\x06\x02\x04\0{r2[たい]}対{/r2}に{r2[とお]}通{/r2}さんぞ！
bds001_st1_014	…でも、\x0e\x01\x06\x02\n\0{c[ffdc0f]}{c[ffffff]}\x0e\x01\x06\x02\x04\0{c[ffdc0f]}コイン{c[ffffff]}をくれたら\r\n\x0e\x01\x06\x02\n\0{r2[とお]}通{/r2}\x0e\x01\x06\x02\x04\0してやろう。
bds001_st1_015	な、\x0e\x01\x06\x02\n\0な\x0e\x01\x06\x02\x04\0んと {c[ffdc0f]}おそろしい{r2[ばしょ]}場所{/r2}{c[ffffff]}なんでしょう！
bds001_st1_016	いやー、\x0e\x01\x06\x02\n\0こ\x0e\x01\x06\x02\x04\0れは{c[ffdc0f]}{r2[たいへん]}大変{/r2}な{r2[ぼうけん]}冒険{/r2}{c[ffffff]}に なりそうですね。
bds001_st1_020	…ところで みなさん\r\n\x0e\x01\x06\x02\n\0{c[ffdc0f]}{r2[ぼう]}冒{/r2}\x0e\x01\x06\x02\x04\0{r2[けん]}険{/r2}のルール{c[ffffff]}を {r2[き]}聞{/r2}きたいですか？
bds001_st1_021	\x0e\x01\x06\x02\0\0ルール{r2[せつめい]}説明{/r2}を{r2[き]}聞{/r2}く？
bds001_st1_021_a	{r2[き]}聞{/r2}く
bds001_st1_021_b	{r2[き]}聞{/r2}かない
bds001_st1_030	{c[ffdc0f]}サイコロ{c[ffffff]}を{r2[ふ]}振{/r2}って {r2[すす]}進{/r2}んでいきます。
bds001_st1_031	いろいろなマスに{r2[と]}停{/r2}まって、\r\n\x0e\x01\x06\x02\n\0{c[ffdc0f]}\x0e\x01\x06\x02\x04\0コインを ゲット{c[ffffff]}しましょう。
bds001_st1_032	{c[ff1e1e]}マイナスのマス{c[ffffff]}に、\x0e\x01\x06\x02\n\0{r2[ちゅう]}注{/r2}\x0e\x01\x06\x02\x04\0{r2[い]}意{/r2}！
bds001_st1_033	ミニゲームに{r2[か]}勝{/r2}てば、\x0e\x01\x06\x02\n\0{c[ffdc0f]}{c[ffffff]}\x0e\x01\x06\x02\x04\0{c[ffdc0f]}コイン{c[ffffff]}を{r2[たいりょう]}大量{/r2}にゲット！
bds001_st1_034	しかし！！
bds001_st1_035	{c[ffdc0f]}コイン{c[ffffff]}を{r2[あつ]}集{/r2}めれば {r2[か]}勝{/r2}てるほど\r\n\x0e\x01\x06\x02\n\0{r2[あま]}甘{/r2}\x0e\x01\x06\x02\x04\0くありません！
bds001_st1_036	{r2[しょうり]}勝利{/r2}のカギは、\x0e\x01\x06\x02\n\0こ\x0e\x01\x06\x02\x04\0の{c[ffdc0f]}スター{c[ffffff]}！\r\n\x0e\x01\x06\x02\x1e\0た\x0e\x01\x06\x02\x04\0くさん{r2[あつ]}集{/r2}めた{r2[ひと]}人{/r2}が {r2[か]}勝{/r2}ちです！
bds001_st1_037	100{r2[まい]}枚{/r2} {c[ffdc0f]}コイン{c[ffffff]}を{r2[も]}持{/r2}っていても\r\n\x0e\x01\x06\x02\n\01\x0e\x01\x06\x02\x04\0つの{c[ffdc0f]}スター{c[ffffff]}に {r2[ま]}負{/r2}けることもあります…
bds001_st1_038	まさに、\x0e\x01\x06\x02\n\0{c[ffdc0f]}{c[ffffff]}\x0e\x01\x06\x02\x04\0{c[ffdc0f]}スター{c[ffffff]}を{r2[せい]}制{/r2}するものが\r\n\x0e\x01\x06\x02\n\0{r2[ぼう]}冒{/r2}\x0e\x01\x06\x02\x04\0{r2[けん]}険{/r2}を{r2[せい]}制{/r2}すると {r2[い]}言{/r2}えるでしょう。
bds001_st1_050	それでは、\x0e\x01\x06\x02\n\0{c[ffdc0f]}サ\x0e\x01\x06\x02\x04\0イコロ{c[ffffff]}で\r\n\x0e\x01\x06\x02\n\0{r2[すす]}進{/r2}\x0e\x01\x06\x02\x04\0む{r2[じゅんばん]}順番{/r2}を {r2[き]}決{/r2}めましょう！
bds001_st1_051	1{r2[ばん]}番{/r2}、\x0e\x01\x06\x02\n\0 \x0e\x01\x06\x02\x04\0{c[ffdc0f]}[n0]{c[ffffff]}さん。
bds001_st1_052	2{r2[ばん]}番{/r2}、\x0e\x01\x06\x02\n\0 \x0e\x01\x06\x02\x04\0{c[ffdc0f]}[n1]{c[ffffff]}さん。
bds001_st1_053	3{r2[ばん]}番{/r2}、\x0e\x01\x06\x02\n\0 \x0e\x01\x06\x02\x04\0{c[ffdc0f]}[n2]{c[ffffff]}さん。
bds001_st1_054	4{r2[ばん]}番{/r2}、\x0e\x01\x06\x02\n\0 \x0e\x01\x06\x02\x04\0{c[ffdc0f]}[n3]{c[ffffff]}さんとなります。
bds001_st1_060	ここで、\x0e\x01\x06\x02\n\0{c[ffdc0f]}{c[ffffff]}\x0e\x01\x06\x02\x04\0{c[ffdc0f]}5コイン{c[ffffff]}プレゼント！
bds001_st1_070	さて！ \x0e\x01\x06\x02\n\0{r2[しょう]}勝{/r2}\x0e\x01\x06\x02\x04\0{r2[り]}利{/r2}のカギを にぎる{c[ffdc0f]}スター{c[ffffff]}\r\n\x0e\x01\x06\x02\x1e\01\x0e\x01\x06\x02\x04\0つ{r2[め]}目{/r2}は、\x0e\x01\x06\x02\n\0ど\x0e\x01\x06\x02\x04\0こにあるんでしょう？
bds001_st1_071	ここですよー！\r\n\x0e\x01\x06\x02\x1e\0ピ\x0e\x01\x06\x02\x04\0ッカピカの{c[ffdc0f]}スター{c[ffffff]}が {r2[ま]}待{/r2}ってまーす！
bds001_st1_072	{c[ffdc0f]}コイン{c[ffffff]}を{r2[あつ]}集{/r2}めて {r2[き]}来{/r2}てくださいねー！
bds001_st1_080	…これから {r2[だれ]}誰{/r2}が{r2[いちばん]}一番{/r2}たくさん\r\n\x0e\x01\x06\x02\n\0{c[ffdc0f]}\x0e\x01\x06\x02\x04\0スター{c[ffffff]}を {r2[あつ]}集{/r2}めるんでしょうか？
bds001_st1_081	{r2[あつ]}熱{/r2}い{r2[ぼうけん]}冒険{/r2}の スタートです！ 
bds001_turn_00	ターン [0]
bds001_turn_03	ラストターン！
bds001_turn_06	ラスト[0]ターン
bds001_turn2_name	[n0]
bds001_turn2_dice	[0]
bds001_friend_00	{c[ffdc0f]}[n0]{c[ffffff]}さんたちが {r2[とうじょう]}登場{/r2}！\r\n\x0e\x01\x06\x02\x1e\0{r2[おな]}同{/r2}\x0e\x01\x06\x02\x04\0じ{r2[ばしょ]}場所{/r2}を{r2[とお]}通{/r2}って、\x0e\x01\x06\x02\n\0{r2[なか]}仲{/r2}\x0e\x01\x06\x02\x04\0{r2[ま]}間{/r2}にしましょう！
bds001_st1_txt_00	スターは こちら
bds001_st1_txt_00_2	スターゲットチャンス！！
bds001_st1_txt_01	ハナチャンのお店
bds001_st1_txt_02	遺跡の奥へ
bds001_st1_txt_03	パタパタタクシー
bds001_st1_txt_04	ドミノ遺跡
bds001_st1_txt_05	ジュゲムは、こちら
bds001_st1_txt_06	VSマス、ありマス
bds001_st1_txt_07	ドッキリマス注意！
bds001_st1_txt_08	ちょっとだけ近道
bds001_st1_txt_09	コインを稼ぐルート
bds001_st1_txt_12	スーパードッキリマス\r\n注意！
bds001_st1_txt_10	バッタンに[0]コインで{r2[とお]}通{/r2}れる
bds001_st1_txt_11	{r2[おな]}同{/r2}じ{r2[ばしょ]}場所{/r2}に{r2[と]}停{/r2}まった！
bds001_kamek_00	キーッキッキッキ！\r\n\x0e\x01\x06\x02\x1e\0{r2[ぼう]}冒{/r2}\x0e\x01\x06\x02\x04\0{r2[けん]}険{/r2}を、\x0e\x01\x06\x02\n\0も\x0e\x01\x06\x02\x04\0っと {r2[おもしろ]}面白{/r2}くしてやるぞー！
bds001_kamek_01	このステージの どこかに…\r\n\x0e\x01\x06\x02\x1e\0{c[ff1e1e]}ド\x0e\x01\x06\x02\x04\0ッキリマス{c[ffffff]}を {r2[かく]}隠{/r2}してやったぞ！
bds001_kamek_02	…{r2[なに]}何{/r2}が{r2[お]}起{/r2}きるかは、\r\n\x0e\x01\x06\x02\n\0{r2[と]}停{/r2}\x0e\x01\x06\x02\x04\0まってからの お{r2[たの]}楽{/r2}しみだな。
bds001_rstsp_00	さて、\x0e\x01\x06\x02\n\0{r2[のこ]}残{/r2}\x0e\x01\x06\x02\x04\0りあと3ターンと なりました！\r\n\x0e\x01\x06\x02\x1e\0{r2[げん]}現{/r2}\x0e\x01\x06\x02\x04\0{r2[ざい]}在{/r2}の{r2[じゅんい]}順位{/r2}を {r2[み]}見{/r2}てみましょう！
bds001_rstsp_01_00	1{r2[い]}位{/r2}、\x0e\x01\x06\x02\n\0 \x0e\x01\x06\x02\x04\0{c[ffdc0f]}[n0]チーム{c[ffffff]}！
bds001_rstsp_01_01	2{r2[い]}位{/r2}、\x0e\x01\x06\x02\n\0 \x0e\x01\x06\x02\x04\0{c[ffdc0f]}[n1]チーム{c[ffffff]}！
bds001_rstsp_01_02	……なんと！\r\n\x0e\x01\x06\x02\x1e\0ど\x0e\x01\x06\x02\x04\0ちらのチームも {r2[おな]}同{/r2}じ{r2[せいせき]}成績{/r2}です！
bds001_rstsp_01_a	{c[ffdc0f]}[n0]チーム{c[ffffff]}が リードしています！\r\n\x0e\x01\x06\x02\x1e\0こ\x0e\x01\x06\x02\x04\0こまでは、\x0e\x01\x06\x02\n\0カ\x0e\x01\x06\x02\x04\0ンペキですね！
bds001_rstsp_01_b	{c[ffdc0f]}[n0]チーム{c[ffffff]}が {r2[か]}勝{/r2}っていますね！\r\n\x0e\x01\x06\x02\x1e\0{r2[きょ]}今{/r2}\x0e\x01\x06\x02\x04\0{r2[う]}日{/r2}は {r2[ぜっこうちょう]}絶好調{/r2}ですね！ \x0e\x01\x06\x02\n\0ノ\x0e\x01\x06\x02\x04\0リノリですね！
bds001_rstsp_01_c	{c[ffdc0f]}[n0]チーム{c[ffffff]}が {r2[つよ]}強{/r2}いですねぇ…\r\n\x0e\x01\x06\x02\x1e\0{r2[ふた]}2{/r2}\x0e\x01\x06\x02\x04\0{r2[り]}人{/r2}の{r2[いき]}息{/r2}が、\x0e\x01\x06\x02\n\0ピ\x0e\x01\x06\x02\x04\0ッタリ{r2[あ]}合{/r2}っていますね！
bds001_rstsp_01_d	{c[ffdc0f]}[n1]チーム{c[ffffff]}が、\x0e\x01\x06\x02\n\0{r2[ま]}負{/r2}\x0e\x01\x06\x02\x04\0けているようです…\r\n\x0e\x01\x06\x02\x1e\0…\x0e\x01\x06\x02\x04\0しかし！ \x0e\x01\x06\x02\n\0そ\x0e\x01\x06\x02\x04\0の{r2[め]}目{/r2}は {r2[し]}死{/r2}んでいませんね！
bds001_rstsp_01_e	{c[ffdc0f]}[n1]チーム{c[ffffff]}が \x0e\x01\x06\x02\n\0{r2[く]}苦{/r2}\x0e\x01\x06\x02\x04\0{r2[せん]}戦{/r2}しているようです…\r\n\x0e\x01\x06\x02\x1e\0{r2[かん]}完{/r2}\x0e\x01\x06\x02\x04\0{r2[ぜん]}全{/r2}に、\x0e\x01\x06\x02\n\0{r2[ふた]}2{/r2}\x0e\x01\x06\x02\x04\0{r2[り]}人{/r2}の{r2[こころ]}心{/r2}が バラバラですねー。
bds001_rstsp_01_f	{r2[りょう]}両{/r2}チーム、\x0e\x01\x06\x02\n\0{r2[いっ]}一{/r2}\x0e\x01\x06\x02\x04\0{r2[ぽ]}歩{/r2}も{r2[ひ]}引{/r2}きませんね！\r\n\x0e\x01\x06\x02\x1e\0ま\x0e\x01\x06\x02\x04\0ったくの{r2[ごぶ]}五分{/r2}と{r2[ごぶ]}五分{/r2}、\x0e\x01\x06\x02\n\0{r2[あつ]}熱{/r2}\x0e\x01\x06\x02\x04\0い{r2[たたか]}戦{/r2}いです！
bds001_rstsp_01_g	このまま、\x0e\x01\x06\x02\n\0{r2[りょう]}両{/r2}\x0e\x01\x06\x02\x04\0チームに{r2[か]}勝{/r2}ってもらいたい！\r\n\x0e\x01\x06\x02\x1e\0そ\x0e\x01\x06\x02\x04\0のぐらいの、\x0e\x01\x06\x02\n\0い\x0e\x01\x06\x02\x04\0い{r2[しょうぶ]}勝負{/r2}ですね！
bds001_rstsp_02_00	1{r2[い]}位{/r2}、\x0e\x01\x06\x02\n\0 \x0e\x01\x06\x02\x04\0{c[ffdc0f]}[n0]{c[ffffff]}さん！
bds001_rstsp_02_01	2{r2[い]}位{/r2}、\x0e\x01\x06\x02\n\0 \x0e\x01\x06\x02\x04\0{c[ffdc0f]}[n0]{c[ffffff]}さん！
bds001_rstsp_02_02	3{r2[い]}位{/r2}、\x0e\x01\x06\x02\n\0 \x0e\x01\x06\x02\x04\0{c[ffdc0f]}[n0]{c[ffffff]}さん！
bds001_rstsp_02_03	4{r2[い]}位{/r2}、\x0e\x01\x06\x02\n\0 \x0e\x01\x06\x02\x04\0{c[ffdc0f]}[n0]{c[ffffff]}さん！
bds001_rstsp_02_04	1{r2[い]}位{/r2}、\x0e\x01\x06\x02\n\0 \x0e\x01\x06\x02\x04\0{c[ffdc0f]}[n0]{c[ffffff]}さん、\x0e\x01\x06\x02\n\0 \x0e\x01\x06\x02\x04\0\r\n{c[ffdc0f]}[n1]{c[ffffff]}さん！
bds001_rstsp_02_05	2{r2[い]}位{/r2}、\x0e\x01\x06\x02\n\0 \x0e\x01\x06\x02\x04\0{c[ffdc0f]}[n0]{c[ffffff]}さん、\x0e\x01\x06\x02\n\0 \x0e\x01\x06\x02\x04\0\r\n{c[ffdc0f]}[n1]{c[ffffff]}さん！
